,2021-12-29,浙商机械 邱世梁||王华君【威唐工业】越南客户首款电车交付；动力电池箱体明年有望放量,高端装备制造及材料
288,2021-09-01,基金持仓动向：光大保德信基金管理魏晓雪二季度加仓这些股（名单）,证券之星
289,2021-08-31,八成创业板公司上半年盈利 战略性新兴产业增长强劲,证券日报网
290,2021-08-31,超八成深市公司上半年盈利，新能源产业链表现抢眼,第一财经
291,2021-08-31,深交所：上半年创业板公司净利润同比增长33.56%，龙头企业表现亮眼,智通财经
292,2021-08-31,深市创业板2021年半年度业绩持续高速增长,Wind
293,2021-08-31,北上资金8月份净买入269.05亿元 连续11个月净买入,证券时报网
294,2021-08-31,锂电景气辎重先行：设备企业半年报透露四大积极因素,财联社
295,2021-08-31,新基建加码，重磅大会开幕，5G厂商业绩迎爆发,Wind
296,2021-08-31,先导智能：公司有储能业务相关的业务布局,Wind
297,2021-08-31,机械设备行业周报：工业母机行业有望迎来高速发展,新浪
298,2021-08-31,浙商机械 邱世梁||王华君【杭可科技】订单质量逐步改善，下半年业绩拐点有望显现,高端装备制造及材料
299,2021-08-31,先导智能：公司具有钠离子电池相关设备的基础,Wind
300,2021-08-30,新基金建仓提速，主攻方向曝光！,中国基金报
301,2021-08-30,电力设备周报：下达补贴890亿支持光伏等可再生能源 成本上扬光伏组件酝酿涨价,新浪
302,2021-08-30,75股今日获机构买入评级 7股上涨空间超50%,证券时报网
303,2021-08-30,【机构动向】 社保基金二季度加仓1926万股厦门象屿，大举减持杉杉股份 减持股份,阿尔法工场
304,2021-08-30,机械行业：工业母机政策加持 时代电气登陆科创板,新浪
305,2021-08-30,民生机械周报：高景大硅片项目加速落地 光伏设备需求有望再迎催化,新浪
306,2021-08-30,干货！2021年中国机器视觉行业龙头企业分析——天准科技：国内工业视觉设备领域龙头,证券之星
307,2021-08-30,东方日升涨超15%，光伏50ETF（159865）涨超5.5%,资本邦
308,2021-08-30,43股受青睐，北向资金增持额超亿元,证券时报网
309,2021-08-30,【汽车】首批燃料电池汽车示范城市群获批——新能源汽车行业周报——看好,渤海证券研究
310,2021-08-30,浙商机械 邱世梁||王华君 【聚光科技】业绩符合预期；质谱仪产品类比禾信仪器；进军临床市场,高端装备制造及材料
311,2021-08-29,浙商机械 邱世梁||王华君【利元亨】动力锂电设备订单爆发增长，中报业绩符合预期,高端装备制造及材料
312,2021-08-28,刚刚披露！张坤、傅鹏博、刘彦春、萧楠…基金“顶流”隐形重仓股来了（名单）,中国基金报
313,2021-08-28,扎入热门赛道 基金经理感叹“确实没有办法” 基金风格偏移何解？,经济观察网
314,2021-08-28,注册制“新生代”活力奔涌 创业板大力培育“链主”企业,中证网
315,2021-08-27,天风汽车【深度】从主机厂进入动力电池行业看格局演变,微信
316,2021-08-27,光伏“赛道”为何今年集体爆发？六篇文章讲透光伏赛道！,第一财经
317,2021-08-27,储能、境外业务大增，宁德时代半年报比你想象中优秀,新浪
318,2021-08-27,资金决定市场方向：北上加码买入，两融迭创新高,Wind
319,2021-08-27,工业母机概念异动，新能车ETF(159824)涨超1%,资本邦
320,2021-08-27,219股获券商买入评级 金发科技目标涨幅达112.72%,Wind
321,2021-08-27,资本减持套现 宁德时代还撑得起万亿市值吗 减持股份,北京商报
322,2021-08-26,暴涨120亿竟因假消息？“宁王”入股搅动金川国际股价 双方回应来了,证券时报
323,2021-08-26,42公司获得推荐评级-更新中,中财网
324,2021-08-26,宁德时代巨额定增能否成行留悬念：投资股权+众多LP身份，“撞线”融资监管要求,华夏时报
325,2021-08-26,"突发！万亿""宁王""要买矿？这只股瞬间暴拉90%，回应来了！医药白酒又""抱团痛哭""，有色还要狂奔多久？",券商中国
326,2021-08-26,江苏区域股市周报：69家机构调研祥生医疗 恒立液压跌出板块市值5强,每日经济新闻
327,2021-08-26,“电池茅”宁德时代的上半年：手握超700亿现金流，储能营收翻7倍，但高瓴等为何仍选择“落袋为安”,北京商报
328,2021-08-26,大调仓！傅鹏博“戒酒”了，新入了这几只隐形重仓股,财联社
329,2021-08-26,重磅！2021年中国及31省市机器视觉行业政策汇总及解读（全）工业自动化及智能化政策带动行业持续发展,前瞻研究院
330,2021-08-26,【天风Morning Call】晨会集萃20210826,天风研究
331,2021-08-25,先导智能(300450)：21H1业绩超预期 锂电设备需求爆发,新浪
332,2021-08-25,天风证券维持先导智能买入评级：业绩亮眼，龙头盈利能力开始兑现,每日经济新闻
333,2021-08-25,国开证券维持先导智能推荐评级：中期业绩高增长，新签订单金额创新高,每日经济新闻
334,2021-08-25,中航证券维持先导智能买入评级：新签订单创历史新高，盈利能力有望提升,每日经济新闻
335,2021-08-25,【中航先进制造】业绩点评丨先导智能：新签订单创历史新高，盈利能力有望提升,先进制造观察
336,2021-08-25,最新！社保基金和QFII二季度同时重仓60股,资本邦
337,2021-08-25,72股今日获机构买入评级 24股上涨空间超20%,证券时报网
338,2021-08-25,西部证券维持先导智能买入评级，2021年半年报业绩点评：业绩增长符合预期，新签订单再创新高,每日经济新闻
339,2021-08-25,民生证券维持先导智能推荐评级，2021半年报点评：业绩保持高增长，订单再创新高,每日经济新闻
340,2021-08-25,中泰证券给予先导智能买入评级，锂电设备业务持续高增长，行业龙头强者恒强,每日经济新闻
341,2021-08-25,先导智能(300450)：1H21业绩符合预期 新签订单创历史新高,新浪
342,2021-08-25,睿远基金傅鹏博隐形重仓股出炉，聚焦高端制造、医疗保健器械,澎湃新闻
343,2021-08-25,中银早刊-20210825,中银证券研究
344,2021-08-25,最高增1239%！15家宁德时代供应链公司业绩暴增,北极星电力
345,2021-08-25,浙商机械 邱世梁||王华君【先导智能】第二季度业绩同环比提速；订单饱满，增长可期,高端装备制造及材料
346,2021-08-25,【机构动向】 社保基金二季度加仓1926万股厦门象屿，大举减持杉杉股份 减持股份,阿尔法工场
347,2021-08-25,平安证券：新能源汽车在全球市场的渗透正迎来新一轮提速,证券时报网
348,2021-08-25,证金汇金二季度买了啥？这些领域后市机会大,Wind
349,2021-08-25,北向资金动向盘点：“电新”被连续净买，总市值2904亿,Wind
350,2021-08-25,创业板注册制一周年：资本市场释放更多创新活力,经济日报
351,2021-08-25,“国家队”现身300余家上市公司十大流通股东名单,中证网
352,2021-08-25,证金汇金二季度买了啥？这些领域后市机会大,金融界
353,2021-08-25,“国家队”现身300余家上市公司 证金汇金加仓医药,中证网
354,2021-08-24,先导智能：增长态势不减，将进入业绩释放期【国君高端装备】,琨论机械
355,2021-08-24,半年报解读|星云股份净利增超8成 锂电设备厂迎业绩兑现,财联社
356,2021-08-24,【方正电新】先导智能：规模化分摊费用，下半年业绩拐点向上,申建国电新团队
357,2021-08-24,机构近五日调高27股评级 这些个股获“买入”评级,第一财经
358,2021-08-24,德邦证券维持先导智能买入评级：业绩同比+120%，新接订单持续高增,每日经济新闻
359,2021-08-24,开源证券维持先导智能买入评级，近期获12份券商研报关注，目标均价涨幅27.66%,每日经济新闻
360,2021-08-24,先导智能(300450)：业绩符合我们预期 订单充足开启规模交付,新浪
361,2021-08-24,西南证券首予先导智能买入评级：业绩大幅增长，锂电设备龙头强者恒强，目标价98.15元,每日经济新闻
362,2021-08-24,先导智能(300450)：业绩增长符合预期 锂电设备龙头地位稳固,新浪
363,2021-08-24,中银证券维持先导智能买入评级：2021年上半年收入快速增长，新签订单额创历年新高,每日经济新闻
364,2021-08-24,中国银河维持先导智能推荐评级：中报业绩大幅增长，新签订单创历史新高,每日经济新闻
365,2021-08-24,背靠宁德时代这颗大树，先导智能上半年净利增长120%，新签订单创历史新高,21世纪经济报道
366,2021-08-24,今日242公司公布半年报 63家业绩增幅翻倍,证券时报网
367,2021-08-24,【太平洋机械】先导智能(300450)公司点评：业绩持续高增长，看好自动化平台型企业发展,太平洋机械大讲堂
368,2021-08-24,申港证券维持先导智能买入评级，先导智能2021年半年报点评：营利增长合预期 订单新高奠基础,每日经济新闻
369,2021-08-24,A股早报2021年8月24日星期二,Wind
370,2021-08-24,电气设备行业周报：电动车政策利好频发 宁德时代落户上海,新浪
371,2021-08-24,先导智能(300450)：锂电需求高速增长 产能同步大幅扩张,广发证券
372,2021-08-24,浙商机械 邱世梁||王华君 【巨星科技】业绩符合预期，动力工具业务全年有望高增长！,高端装备制造及材料
373,2021-08-24,华商量化优质精选混合净值上涨3.10%,新浪
374,2021-08-23,机构、上市公司致创业板注册制周年“寄语”：改革再出发 谱继往开来新章,21世纪经济报道
375,2021-08-23,先导智能上半年净利增119.70%，明星基金经理傅鹏博二季度新进第五大流通股东,阿尔法工场
376,2021-08-23,先导智能上半年净利润同比增长120%,上证报
377,2021-08-23,科创板晚报|人工关节国家集采下月启动 航天科工创拟清仓减持神工股份,财联社
378,2021-08-23,新签订单额创新高 先导智能(300450.SZ)上半年归母净利同比增120%至5亿元,智通财经
379,2021-08-23,先导智能：2021年半年度净利润约5.01亿元，同比增加119.7%,每日经济新闻
380,2021-08-23,先导智能(300450.SZ)半年度净利润5.01亿元 同比增长119.70%,格隆汇
381,2021-08-23,先导智能：上半年净利润同比增长119.7%,Wind
382,2021-08-23,深度*行业*机械设备行业周报：全球首批管式PECVD异质结电池下线 HJT产业化进程持续加速,新浪
383,2021-08-23,机械设备行业周报：需求消费特征显着的板块或个股估值已具备较高性价比,新浪
384,2021-08-23,机械设备：Q2 板块持续高景气 国家加强攻关硬核科技,财富动力网
385,2021-08-23,整县推进加快推动，电动车需求继续旺盛 | 兴证电新 · 每周观察,兴业电新
386,2021-08-22,【中航先进制造】深度丨先导智能(300450)：锂电设备龙头，受益全球产能周期共振,先进制造观察
387,2021-08-21,【银河周知】震荡行情中，看好预期改善的水泥、新能源、机器人行业,中国银河证券研究
388,2021-08-20,干货！2021年中国机器视觉行业龙头企业分析——矩子科技：业内领先的中高端机器视觉设备供应商,前瞻研究院
389,2021-08-20,碧桂园?美好中国ESG100指数完成2021年度调仓,新浪
390,2021-08-20,【银河机械鲁佩/范想想】行业动态 2021.7丨龙头扩产带动锂电设备快速发展，看好机器换人新能源装备两大方向,中国银河证券研究
391,2021-08-20,招商丰盛稳定增长混合C净值上涨3.06%,新浪
392,2021-08-20,华宝未来主导混合A净值上涨4.33%,新浪
393,2021-08-20,华商万众创新混合净值上涨3.34%,新浪
394,2021-08-19,【机构风向标】机构评级热情高涨！19股获机构集中推荐，17股看涨空间逾20%,证券时报网
395,2021-08-19,锂电火热，宁德时代产业链再度爆发，新能源主题ETF（516580）又迎大涨,资本邦
396,2021-08-19,储能主题ETF来了，能否代替氢能源主题基金？,养基司令
397,2021-08-18,解密主力资金出逃股 连续5日净流出573股,证券时报网
398,2021-08-18,跟着宁德时代“吃肉喝汤”：先导智能千亿市值背后存隐忧,新浪
399,2021-08-18,江苏区域股市周报：新增2家上市公司 141家机构调研鱼跃医疗,每日经济新闻
