,2021-12-31,通策医疗股价半年腰斩 中泰证券国元证券8月份喊买入,中国经济网
285,2021-10-14,【奥一读股市】又到“炸雷”季！千亿牙茅通策医疗闪崩跌停,奥一网
286,2021-10-14,800亿医疗白马股闪崩跌停，一日蒸发97亿，股民人均亏22万,搜狐
287,2021-10-14,“牙茅”通策医疗闪崩跌停，一日蒸发97亿，知名游资砸盘卖出2.04亿,第一财经
288,2021-10-14,通策医疗闪崩跌停 三季度业绩提前泄露？,证券之星
289,2021-10-14,通策医疗跌停，爱尔眼科跌破8%，医药ETF基金（159838）收跌2.21%，场内持续溢价 连续下跌,资本邦
290,2021-10-14,通策医疗最新公告：前三季度净利润同比增长55.09%,证券之星
291,2021-10-14,千亿白马大跌刷屏！万亿风口却爆发，超级龙头狂拉40%,Wind
292,2021-10-14,通策医疗：前三季度净利润6.2亿元 同比增长55.09%,新浪
293,2021-10-14,通策医疗跌停 东北证券月初发研报喊买入,中国经济网
294,2021-10-14,通策医疗：第三季度净利润2.69亿元，同比增长5.88%,Wind
295,2021-10-14,通策医疗闪崩跌停 两机构卖出1.47亿元,第一财经
296,2021-10-14,突然炸雷！千亿级白马暴跌刷屏，一则传闻吓懵市场！万亿风口却爆发，超级龙头狂拉40%，这次能跑多远？,券商中国
297,2021-10-14,龙虎榜|通策医疗闪崩跌停 中信证券上海溧阳路卖出2.04亿元,财联社
298,2021-10-14,通策医疗闪崩跌停，两机构席位卖出1.47亿元,Wind
299,2021-10-14,这家A股公司董秘遭关门殴打！张坤、葛兰重仓白马股跌停,Wind
300,2021-10-14,医疗纠纷不断、性价比低之外 人才流失才是牙博士致命难题,和讯
301,2021-10-14,A股收盘综述：光伏、工业母机、储能板块飙升，沪锌涨停刺激有色ETF创新高,Wind
302,2021-10-14,葛兰也踩雷了！千亿大白马闪崩跌停，“医药女神”基金规模瞬间蒸发3亿！网传三季报不及预期，至暗时刻如何度过？ 重仓股票异动,雪球
303,2021-10-14,又是业绩雷？千亿“牙茅”通策医疗闪崩跌停，今晚披露三季报业绩 盈利能力下降,证券之星
304,2021-10-14,“牙茅”跌停！前三季净利增逾10倍的锂矿大牛股也跌停，什么情况？ 盈利能力下降,中证报
305,2021-10-14,公私募大腕“混战”“牙科茅”，张坤撤了，葛兰“加仓”，归凯焦巍孙庆瑞各自站队,华尔街见闻
306,2021-10-14,白酒医药突发跳水！新能源大爆发，狂掀涨停潮,Wind
307,2021-10-14,午评：A股三大指数小幅上涨，储能、工业母机等题材爆发，三季报预增股批量涨停，通策医疗跌停,金融界
308,2021-10-14,“牙茅”通策医疗闪崩跌停，三季报披露在即，6月以来已遭遇4次跌停,金融界
309,2021-10-14,A股三大指数午间休盘集体上涨，通策医疗跌停,36氪
310,2021-10-14,快讯：通策医疗跌停 报于274.05元,金融界
311,2021-10-14,医疗保健板块盘中走低 通策医疗跌停,e公司
312,2021-10-14,快讯：通策医疗触及跌停 成交额超16亿元,新浪
313,2021-10-12,通策医疗现1笔大宗交易 共成交806.47万元,新浪
314,2021-10-12,通策医疗今日大宗交易成交2.67万股，成交价302.05元溢价0.66%,Wind
315,2021-10-12,资金流向分析,新浪
316,2021-10-11,口腔领域融资额在突破 更多头部企业跑出规模,36氪
317,2021-10-11,通策医疗：公司目前经营正常、有序进行,每日经济新闻
318,2021-10-11,医药行业周报：默沙东新冠药数据公布 腾盛博药递交FDA+EUA申请,新浪
319,2021-10-11,医药行业周报：本周医药板块上涨0.27 建议关注双限政策及新冠药物板块,新浪
320,2021-10-09,医疗服务行业深度报告：公立医院高质量发展下 优质民营医院迎来更大发展机会,新浪
321,2021-10-08,A股58家公司下周公布三季报，高低切换成主旋律,Wind
322,2021-10-08,医药行业周报：医药“淡季”不“淡” 关注三季报预期,西南证券
323,2021-10-08,医药行业周报：国庆期间海外抗疫板块出现波动 建议理性看待新冠口服药影响,新浪
324,2021-10-07,【浙商医药┃孙建】周报：国内细胞治疗行业是好赛道么？,杏林建研
325,2021-10-07,通策医疗：宝群实业已质押股份数占宝群实业及其一致行动人所持股份数的36.13%,每日经济新闻
326,2021-10-07,走不出温州的“中国口腔医疗集团”,健识局
327,2021-10-05,茅台涨停引发的遐想：核心资产节后王者回归？,Wind
328,2021-09-30,口腔医疗服务行业深度报告：详解口腔专科市场 探寻连锁化率提升之路,国海证券
329,2021-09-30,通策医疗最新公告：控股股东质押795万股及解质1000万股,证券之星
330,2021-09-30,通策医疗(600763.SH)控股股东宝群实业质押795万股及解质1000万股,智通财经
331,2021-09-30,通策医疗国内市占率不足2% 牙科龙头如何撬动省外市场仍是难题,投资者网
332,2021-09-29,通策医疗(600763.SH)拟以妇幼子公司股权参与妇幼基金浙江通策壹号,智通财经
333,2021-09-29,【IPO前哨】瞄准中高端市场，牙博士成色几何？,财华社
334,2021-09-28,豪买德伦口腔，“妖股”融钰集团要靠牙科翻身，曾一个月收获8次涨停,证券之星
335,2021-09-28,北向资金节前连续三日加仓累计净买入90亿，东方财富净买入超6亿元,Wind
336,2021-09-28,北向资金动向盘点：食品饮料大涨，是最大受益者之一,Wind
337,2021-09-27,北向资金今日净买入14.77亿元，白酒股连续第二日遭疯抢,Wind
338,2021-09-27,医药生物行业周报：确认政策底 行业迎来布局良机,新浪
339,2021-09-27,医药生物行业周报：从景气度、竞争力、外需逻辑看诺禾致源投资价值,新浪
340,2021-09-27,健帆生物、南微医学、通策医疗、国际医学涨超6%，医疗ETF（159828）涨超2%,资本邦
341,2021-09-26,医药生物行业：海外新冠治疗药物有望Q4陆续获批 重点推荐相关CDMO标的,新浪
342,2021-09-26,医药生物行业研究周报：从医疗服务价格调整看康复行业机会(第79篇),新浪
343,2021-09-24,北向资金疯狂抢筹大消费板块，五粮液创历史最大净买入,Wind
344,2021-09-24,靓女先嫁！三季报大幕将开启，潜在黑马在这里,Wind
345,2021-09-22,通策医疗(600763.SH)同意口腔基金延期并放弃相关优先购买权,智通财经
346,2021-09-22,医药生物行业周报：人工关节拟中选结果好于预期 市场紧张情绪得到缓解,新浪
347,2021-09-22,医药生物行业周报：把握景气度持续向上板块和个股估值修复机会,新浪
348,2021-09-22,医药行业一周观察：药械集采常态化 无需过度悲观,新浪
349,2021-09-22,通策医疗等9股获融资净买入超亿元,证券时报网
350,2021-09-22,A股早报2021年9月22日星期三,Wind
351,2021-09-22,医药行业周报：本周医药板块涨幅居前 看好医药行业景气回归,新浪
352,2021-09-18,医药行业“专精特新”专题报告：走进“新”时代,新浪
353,2021-09-17,硬核投研丨通策医疗“量”、“质”与“护城河挑战”：14年总市值增32倍，八成净利有赖两明星医院,21世纪经济报道
354,2021-09-17,涨停板解密：三大板块个股纷纷受资金抢筹！（9月17日）,Wind
355,2021-09-17,医药白酒大反攻，煤炭崩了！分析师激动：浪子回头,Wind
356,2021-09-17,A股资金流向（9月17日）：消费、资源跷跷板效应显著,Wind
357,2021-09-17,医疗服务行业周报：创新药融资前景乐观 外包服务将持续受益,新浪
358,2021-09-17,9月17日通策医疗涨停分析：健康中国，口腔，民营医院概念热股,证券之星
359,2021-09-17,A股收盘综述：市场高抛煤、钢、稀土、锂，“吃药喝酒”局面再现或因基金纠正风格漂移,Wind
360,2021-09-17,医药板块涨幅扩大，通策医疗涨停，医药ETF基金（159838）早盘涨超4%,资本邦
361,2021-09-17,医疗白酒大爆发，4000亿巨头狂拉9%！煤炭跌7%,Wind
362,2021-09-17,煤炭板块重挫逾7%！白酒飙升3%，医药重新崛起,Wind
363,2021-09-17,快讯：通策医疗涨停 报于282.04元,金融界
364,2021-09-17,【牛人重仓】通策医疗:盘中近日首次触及涨停板，今日资金流入-6479.87万元，北向资金持股1001.76万股，融资余额211932.9万元；前3个交易日，北向资金增持-170.09万股，融资额增加-3382.3万元，主力资金净流入22717.49万元,每日经济新闻
365,2021-09-17,医疗龙头超跌反弹，通策医疗首板,Wind
366,2021-09-17,医疗板块全面上攻，医疗ETF近两月首次站上30日均线,Wind
367,2021-09-17,迈瑞医疗、爱尔眼科、通策医疗均涨超5%，市场资金回补医疗保健股,Wind
368,2021-09-16,医药生物行业研究周报：当前阶段医药行情的主要矛盾及化解,新浪
369,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
370,2021-09-14,医药生物板块涨幅居前，兴齐眼药、通策医疗等纷纷上涨,制药网
371,2021-09-14,医药生物行业双周报：医药行业长坡厚雪 仍为投资主线,新浪
372,2021-09-13,信达证券发布通策医疗研报，公司点评报告：业绩高增长，医院扩张稳步推进,每日经济新闻
373,2021-09-13,医药生物行业中报透视CXO：板块增长强劲 边际变化持续向好,新浪
374,2021-09-13,医药生物行业点评：本周板块企稳 建议关注胰岛素和人工关节集采,新浪
375,2021-09-10,医药生物行业：风物长宜放眼量,新浪
376,2021-09-08,北向资金结束连续12日净买入，中国平安、歌尔股份净卖出均超6亿元,Wind
377,2021-09-08,医药生物行业2021年中报总结：创新投入力度持续增强 CXO、消费医疗和生物制品增长更快,广发证券
378,2021-09-07,每日市场热点分析,新浪
379,2021-09-07,A股早报2021年9月7日星期二,Wind
380,2021-09-06,涨停板解密：市场火爆，三板块个股现涨停潮！（9月6日）,Wind
381,2021-09-06,北向资金连续11日净买入累计扫货近500亿，宁德时代大幅净买入超15亿元,Wind
382,2021-09-06,一根大阳线，“千军万马”来相见！,Wind
383,2021-09-06,A股资金流向（9月6日）：消费、金融齐发力，创业板龙头获抢筹,Wind
384,2021-09-06,收评：创业板指暴涨4.06%终结7连阴，白马股底部反弹，通策医疗涨停,金融界
385,2021-09-06,9月6日通策医疗涨停分析：健康中国，口腔，民营医院概念热股,证券之星
386,2021-09-06,通策医疗强势涨停，市值一日飙升70亿，原因是什么？,搜狐
387,2021-09-06,A股收盘综述：市场演绎高低切换，创业板指大涨4%、超跌龙头普遍回暖,Wind
388,2021-09-06,最新高回撤绩优股名单来了，仅18只,Wind
389,2021-09-06,通策医疗封板涨停，医药ETF基金（159838）一举涨超5%,资本邦
390,2021-09-06,4000亿巨头大涨10%，创业板狂飚，医疗白酒爆发,Wind
391,2021-09-06,快讯：通策医疗涨停 报于240.71元,金融界
392,2021-09-06,医疗股全线爆发掀涨停潮，板块半日暴涨6.74%,Wind
393,2021-09-06,A股午盘综述：创业板指强势反弹涨近4%，迈瑞医疗、爱尔眼科劲升超9%,Wind
394,2021-09-06,通策医疗首板,Wind
395,2021-09-06,医药行业周报：无需悲观 医药进入定投良机,西南证券
396,2021-09-04,一周北上资金继续大满贯！净买入279亿元,Wind
397,2021-09-03,2021券商医药行业动态（第35周）,Wind
398,2021-09-02,通策医疗跌5.58% 海通证券西部证券上月中旬唱多,中国经济网
399,2021-09-02,北向资金9天加仓近390亿，紫金矿业大幅净买入超11亿元,Wind
400,2021-09-02,医药行业2021年9月投资策略暨中报总结：政策预期基线变化中消化估值,新浪
401,2021-09-02,医疗服务行业周报：公立医院薪酬制度改革大幕拉开 不合理医疗费用将持续压缩,新浪
402,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
403,2021-09-02,医药生物行业点评：《深化医疗服务价格改革试点方案》发布 由点及面 渐入佳境,新浪
404,2021-09-02,私募大佬最新持股曝光！冯柳、邓晓峰500亿重仓这些票,Wind
405,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
406,2021-09-01,医药与健康护理行业月报：智飞生物新冠疫苗III期数据优异 对变异株仍然有效,新浪
407,2021-09-01,八部委重磅出手，1.3万亿资产要慌？,Wind
408,2021-08-30,通策医疗接受6家机构调研，下半年各医院将持续发力,阿尔法工场
409,2021-08-28,“千亿顶流”张坤隐形重仓股来了！,Wind
410,2021-08-27,A股“爆雷”日！中报下周收关，几家欢喜几家愁,Wind
411,2021-08-27,持仓风格生变，顶流基金经理盯上“小而美”,Wind
412,2021-08-26,通策医疗跌8.25% 海通证券西部证券10天前唱多,中国经济网
413,2021-08-26,13秒赚2万多！“宁王”一则消息：一分钟狂拉90%,Wind
414,2021-08-26,A股收盘综述：消费、金融难见起色，资源股再度狂欢,Wind
415,2021-08-26,A股午盘综述：创业板指跌1.7%，消费、周期冰火两重天,Wind
416,2021-08-24,通策医疗接受6家机构调研，下半年各医院将持续发力,阿尔法工场
