,2021-12-31,2021年的光伏业：产能扩展引供需矛盾，产业链上下游失衡,第一财经
289,2021-10-27,显示和光伏双景气赛道发力 TCL科技前三季度净利润增长349%,上证报
290,2021-10-27,朝闻国盛：北上连续流入破百亿,新浪
291,2021-10-27,A股融资融券日报：两融余额增加17.51亿元（10月26日）,Wind
292,2021-10-27,14家光伏产业公司前三季净利同比增长,中证网
293,2021-10-27,内外资联手加仓，新能源板块成近期行情主角,Wind
294,2021-10-26,TCL科技前三季度净利同比增长349% 半导体与光伏双产业向好,e公司
295,2021-10-26,西部证券维持中环股份买入评级，21年三季报点评：产品结构优化升级，大尺寸产能持续扩张,每日经济新闻
296,2021-10-26,A股资金流向（10月26日）：新能源板块遭获利盘打压，超跌TMT成为避风港,Wind
297,2021-10-26,中环股份三季报：单晶总产能提升至73.5GW G12占比约59%,北极星电力
298,2021-10-26,国盛证券：给予中环股份增持评级,证券之星
299,2021-10-26,国盛证券维持中环股份增持评级：三季报业绩超预期，硅片龙头盈利持续改善,每日经济新闻
300,2021-10-26,双良节能拿下144亿元硅片大单，股价开盘涨停,环球老虎财经
301,2021-10-26,中环股份第三季度净利增长316%，单季净利创新高,阿尔法工场
302,2021-10-26,预见2022：《2022年中国半导体硅片行业全景图谱》(附市场现状、竞争格局和发展趋势等),证券之星
303,2021-10-26,中环股份：募资 90亿用于50GW(G12)太阳能级单晶硅材料智慧工厂,索比光伏网
304,2021-10-26,中环股份三季度报告：营收290.9亿，光伏材料同比提升123%！,中环股份
305,2021-10-26,A股早报2021年10月26日星期二,Wind
306,2021-10-26,大尺寸面板价格下跌 国产双雄开辟“多线战场”,中国家电网
307,2021-10-25,盈利超24亿，保利协鑫战略调整成果显著,索比光伏网
308,2021-10-25,【华西电子孙远峰团队-持续推荐中环股份】Q3业绩创历史新高，G12产品规模提升加速,远峰电子
309,2021-10-25,中环股份(002129.SZ)：第三季度净利约12.82亿元 同比增长316.08%,格隆汇
310,2021-10-25,中环股份前三季已完成去年2.5倍净利，第三季度净利大增316.1%,凤凰网
311,2021-10-25,中环股份公布三季报 前三季净利增加226.29%,新浪
312,2021-10-25,中环股份前三季度净利润同比增长226.29%,上证报
313,2021-10-25,中环股份(002129.SZ)前三季度归母净利同比增长226.29%至27.61亿元,智通财经
314,2021-10-25,中环股份：第三季度净利润同比增长316%,e公司
315,2021-10-25,图解中环股份三季报：第三季度单季净利润同比增316.08%,证券之星
316,2021-10-25,中环股份：第三季度净利润12.82亿元 同比增长316%,腾讯网
317,2021-10-25,中环股份：第三季度净利润同比增长316%,Wind
318,2021-10-25,中环股份：前三季度净利润同比增长226.29%,Wind
319,2021-10-25,终结11连板，凤凰光学能否再“起飞”？,搜狐
320,2021-10-23,流入300亿+！外资大幅加仓宁德时代、五粮液、茅台等巨头,Wind
321,2021-10-22,北向资金一年来首次连续两日加仓超百亿，七天爆买宁德时代近50亿,Wind
322,2021-10-22,寻找预期差！半导体持续高景气，35家公司净利增100%,Wind
323,2021-10-22,光伏寡头时代！,格隆汇
324,2021-10-22,中环股份等7股获融资净买入超亿元,证券时报网
325,2021-10-22,融资客青睐6股，大秦铁路买入占比高达50.02%,Wind
326,2021-10-22,A股融资融券日报：两融余额减少6.9亿元（10月21日）,Wind
327,2021-10-22,逾三个月新高！北向资金净买入超百亿，却抛售了这些行业龙头股（名单）,21世纪经济报道
328,2021-10-22,北向资金动向盘点：净买超百亿，玄机是“缩量”,Wind
329,2021-10-21,TCL的冰火两重天,凤凰网
330,2021-10-21,机械：“能耗双控”背景下 持续推荐能源设备,新浪
331,2021-10-21,北向资金持续加仓三日抢购A股超180亿，中国平安获大幅净买入超10亿,Wind
332,2021-10-21,特斯拉重磅宣布，这个概念爆了，龙头连续涨停！,Wind
333,2021-10-21,A股融资融券日报：两融余额增加49.12亿元（10月20日）,Wind
334,2021-10-20,北向资金两日净买入80亿，连续五日加仓宁德时代,Wind
335,2021-10-20,A股收盘综述：“煤超风”迎来强监管、兖煤等跌停，电力股逆市大面积涨停,Wind
336,2021-10-20,A股融资融券日报：两融余额增加48.77亿元（10月19日）,Wind
337,2021-10-19,深度*行业*半导体行业周报：三季报业绩普遍高增长 台积电表示产能紧张延续至2022全年,新浪
338,2021-10-19,资金流向分析,新浪
339,2021-10-19,深港通十大成交活跃股排名（10月19日）,Wind
340,2021-10-19,北向资金今日净买入39.06亿元，继续大幅加仓宁德时代超7亿元,Wind
341,2021-10-19,A股融资融券日报：两融余额增加74.53亿元（10月18日）,Wind
342,2021-10-19,中金：9月经济数据解读与资产配置,Wind
343,2021-10-19,25股获券商买入评级，嘉诚国际目标涨幅达81.68%,Wind
344,2021-10-19,北向资金动向盘点：弃贵州茅台，买宁德时代,Wind
345,2021-10-19,大基金有新动作！二期布局有何玄机？,Wind
346,2021-10-18,电气设备行业周报：市场主线将回归长期成长 进一步关注后周期,新浪
347,2021-10-18,东莞证券：维持中环股份(002129.SZ)“推荐”评级 业绩维持高增 产能持续释放,智通财经
348,2021-10-18,东莞证券维持中环股份推荐评级，2021年三季报业绩预告点评：业绩维持高增，产能持续释放,每日经济新闻
349,2021-10-18,东莞证券：给予中环股份买入评级,证券之星
350,2021-10-18,西部证券：维持中环股份(002129.SZ)“买入”评级 大尺寸硅片出货占比持续提升,智通财经
351,2021-10-18,杠杆资金重仓股曝光 中环股份居首,第一财经
352,2021-10-18,中环股份等8股获融资净买入超亿元,证券时报网
353,2021-10-18,A股融资融券日报：两融余额减少36.07亿元（10月15日）,Wind
354,2021-10-17,西部证券维持中环股份买入评级，21年三季度业绩预增点评：大尺寸硅片出货占比不断提升，三季度业绩超预期,每日经济新闻
355,2021-10-17,光伏板块持续走强，晶澳科技涨幅高达20.23%「光伏周评榜」,华夏时报
356,2021-10-15,再造一个隆基？中环股份改制后利润持续暴涨,Ofweek
357,2021-10-15,中环股份(002129)：业绩高增超预期 经营能力持续优化,新浪
358,2021-10-15,中环股份2021年连续三个季度保持高速增长 第三季度净利同比增3倍,中国能源网
359,2021-10-15,大幅增长！中环股份公布前三季度业绩预告,中环股份
360,2021-10-15,中环股份第三季度净利润预增296%至328%，融资盘净买入1.447亿,阿尔法工场
361,2021-10-15,A股融资融券日报：两融余额增加24.67亿元（10月14日）,Wind
362,2021-10-14,中环股份：前三季度预计净利润同比增长219.03%~230.84%,Wind
363,2021-10-14,中环股份：预计前三季度净利润同比增长219.03%-230.84%,中证网
364,2021-10-14,中环股份(002129.SZ)第三季度预盈12.2亿-13.2亿元 同比增长296.11%-328.58%,格隆汇
365,2021-10-14,中环股份：预计第三季度归母净利润同比增长296.11%-328.58%,36氪
366,2021-10-14,中环股份：第三季度净利润预增296%至328% 硅片A品率大幅提升,e公司
367,2021-10-14,中环股份：预计前三季度净利润同比增长219%-231%,财联社
368,2021-10-14,N型单晶硅单晶电池,索比光伏网
369,2021-10-13,能耗双控对光伏行业影响分析：双控政策下光伏短期或将承压 长期向好趋势不变,新浪
370,2021-10-12,电气设备行业周报：欧洲电动车注册量同比高增 国常会上调交易电价区间,新浪
371,2021-10-12,隆基硅片全线涨价垫高成本 光伏组件四季度或进入2元时代 头部企业或“战略性亏损” 亏损,财联社
372,2021-10-11,电子行业周报：三季度全球半导体销售额再创新高,新浪
373,2021-10-11,最高7.3%！隆基上调硅片报价！,Ofweek
374,2021-10-09,隆基股份硅料大涨之变局,证券市场周刊
375,2021-10-08,电力设备行业第40周周报：全国已有8省调整电价 光伏供应链限电限产缺料加剧,新浪
376,2021-10-08,中环股份向子公司增资8.8亿元用于G12叠瓦太阳能电池组件智慧工厂项目,集邦新能源网
377,2021-10-07,光伏板块2021年前三季度总结：大幅跑赢上证指数，中高市值企业成为市场主线,索比光伏网
378,2021-10-07,10月配置建议&金股推荐：长假后的布局思路,新浪
379,2021-10-04,【干货】半导体硅片行业产业链全景梳理及区域热力地图,前瞻研究院
380,2021-10-04,电子行业周报：全球半导体资本支出2021将达1500亿美元,新浪
381,2021-10-03,光伏产业链价格大涨，海外上市企业纷纷回归A股「光伏周评榜」,华夏时报
382,2021-10-02,中环股份回应转型182传闻：不符合逻辑，硅料紧缺肯定优先210产能,索比光伏网
383,2021-10-01,一场价值 4500 亿的抉择,ZAKER
384,2021-10-01,中环股份向子公司增资8.8亿元用于G12叠瓦太阳能电池组件智慧工厂项目,索比光伏网
385,2021-09-30,拟增8.8亿元 中环开展年产 3GW G12 高效叠瓦电池组件项目,索比光伏网
386,2021-09-30,中环股份拟向子公司增资8.8亿元，开展高效电池组件项目,阿尔法工场
387,2021-09-30,硅料价格一周大涨10%，光伏下游或迎“成本保卫战”,Wind
388,2021-09-29,这一原料涨到“悲观”，光伏市场会否遭遇冲击？,Wind
389,2021-09-29,中环股份：目前公司G12产品需求十分旺盛，9月订单需求持续维持供不应求状态,每日经济新闻
390,2021-09-29,中环股份：目前公司半导体、光伏各项业务推进顺利，半导体光伏、半导体材料各重大项目持续推进，产能与产品供应能力不断提升,每日经济新闻
391,2021-09-29,中环股份：向控股子公司环晟新能源增资8.8亿元开展高效叠瓦电池组件项目,格隆汇
392,2021-09-29,中环股份：公司六期项目已开工建设，目前正在土建阶段，预计四季度实现设备搬入，并逐步投产,每日经济新闻
393,2021-09-29,中环股份：控股子公司拟投资设立环欧新能源公司,Wind
394,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
395,2021-09-29,光伏股逆市拉升，隆基股份、通威股份、阳光电源、中环股份普涨,Wind
396,2021-09-29,北向资金动向盘点：持续买入食品饮料,Wind
397,2021-09-29,【中原电气设备】光伏行业周报：能耗双控，产业链价格上涨,中原证券研究所
398,2021-09-28,北向资金节前连续三日加仓累计净买入90亿，东方财富净买入超6亿元,Wind
399,2021-09-28,通富微电推出55亿定增计划，半导体行业高景气度仍将持续？,第一财经
400,2021-09-28,A股早报2021年9月28日星期二,Wind
401,2021-09-27,隆基股份硅料大涨之变局,证券市场周刊
402,2021-09-27,化工新材料行业周报：恒力石化生物降解新材料项目开工 奥克股份建设二氧化碳综合利用项目,新浪
403,2021-09-27,中环股份：产能方面，根据公司规划，到2021年底，公司组件产能预计11-14GW；公司六期项目目前正在土建阶段，预计四季度实现设备搬入,每日经济新闻
404,2021-09-27,电气设备行业周报：奔驰加速电动化 风电板块估值迎修复,新浪
405,2021-09-27,中环股份：截至上半年公司单晶产能70GW，G12占比56%,Wind
406,2021-09-27,中环股份：截至上半年，公司单晶产能70GW，其中G12产能39GW，占比56%；公司六期项目目前正在土建阶段，预计四季度初实现设备搬入，并逐步投产,每日经济新闻
407,2021-09-27,硅片长期被海外垄断，自主创新迫在眉睫，技术上已有突破,21世纪经济报道
408,2021-09-27,电力设备行业第39周周报：1-8月全国光伏新增装机22GW 光伏供应链涨势未止,新浪
409,2021-09-27,电气设备行业周报：造车新势力推出“三元铁锂”电池包 8月光伏装机大幅增长,新浪
410,2021-09-27,中环股份：2020年，公司N型硅片全市场占有率60%，预计2021年将进一步提升,每日经济新闻
411,2021-09-27,A股早报2021年9月27日星期一,Wind
412,2021-09-26,电气设备行业周报：整县推进稳步进行 蔚来发布三元铁锂标准续航电池包,新浪
413,2021-09-26,隆基股份硅料大涨之变局,证券市场周刊
414,2021-09-26,中环股份：公司主营业务围绕硅材料展开，目前不涉及砷化镓电池,每日经济新闻
415,2021-09-26,电气设备新能源行业周报：二线电池价格探涨缓解成本压力 8月新能源装机超市场预期,新浪
416,2021-09-26,中环股份：预计2021年底公司单晶产能总产能85GW，其中G12产能54GW,每日经济新闻
417,2021-09-26,中环股份：公司光伏晶体晶片的综合实力、整体产销规模位列全球前列,每日经济新闻
418,2021-09-26,中环股份：公司最新发布的高效叠瓦3.0组件产品创新采用叠瓦电池表面优化工艺，组件功率最高可达670W，量产效率21%以上、最高效率达21.8%以上,每日经济新闻
