,2021-12-31,光伏风电储能：华创证券坚定看好新能源“三剑客”,智通财经
304,2021-09-02,特高压板块直线攀升，许继电气率先涨停,Wind
305,2021-09-02,【银河电新周然】公司点评丨国电南瑞 (600406)：受益电网转型升级，中报业绩稳健增长,中国银河证券研究
306,2021-09-01,银河证券：维持国电南瑞(600406.SH)“推荐”评级 受益电网转型升级 中报业绩稳健增长,智通财经
307,2021-09-01,中国银河维持国电南瑞推荐评级：受益电网转型升级，中报业绩稳健增长,每日经济新闻
308,2021-09-01,西部证券维持国电南瑞买入评级，21年半年报点评：21H1业绩稳健增长，盈利能力保持稳健,每日经济新闻
309,2021-08-31,快讯：国电南瑞涨停 报于35.98元,金融界
310,2021-08-31,电气设备行业周报：N型电池片蓄势待发,新浪
311,2021-08-31,新能源、环保领域碳中和动态追踪(二十八)：光伏政策有望超预期 需求提振利好全产业链,光大证券
312,2021-08-30,电力设备及新能源行业周报：需求驱动涨价 光伏景气度有望持续,新浪
313,2021-08-30,国电南瑞今日大宗交易成交12.20万股，成交价32.71元溢价0.0%,Wind
314,2021-08-30,国电南瑞(600406.SH)半年度扣非净利润17.93亿元 同比增长40.95%,格隆汇
315,2021-08-30,国电南瑞(600406.SH)半年度归母净利同比增33.94%至18.44亿元,智通财经
316,2021-08-30,国电南瑞：上半年净利润同比增长33.94%,Wind
317,2021-08-30,电气设备行业周报：再看光伏的持续性,新浪
318,2021-08-26,储能行业专题报告1：储能市场加速开启 商业模式未来可期,新浪
319,2021-08-25,【牛人重仓】国电南瑞:前复权股价创新高，今日资金流入10097.63万元，北向资金持股82248.24万股，融资余额208785.3万元；前3个交易日，北向资金增持146.41万股，融资额增加12883.94万元，主力资金净流入28237.8万元,每日经济新闻
320,2021-08-24,国电南瑞打造中高压自主IGBT产品 市值欲突破2000亿,中自网
321,2021-08-24,【牛人重仓】国电南瑞:前复权股价创新高，今日资金流入1972.02万元，北向资金持股82190.47万股，融资余额200547.98万元；前3个交易日，北向资金增持679.79万股，融资额增加3428.31万元，主力资金净流入18830.01万元,每日经济新闻
322,2021-08-24,A股早报2021年8月24日星期二,Wind
323,2021-08-24,A股强势反弹，多个板块批量涨停，三大核心赛道会持续崛起？,Wind
324,2021-08-23,A股大幅反弹北向资金加仓超18亿，持续加码高景气板块,Wind
325,2021-08-23,A股强势反弹，工业母机批量涨停，新龙头闪现？,Wind
326,2021-08-23,国电南瑞：公司自主设计研发IGBT芯片及模块，已成功打造部分高压、中压系列自主IGBT产品,每日经济新闻
327,2021-08-23,国电南瑞：公司目前的在手订单中尚未涉及相关项目,每日经济新闻
328,2021-08-23,国电南瑞：公司已成功打造部分高压、中压系列自主IGBT产品,Wind
329,2021-08-23,环保工程及服务行业周报(2021年第33期)：各地氢能政策相继出台 风光装机再上新台阶,新浪
330,2021-08-23,电气设备行业周报：光伏出口那些事儿,新浪
331,2021-08-23,整县推进加快推动，电动车需求继续旺盛 | 兴证电新 · 每周观察,兴业电新
332,2021-08-20,医药消费惨跌，A股却扛住北上资金200亿抛压,Wind
333,2021-08-20,碧桂园?美好中国ESG100指数完成2021年度调仓,新浪
334,2021-08-19,国电南瑞(600406.SH)获准注册不超15亿元公司债,格隆汇
335,2021-08-19,国电南瑞(600406.SH)公开发行公司债券获中国证监会注册批复,智通财经
336,2021-08-18,北向资金稳步加仓3日净买入超111亿，持续扫货大金融龙头股,Wind
337,2021-08-18,34股获北向资金加仓超亿元,证券之星
338,2021-08-17,电力设备及新能源行业周报：需求回暖驱动光伏涨价 关注风电、电网配置价值,新浪
339,2021-08-16,国电南瑞：公司已完成首条全自动化IGBT封装测试生产线建设,每日经济新闻
340,2021-08-16,国电南瑞：睿渥DCS系统为华能集团的产品,Wind
341,2021-08-16,电气设备行业周报：光伏硅料价格箱体震荡 下游需求持续向好,新浪
342,2021-08-13,国电南瑞科技股份有限公司：职工监事发生变动,Wind
343,2021-08-12,国电南瑞：刘爱华不再担任职工监事 董监高成员变化,每日经济新闻
344,2021-08-12,国电南瑞：职工监事变动 董监高成员变化,Wind
345,2021-08-12,国电南瑞(600406.SH)选举李翔担任职工监事,智通财经
346,2021-08-11,如何打造新型电力系统 加强部分关键环节建设已经达成共识,上证报
347,2021-08-11,碳中和深度报告(十一)：充电与换电 协同发展为新能源汽车续航,光大证券
348,2021-08-11,新型电力系统建设提速，电力设备行业多方位发力,Wind
349,2021-08-11,新型电力系统建设提速 电力设备行业多方位发力,上证报
350,2021-08-10,储能行业系列报告一：新能源行业的下一个千亿级赛道,新浪
351,2021-08-09,环保与公用事业行业周报(2021年第31期)：央行加快完善绿色金融体系 推动碳减排支持工具落地生效,新浪
352,2021-08-05,国电南瑞：公司与许继电气、中国西电在部分业务上存在竞争,Wind
353,2021-08-05,光大证券：维持国电南瑞(600406.SH)“买入”评级 “碳中和”拉动电网及输配电建设,智通财经
354,2021-08-04,电气设备行业简评报告：新型储能概念受追捧 逆变器环节最受益,新浪
355,2021-08-02,电气设备行业周报：屋顶分布式整县开发快速推进,新浪
356,2021-08-02,电力设备及新能源行业周报：风光景气度持续回升 政策驱动储能发展,新浪
357,2021-08-02,基础材料、机械、电力电气设备行业2Q21持仓及陆港通分析：公募持仓大幅提升 超配新能源,新浪
358,2021-08-02,电气设备新能源行业周报：分时电价政策推动储能发展 中央定调支持电动车产业,新浪
359,2021-07-30,电力设备及新能源行业储能与新能源发展跟踪：分时电价机制点评-分时电价政策出台 “软”因素支持储能发展,新浪
360,2021-07-30,黄金赛道空中加油，逃离“茅指数”追高“宁组合”,Wind
361,2021-07-28,电气设备行业简评报告：大型化助推风电格局重塑 硅料价格见顶带动需求提振,新浪
362,2021-07-27,沪指盘中一度跌破年线，机构称系统性风险有限,Wind
363,2021-07-26,疫情风险升级，南京24只“江宁股”生产经营一切正常,21世纪经济报道
364,2021-07-26,不平凡的7月：茅台新低股指尽墨，4成个股却上涨,Wind
365,2021-07-26,特高压概念午后大幅攀升，中国西电、平高电气相继封板,Wind
366,2021-07-26,环保公用周报第29期：两部委推动新型储能发展 盐湖提锂板块强势上涨,新浪
367,2021-07-26,电气设备新能源行业周报：海外车企电动化战略加码 储能指导意见落地产业化提速,新浪
368,2021-07-25,电力设备及新能源行业周报：硅料价格持续下调 光伏装机预期景气,新浪
369,2021-07-21,电气设备行业简评报告：六氟再度成为产能瓶颈 光伏关注户用发展浪潮,新浪
370,2021-07-21,国电南瑞：公司IGBT业务主要包括芯片设计研发、模块封装测试、生产及销售，未考虑IDM模式,每日经济新闻
371,2021-07-21,国电南瑞：光伏变流器指光储充电能转换系统（PCS），又称为双向储能逆变器，具有并网逆变器的特性,每日经济新闻
372,2021-07-20,电力设备新能源行业2021年中报业绩前瞻：“双碳”驱动电动化加速 新能源发电需求持续向好,新浪
373,2021-07-19,国电南瑞最新公告：成功发行5亿元超短融,证券之星
374,2021-07-19,国电南瑞(600406.SH)完成发行5亿元超短期融资券,智通财经
375,2021-07-19,电气设备行业研究周报：新能源消纳改善已在进行中,新浪
376,2021-07-14,逾八成公司预喜，半年报行情如何参与？,Wind
377,2021-07-13,国电南瑞：公司已形成基于电力电子技术的风电变流器、储能变流器、光伏变流器等成熟系列产品，随着核心部件IGBT实现自产，上述产品的市场竞争力将进一步增强,每日经济新闻
378,2021-07-12,【趣点】换电模式迎风口产业链多家上市公司或受益,财华社
379,2021-07-12,电气设备行业周报：6月中欧新能源车销量再上新台阶,新浪
380,2021-07-12,电力设备及新能源行业周报：风电板块配置价值凸显 新型电力系统长期空间可期,新浪
381,2021-07-06,A股资本地图南京篇：98家公司上市，市值近1.4万亿，超六成为细分领域龙头,时代在线
382,2021-07-06,电气设备行业简评报告：光伏景气重启再度确认 锂电中游环节扩产为王,新浪
383,2021-07-05,电气设备行业周报：中游排产维持高景气 电动车大行情延续,新浪
384,2021-07-05,【银河电新周然】行业周报丨硅片电池片价格双降，宁德深度绑定特斯拉,中国银河证券研究
385,2021-07-05,环保与公用事业行业周报(2021年第26期)：白鹤滩水电站首批机组投产发电 国家清洁能源基地基本建成,新浪
386,2021-07-04,六部门大力推动工业软件发展，国内LNG市场或淡季不淡丨明日主题前瞻,第一财经
387,2021-07-04,电力设备行业：全球电动化呼啸前行 光伏多环节价格松动,新浪
388,2021-07-04,工控&电力设备行业2020年中期投资策略：工控高景气和进口替代加速 新型电力系统结构变化,新浪
389,2021-07-04,深度*行业*电力设备与新能源行业7月第1周周报：硅片电池片价格下调,新浪
390,2021-07-02,超86亿外资今日撤离A股，白酒、医药、银行股集体遭抛售,Wind
391,2021-07-02,【东吴晨报0702】【个股】恩捷股份、国电南瑞、远东宏信、通威股份、用友金融、柏楚电子,东吴研究所
392,2021-07-01,【东吴电新】国电南瑞2021年半年度业绩预告点评：收入订单稳增、盈利能力改善，利润预增超市场预期,新兴产业汇
393,2021-07-01,东吴证券：国电南瑞（600406.SH）收入订单稳增、盈利能力改善，维持“买入”评级,智通财经
394,2021-07-01,国电南瑞(600406)：收入订单稳增、盈利能力改善 利润预增超市场预期,新浪
395,2021-07-01,东吴证券维持国电南瑞买入评级，2021年半年度业绩预告点评：收入订单稳增、盈利能力改善，利润预增超市场预期，目标价28.8元,每日经济新闻
396,2021-06-30,晚间重要公告2021年6月30日星期三,Wind
397,2021-06-30,国电南瑞(600406.SH)：上半年净利预增27%到37%,格隆汇
398,2021-06-30,国电南瑞：预计上半年净利润同比增长27%到37%,Wind
399,2021-06-29,股市流动性回升，北上资金流入加速——资金面周观察（中泰策略）,修炼投资的水晶球
400,2021-06-29,资金面周观察：股市流动性回升 北上资金流入加速,新浪
401,2021-06-29,国电南瑞参股成立智慧交通科技公司，注册资本1亿元,企查查
402,2021-06-29,电力设备新能源行业周观察：电动与智能共振中游景气向上 1-5月户用光伏装机超预期,新浪
403,2021-06-28,北向资金今日净卖出40.55亿元，中远海控、宁德时代净卖出额居前,Wind
404,2021-06-28,电新行业2021年度中期投资策略：拥抱高景气,新浪
405,2021-06-28,电力设备及新能源行业周报：光伏需求望复苏 风电配置价值凸显,新浪
406,2021-06-28,电力设备与新能源21H2投资策略：对电动车板块超配 光伏拐点初现,智通财经
407,2021-06-24,北向资金今日再度净买入30.97亿元，新能源概念股受资金抢筹,Wind
408,2021-06-23,电气设备行业深度报告：下游需求高景气带动新能源汽车产业链加速向上,新浪
409,2021-06-21,环保与公用事业行业周报(2021年第24期)：广东落实金融碳达峰碳中和倡议 深圳拟设碳排放交易基金,新浪
410,2021-06-21,电力设备及新能源行业周报：关注新能源和制造业的边际变化,新浪
411,2021-06-21,电气设备行业周报：我国5月风光装机分析,新浪
412,2021-06-20,电力设备新能源周观察：电动车中游景气向上 硅料产业链博弈或将结束,新浪
413,2021-06-18,【银河电新】2021年中期策略丨乘“双碳”之风 新能源扬帆远航,中国银河证券研究
414,2021-06-16,电力设备及新能源行业：乘“双碳”之风 新能源扬帆远航,新浪
415,2021-06-16,国电南瑞(600406.SH)每股将转0.2股派0.42元 于6月23日除权除息,智通财经
416,2021-06-16,国电南瑞(600406.SH)：2020年度权益分派拟10转2派4.2元股权登记日6月22日,格隆汇
417,2021-06-16,东吴证券--电气设备新能源行业周报：锂电龙头大单不断中报预计靓丽、光伏电价政策超预期【行业研究】,金融界股吧
418,2021-06-16,安信证券--电力设备行业分析：继续刷新当月销量纪录，中国电车的黄金时代【行业研究】,金融界股吧
