,2021-12-30,研发 | KRAS G12C抑制剂研发激烈，安进已拔得头筹，诺华、贝达药业、再鼎医药等陆续跟进,CPhI制药在线
1179,2020-01-21,无产品无收入无利润 泽璟制药拟发33.76元谁博傻接盘？,中金在线
1180,2020-01-21,23公司获得增持评级-更新中,中财网
1181,2020-01-21,【天风医药】贝达药业：埃克替尼持续放量，管线梯队不断充实,思医辨药
1182,2020-01-20,贝达药业：预计2019年净利润同比增长20.0%-35%,Wind
1183,2020-01-20,贝达药业 ：2019年归母净利润预增20%至35%,发布易
1184,2020-01-20,贝达药业(300558.SZ)：预计2019年净利2亿-2.25亿元同比增长20%-35%,格隆汇
1185,2020-01-15,股票质押解押一览表（1月15日）,Wind
1186,2020-01-14,贝达药业(300558.SZ)：BPI-43487药品临床试验申请获受理,格隆汇
1187,2020-01-13,洁特生物中签率明天这只亏损10亿股打新参与吗? 亏损,中财网
1188,2020-01-13,A股史上第一家：0营收、亏损10亿的企业 你会申购吗 亏损,全景网
1189,2020-01-13,贝达药业(300558.SZ)：济和创投解押750万股及质押850万股 凯铭投资质押400万股,格隆汇
1190,2020-01-12,首家连续亏损上市公司定价样本：泽璟生物为何选取“市值/研发费用” 亏损,第一财经
1191,2020-01-10,A股共发生87宗大宗交易成交16.52亿元（1月10日）,Wind
1192,2020-01-10,"贝达药业现2笔大宗交易 共成交1,025.81万元",新浪
1193,2020-01-10,贝达药业今日大宗交易成交15.85万股，成交价64.72元折价7.44%,Wind
1194,2020-01-06,"贝达药业现1笔大宗交易 共成交1,688.60万元",新浪
1195,2020-01-02,贝达药业(300558.SZ)控股股东质押170万股,格隆汇
1196,2019-12-30,贝达药业“盐酸恩沙替尼”药品注册进展：需递交药学研究补充资料,中国网
1197,2019-12-29,贝达药业(300558.SZ)收到CDE签发的关于盐酸恩沙替尼原料药和制剂的补充资料通知书,格隆汇
1198,2019-12-29,【国盛医药张金洋团队】周观点：肝素到底是周期还是成长？——兼论全球肝素产业链重构,国医盛视
1199,2019-12-27,贝达药业：控股股东部分股份质押延期购回 股票质押异常,Wind
1200,2019-12-27,贝达药业(300558.SZ)股东贝成投资解除质押1股及质押展期810万股,格隆汇
1201,2019-12-27,医药圈内多家企业“联姻”，是抱团取暖还是强强联合？,制药网
1202,2019-12-23,微芯生物研发投入占比位列科创板第一 动态市盈550倍,投资时报
1203,2019-12-19,艾迪药业“左右逢源”：与原料药企比财务，与创新药企比未来,每日经济新闻
1204,2019-12-16,贝达药业：YINXIANG WANG减持0.5%公司股份 减持股份,Wind
1205,2019-12-16,贝达药业(300558.SZ)：YINXIANG WANG累计减持200.01万股  减持股份,格隆汇
1206,2019-12-16,贝达药业：股东YINXIANGWANG减持约200万股 减持股份,Wind
1207,2019-12-12,贝达药业未来5年能否再创辉煌就看近两三年的三款新药,药智网
1208,2019-12-10,贝达药业携手天广实攻关晚期肺癌新药,北京商报
1209,2019-12-09,A股迎来首个未盈利股IPO——泽璟制药有望冲击200亿市值,药智网
1210,2019-12-08,【国盛医药张金洋团队】周观点：智飞生物研发管线有望获得市场重估，“销售+研发”双轮驱动,国医盛视
1211,2019-12-05,贝达药业：新药项目MIL60达到主要研究终点 可用于治疗肺癌患者,中证网
1212,2019-12-05,贝达药业(300558.SZ)披露新药项目MIL60临床试验进展 III期研究达到主要研究终点,格隆汇
1213,2019-12-05,贝达药业：新药项目MIL60将开展申请注册及申报生产的相关工作,e公司
1214,2019-12-05,贝达药业：多名股东合计减持达到1%股份 减持股份,Wind
1215,2019-12-05,贝达药业(300558.SZ)：3名股东已合计减持401万股 减持股份,格隆汇
1216,2019-12-05,药品临床试验申请被受理 贝达药业大涨5.64%,中新经纬
1217,2019-12-05,年底雷声渐多，43股连续两年亏损，其中15股已资不抵债 亏损,证券时报
1218,2019-12-04,12月5日涨停板早知道：七大利好有望发酵,新浪
1219,2019-12-04,贝达药业：BPI-27336药品临床试验申请获受理 拟用于实体瘤治疗,发布易
1220,2019-12-04,贝达药业：创新药BPI-27336药品临床试验申请获得受理,e公司
1221,2019-12-04,贝达药业：申报的BPI-27336片的药品临床试验申请已获得国家药品监督管理局受理,Wind
1222,2019-11-30,蓝海慢慢变红海，一招鲜面临考验，贝达药业遭遇跌停,中金在线
1223,2019-11-29,贝达药业龙虎榜数据（11月29日）,Wind
1224,2019-11-29,基金收评 | 喝酒吃药行情不再，沪指失守年线！这些基金跌惨了,第一财经
1225,2019-11-29,贝达药业跌停 领跌化学制药板块,中新经纬
1226,2019-11-29,快讯：贝达药业跌停 报于66.83元,金融界
1227,2019-11-29,医药股午后继续下探，贝达药业、通化东宝跌停,Wind
1228,2019-11-29,医疗保健：2019年谈判药品准入结果正式公布 荐4股,渤海证券
1229,2019-11-29,"【行情】医药股大幅走弱，通化东宝逼近跌停，凯普生物、贝达药业、大博医疗等跌近8%。权重医药生物股恒瑞医药跌逾4%，复星医
连续下跌",金十数据
1230,2019-11-28,A股共发生86宗大宗交易成交19.37亿元（11月28日）,Wind
1231,2019-11-28,"贝达药业现2笔大宗交易 共成交3,921.04万元",新浪
1232,2019-11-28,2019年医保谈判目录最终完成，对药企有何影响？,格隆汇
1233,2019-11-28,贝达药业今日大宗交易成交57.30万股，成交价68.43元折价7.84%,Wind
1234,2019-11-27,贝达药业：董事会监事会完成换届选举，聘任高级管理人员和其他相关人员 董监高成员变化,Wind
1235,2019-11-26,贝达药业(300558.SZ)快速拉升逼近涨停 年内累涨逾130%,格隆汇
1236,2019-11-25,"贝达药业现10笔大宗交易 共成交6,264.01万元",新浪
1237,2019-11-23,未来医药行业主要为机构性机会,信息时报
1238,2019-11-19,A股共发生62宗大宗交易成交19.55亿元（11月19日）,Wind
1239,2019-11-19,【贝达药业】大幅拉升6.37% 股价创近2个月新高,金融界
1240,2019-11-19,贝达药业：浪潮翻涌创新筑辉煌 从一到多梯队已就绪,南方财经网
1241,2019-11-18,9股获券商买入评级 移为通信目标涨幅达41.98%,Wind
1242,2019-11-18,【朝闻国盛1118】关注央行三季度货币政策报告的七大信号,国盛证券研究所
1243,2019-11-17,【西部医药吴文华】医药行业周报（2019.11.11-2019.11.17）：医改逐步推进，立足改革创新,微信
1244,2019-11-15,"贝达药业现2笔大宗交易 共成交6,440.00万元",新浪
1245,2019-11-15,【贝达药业】大幅拉升2.93% 股价创近2个月新高,金融界
1246,2019-11-14,糖尿病药大杀价！通化东宝领衔概念股跳水，医保谈判有新情况,证券时报
1247,2019-11-13,【贝达药业】大幅拉升8.51% 股价创近2个月新高,金融界
1248,2019-11-13,创新药全线上涨 贝达药业(300558.SZ)逼近涨停,格隆汇
1249,2019-11-13,快讯：贝达药业涨停 报于68.15元,金融界
1250,2019-11-12,独立董事身兼“8”职？ 贝达药业收深交所关注函 关注函,21世纪经济报道
1251,2019-11-12,新提名董事同时任职8家公司遭问询 贝达药业称不违规 问询,新京报
1252,2019-11-12,贝达药业控股股东减持1673万股前三季度业绩增长三成能否撑起 减持股份,电鳗快报
1253,2019-11-11,贝达药业控股股东方面拟减持不超4.17%股份 拟减持股份,上证报
1254,2019-11-11,贝达药业：提名汪炜为董事候选人不会对公司规范运作及公司治理产生不利影响,Wind
1255,2019-11-11,贝达药业(300558.SZ)：3名股东拟合计减持不超4.17%股份 拟减持股份,格隆汇
1256,2019-11-11,贝达药业：控股股东拟合计减持计不超过公司4.17%股份 减持股份,Wind
1257,2019-11-08,贝达药业收关注函：要求说明汪炜提名其为公司独立董事候选人的理由 关注函,Wind
1258,2019-11-08,近5日机构密集调研95家公司17只潜力股月内吸金均超千万元,证券日报
1259,2019-11-07,贝达药业迎百亿解禁股，股价不降反升 解禁,环球老虎财经
1260,2019-11-06,药品降价政策接连出台，药企单品魔咒待破！,制药网
1261,2019-11-05,贝达药业(300558.SZ)：约2.31亿股限售股11月7日解禁 解禁,格隆汇
1262,2019-11-05,贝达药业：2.31亿股限售股解禁 解禁,Wind
1263,2019-11-05,新风口来了？阿尔茨海默症概念股强势涨停，这些个股仍有机会,证券时报
1264,2019-11-04,贝达药业涨幅超7% 成交额48270万元,中新经纬
1265,2019-11-04,贝达药业(300558.SZ)涨超6%创16个月新高 提醒：11月7日将迎解禁 解禁,格隆汇
1266,2019-11-01,下周333亿市值限售股解禁，环比减少36.41% 解禁,Wind
1267,2019-11-01,11月解禁规模量增价减 解禁,大众证券报
1268,2019-11-01,巨丰数据赢 | 下周40家上市公司解禁 这批股注意避险（附名单） 解禁,巨丰财经
1269,2019-11-01,日常消费品：大消费行业19年11月金股推荐,长江证券
1270,2019-10-31,贝达药业：提升研发创新能力 做中国老百姓吃得起的好药,证券日报
1271,2019-10-30,百亿级私募三季度坚守“三驾马车”,Wind
1272,2019-10-29,131家机构密集调研贝达药业 业绩转好靠这款药“治愈”,中金在线
1273,2019-10-25,埃克替尼销售放量 贝达药业前三季度净利润增长超三成,新京报
1274,2019-10-25,贝达药业：埃克替尼销量超预期，在研产品收获在即,证券时报网
1275,2019-10-25,一款“抗癌药”治愈业绩 贝达药业终于能正增长了,和讯
1276,2019-10-24,贝达药业：前三季度净利1.99亿元 同比增34%,e公司
1277,2019-10-24,贝达药业(300558.SZ)第三季度扣非净利润升60.88%至1.06亿元,格隆汇
1278,2019-10-24,贝达药业：前三季度净利润同比增34.37%,Wind
1279,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
1280,2019-10-22,医药生物行业:药监局发布注射剂一致性评价相关文件,国联证券
1281,2019-10-17,复旦张江上会在即，大秀“财技”或虚增利润近千万 欺诈造假,中金在线
1282,2019-10-14,机构、高管争相买入的业绩暴增股 3股机构已抢筹上亿！多股已被大股东偷偷增持,证券时报
1283,2019-10-14,前三季净利预增30.45%-41.42% 贝达药业涨停,金融界
1284,2019-10-14,贝达药业早盘最高涨幅超8% 前三季度盈利超1.9亿,新京报
1285,2019-10-14,A股异动 | 贝达药业续涨逾9% 料前三季度净利增30.45%至41.42%,格隆汇
1286,2019-10-14,主力产品销售放量 贝达药业前三季度净利预增三成多,新京报
1287,2019-10-14,早间公告2019年10月14日星期一,Wind
1288,2019-10-14,贝达药业：预计前三季度净利增长30.45%-41.42%,Wind
1289,2019-10-11,选择此时与股东“撕破脸”：贝达药业究竟剑指何方？,和讯
1290,2019-10-11,贝达药业支柱单品在带量采购中竞标失败 遭股东清仓减持 减持股份,和讯
1291,2019-10-09,贝达药业股东蠢蠢欲动：三巨头扑来 产品售价大跌56% 连续下跌,新浪
1292,2019-10-09,价格腰斩前景堪忧 贝达药业如何突围单品运营之困？,投资者网
1293,2019-10-02,9月医药大事件之榜单篇：上半年研发、净利润排名出炉,制药网
1294,2019-10-01,杭州贝昌拟“清仓”所持全部贝达药业股份,新京报
1295,2019-09-30,[快讯]贝达药业:特定股东减持股份预披露 减持股份,中财网
1296,2019-09-30,贝达药业：股东杭州贝昌拟减持3.11%股份 拟减持股份,第一财经
1297,2019-09-30,贝达药业：持股3.11%股东杭州贝昌计划清仓减持 减持股份,Wind
1298,2019-09-29,创新产品“独撑天下” 9家药企毛利率超90%,新京报
1299,2019-09-27,9月27日有63家公司获重要股东增减持 延安必康已被连续减持133次 减持股份,Wind
1300,2019-09-26,[快讯]贝达药业:关于股东BETA减持计划实施完成 拟减持股份,中财网
1301,2019-09-26,贝达药业(300558.SZ)：BETA完成减持767.69万股 超额减持0.69万股 减持股份,格隆汇
1302,2019-09-26,贝达药业：股东BETA减持计划完成，累计减持1.91%股份 减持股份,Wind
1303,2019-09-25,贝达药业(300558.SZ)：杭州贝昌减持期届满 累计减持1%股份 减持股份,格隆汇
1304,2019-09-25,贝达药业：股东杭州贝昌合计减持402万股 减持股份,Wind
1305,2019-09-25,[快讯]贝达药业:股东股份减持的进展 减持股份,中财网
1306,2019-09-24,上半年，医药上市公司研发投入前十名揭晓！,制药网
1307,2019-09-18,医疗保健：聚焦优质企业 荐12股,国信证券
1308,2019-09-17,"医药生物行业报告:慢病用药门诊纳入医保,报销比例提升",国联证券
1309,2019-09-16,生物医药行业周报:关注创新药领域以及零售药店相关标的,平安证券
1310,2019-09-09,【东兴医药胡博新团队】“不一样的财报解读”系列之2019年中报：新赛道新增量，大蓝海市场水深船阔,医药新观
1311,2019-09-03,44家A股上市医药企业研发投入超1亿元,新京报
1312,2019-09-02,贝达药业：正递交盐酸恩沙替尼药品注册临床试验数据更新补充材料,第一财经
1313,2019-08-30,贝达药业今日大宗交易成交150万股，成交价42.62元折价6.7%,Wind
1314,2019-08-27,贝达药业：业绩符合预期，埃克替尼持续放量，临床有进展,证券时报网
1315,2019-08-26,贝达药业：上半年净利润同比增30.99%,Wind
1316,2019-08-26,“抗癌第一股”贝达药业上市3年10高管出走 超98%营收靠单一产品支撑新药研发暂停 董监高成员变化,长江商报
1317,2019-08-21,贝达药业：公司埃克替尼纳入国家医保药品目录,中证网
1318,2019-08-21,早间公告：贝达药业、华森制药产品纳入国家医保《药品目录》,Wind
1319,2019-08-20,董秘解码：新纶科技子公司新恒东重点在于生产高端光学行业的产品,巨丰财经
1320,2019-08-07,贝达药业涨1.62%，创近3个月新高，报45.25元,腾讯网
1321,2019-07-29,掉队公司后来居上：微芯生物发行价20.43元 周三打新,第一财经
1322,2019-07-29,拳头产品遭遇同业竞争 贝达药业起诉创始股东 诉讼纠纷,中国经营报
1323,2019-07-22,仅满足最低条件，微芯生物惊险闯关科创板,阿尔法工场
1324,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
1325,2019-07-21,【川财研究所*专题报告】科创板上市公司全景概览之七：嘉元科技、微芯生物、安恒信息、利元亨,川财研究
1326,2019-07-18,贝达药业状告创始股东，或也暴露当年上市时的信披违规 诉讼纠纷,中金在线
1327,2019-07-18,"贝达药业:销量同比增长31.26%,在研管线推进顺利",安信证券
1328,2019-07-17,上市公司起诉原大股东竟为侵权 贝达药业一纸诉状递至杭州中院 关联方问题,华夏时报
1329,2019-07-16,贝达药业：股东济和创投解除质押431万股，再质押431万股,Wind
1330,2019-07-16,医疗保健：医药盘前早知道 荐6股,东莞证券
1331,2019-07-16,医药生物行业周报:关注小分子靶向药,德邦证券
1332,2019-07-15,贝达药业起诉股东BETA 要求停止其研发同业竞争产品 诉讼纠纷,经济观察网
1333,2019-07-14,【天风医药】贝达药业：中报业绩较快增长，业绩拐点望迎确证,思医辨药
1334,2019-07-13,贝达药业2019年上半年净利8001万-9334万 产品埃克替尼销售同比增长,挖贝网
1335,2019-07-12,贝达药业2019上半年归母净利润预计超8000万元,资本邦
1336,2019-07-12,贝达药业：预计上半年净利润同比增长20%~40%,Wind
1337,2019-07-12,贝达药业：起诉公司股东BETA等侵害公司利益 诉讼纠纷,Wind
1338,2019-07-02,[快讯]贝达药业发布解除质押公告 涉及股份2615万股,中财网
1339,2019-07-02,贝达药业(300558.SZ)股东凯铭投资解除质押470万股,格隆汇
1340,2019-06-30,197只个股连续上涨3日及3日以上,Wind
1341,2019-06-27,[快讯]贝达药业发布质押公告 涉及股份3085万股,中财网
1342,2019-06-27,贝达药业：股东质押485万股，并解除质押220万股,Wind
1343,2019-06-27,贝达药业(300558.SZ)：凯铭投资解押220.73万股及质押485.3万股,格隆汇
1344,2019-06-27,A股共发生69宗大宗交易成交17.54亿元（6月27日）,Wind
1345,2019-06-27,贝达药业今日大宗交易成交52万股，成交价38.0元折价8.39%,Wind资讯
1346,2019-06-22,二探“首家”科创药企微芯生物：单一产品遇内外伏兵 闯关前夜临定价难题,21世纪经济报道
1347,2019-06-17,"贝达药业深度报告:创新药先行者,研发管线有望步入收获期",信达证券
1348,2019-06-15,"2019大众创业万众创新活动周：引领关键核心技术方向 ""创世技""颠覆性创新榜发布",中国经济网
1349,2019-06-15,2019“创世技”颠覆性创新榜发布 贝达药业、浙大网新荣登TOP10,杭州网
1350,2019-06-14,贝达药业：多个新药进入III期临床研究,证券时报网
1351,2019-06-14,“科创板过会第一股”微芯生物定价猜想,钛媒体
1352,2019-06-10,制药行业三大领域药企销售毛利率大比拼！7家超90%,制药网
1353,2019-06-04,科创板审核之门迎首批闯关者 微芯生物依靠单一产品冲刺首发,21世纪经济报道
1354,2019-06-03,董秘解码：振芯科技北斗产品在涉及的诸多行业应用领域将占据领先优势,巨丰财经
1355,2019-05-26,医疗保健：医药板块攻守兼备 荐7股,中泰证券
1356,2019-05-19,医疗保健：医保基金扩容 荐7股,中泰证券
1357,2019-05-16,贝达药业今日大宗交易成交100万股，成交价37.7元折价6.38%,Wind资讯
1358,2019-05-08,贝达药业(300558.SZ)：Beta Pharma Inc.拟减持不超767万股,格隆汇
1359,2019-05-08,贝达药业：特定股东预计减持股份不超过767万股 减持股份,Wind
1360,2019-05-07,贝达药业单一产品占营收超过98% 如何应对带量采购？,第一财经
1361,2019-05-07,2019年第一季度，9家药企毛利率超过90%,制药网
1362,2019-05-07,2018年仅25家上市药企亏损 医药行业整体承压,新京报
1363,2019-05-07,2018年仅25家上市药企亏损(2),新京报
1364,2019-04-28,医疗保健：震荡做底后将挑战前高 荐6股,财通证券
1365,2019-04-27,124家药企一季度净利正增长,中证网
1366,2019-04-25,"贝达药业点评报告:业绩拐点初现,进入研发收获关键年",浙商证券
1367,2019-04-24,贝达药业明星药销量增速放缓拖累业绩 巨额研发新药,中国网
1368,2019-04-24,恒瑞、贝达、华润三九、四环生物一季度业绩大比拼,新浪
1369,2019-04-23,核心产品销量增长 贝达药业一季度净利增长两成,北京商报网
1370,2019-04-23,贝达药业(300558.SZ)一季度净利增20.83%至5170.2万元,格隆汇
1371,2019-04-23,贝达药业：一季度净利润同比增20.83%,Wind
1372,2019-04-19,贝达药业：竞品降价致竞争加剧 新药能否力挽狂澜？,新浪
1373,2019-04-18,贝达药业2018年净利降逾三成 主力产品独木难支 盈利能力下降,新浪
1374,2019-04-18,4月以来，恒瑞、华北制药等多家药企发布一季报,制药网
1375,2019-04-17,去年增收不增利、一款产品在独撑 贝达药业路在何方,新京报
1376,2019-04-17,【晨会聚焦】减收增支宽财政，“卖地”是隐忧,中泰证券研究所
1377,2019-04-17,"贝达药业:业绩符合预期,研发持续投入新药稳步推进",国金证券
1378,2019-04-16,埃克替尼销量首超百万盒，贝达净利润却锐减三成！为什么？下一个10亿品种是它？,E药经理人
1379,2019-04-16,【天风医药】 贝达药业：埃克替尼销量高增长，新品种步入收获期有望迎来业绩拐点,思医辨药
1380,2019-04-15,贝达药业：2018年净利润同比减35.27% 盈利能力下降,Wind
1381,2019-04-15,医疗保健：版块小幅回调 建议关注业绩确定性高的个股,川财证券
1382,2019-04-09,贝达药业：预计一季度净利润同比增长15.00%-25.00%,Wind
1383,2019-04-07,医疗保健：医药行业2019Q1业绩前瞻 荐1股,长江证券
1384,2019-03-31,恒瑞市值涨超400亿 11家药企跌出500强,E药经理人
1385,2019-03-29,[快讯]贝达药业发布解除质押公告 涉及股份3956万股,中财网
1386,2019-03-28,"创新药系列研究七:肿瘤发病率悄然生变,创新药企布局几何",正点财经
1387,2019-03-26,"每周药事:科创板首批受理名单公布,关注对标公司",正点财经
1388,2019-03-19,多家公司发布减持公告：中科金财等拟遭大举抛售 减持股份,Wind
1389,2019-03-19,贝达药业：股东拟大宗交易减持不超4%股份,e公司
1390,2019-03-19,贝达药业(300558.SZ)股东杭州贝昌拟减持不超4%公司股份,格隆汇
1391,2019-03-05,科创板，谁的红利，谁的盛宴？,投资界
1392,2019-03-04,贝达药业午后封涨停 成交额2.38亿元封单6065手,腾讯网
1393,2019-02-28,贝达药业(300558.SZ)2018年净利润降38.99%至1.57亿元 盈利能力下降,格隆汇
1394,2019-02-27,贝达药业：2018年净利润同比减38.99%（快报） 盈利能力下降,Wind
1395,2019-02-25,"医药行业周报:首批增值税调整罕见病药品正式落地,关注产业链机会",正点财经
1396,2019-02-25,早间公告：西部证券2018年业绩下降逾7成，宁德时代与北汽新能源签署战略合作协议,Wind
1397,2019-02-21,午间公告：多家公司发布业绩快报 贝达药业BPI-17509片获临床试验通知书,证券时报网
1398,2019-02-21,午间公告：多家公司发布业绩快报，硕贝德拟10亿在广州建设5G产业总部,Wind
1399,2019-02-15,A股共发生71宗大宗交易成交21.11亿元（2月15日）,Wind
1400,2019-02-15,贝达药业今日大宗交易成交87.83万股，成交价33.31元折价0.0%,Wind资讯
1401,2019-01-29,董秘解码：信维通信加速实现多元化汽车电子领域产业布局,巨丰财经
1402,2019-01-28,贝达药业困局待解：利润锐减超三成 主力产品遇劲敌,面包财经
1403,2019-01-28,"东吴医药行业周观点:把握2019q1医药股估值修复行情,继续推荐流感主题",东吴证券
1404,2019-01-27,利妥昔首仿将上市，国内生物类似药进度盘点【周观点|长江医药0127】,长江医药小组
1405,2019-01-25,贝达药业股东凯铭投资质押1585万股 用于融资,挖贝网
1406,2019-01-24,[快讯]贝达药业发布质押公告 涉及股份2821万股,中财网
1407,2019-01-24,午间公告：银河生物与控股股东被证监会立案调查,Wind
1408,2019-01-23,研发“烧钱”拖累业绩 贝达药业2018年净利润预降超30% 盈利能力下降,中国网
1409,2019-01-23,18家药企披露2018年业绩预告 逾八成预喜,制药网
1410,2019-01-23,"医药生物行业周观点:国家集采方案正式落地,关注流感主题",万联证券
1411,2019-01-22,贝达药业2018年净利最高1.8亿元 较上年同期下降30% 盈利能力下降,挖贝网
1412,2019-01-22,贝达药业：预计2018年净利润同比下降30%-45% 盈利能力下降,Wind
1413,2019-01-22,【亿欧快讯】贝达药业发布2018年度业绩预告_亿欧_科技与产业创新服务平台,亿欧网
1414,2019-01-22,贝达药业：2018年净利预降30%至45% 盈利能力下降,e公司
1415,2019-01-21,"医药生物行业周报:从现在开始不再悲观,短期和中长期也许都是底部",正点财经
1416,2019-01-19,药品集中采购方案发布促企业以量换价 五股躁动,中财网
1417,2019-01-18,1月18日A股龙虎榜揭秘，机构最青睐4股,Wind
1418,2019-01-18,贝达药业龙虎榜数据（1月18日）,Wind
1419,2019-01-18,涨停板解密：三大板块引领市场！（1月18日）,Wind
1420,2019-01-18,快讯：贝达药业涨停 报于33.88元,金融界
1421,2019-01-18,贝达药业午后封涨停 成交额1.7亿元封单9457手,腾讯网
1422,2019-01-17,贝达药业：研发管线收获在2019 买入评级,和讯
1423,2019-01-11,[传闻求证]四川九洲、高鸿股份等回应与华为合作传闻,全景网
1424,2019-01-11,2月正收益概率较高 机构提前抢筹这11股,证券之星
1425,2019-01-09,贝达药业：早期管线不断丰富 买入评级,和讯
1426,2019-01-09,医药生物行业周报:调整行情下布局受政策影响小、业绩确定性高的细分板块,上海证券
1427,2019-01-09,"医药生物行业周报:谨慎为上,继续布局非药个股",华安证券
1428,2019-01-08,"医药生物行业月报:结构调整下多数公司进入价值区间,创新是最确定的方向",正点财经
1429,2019-01-08,贝达药业股东凯铭投资补充质押160万股 用于补充质押,挖贝网
1430,2019-01-07,[快讯]贝达药业发布质押公告 涉及股份1236万股,中财网
1431,2019-01-07,医药生物行业周报:一致性评价调整相关工作时限配套政策上监管与扶持并重,上海证券
1432,2019-01-06,至暗时刻仍有光明，坚定拥抱创新升级 |【光大医药·周报】,医心医意要健康
1433,2019-01-04,董秘解码：高斯贝尔已开发对应5G需求的板材并开始推向市场,巨丰财经
1434,2019-01-04,"贝达药业公司深度报告:业绩迎来拐点,期待从1到n",正点财经
1435,2019-01-04,贝达药业早盘封涨停 成交额1.21亿元封单9552手,腾讯网
1436,2019-01-02,"贝达药业点评报告:恩莎替尼申请上市,研发管线进入收获期",正点财经
1437,2019-01-02,浙江药企逆势飘红：仿制药一致性评价通过量全国第一,钱江晚报
1438,2019-01-02,"医药生物行业周报:医保局调结构被数据验证,大破大立下拥抱创新升级",光大证券
1439,2018-12-28,早间公告：宁波东力子公司破产清算申请获法院受理,Wind
1440,2018-12-27,2019年，这17个重磅新药将在中国上市,医药魔方
1441,2018-12-26,贝达药业：盐酸恩莎替尼药品注册申请获受理,e公司
1442,2018-12-26,贝达药业(300558.SZ)收到CDE签发的关于盐酸恩沙替尼原料药和制剂的补充资料通知书,格隆汇
1443,2018-12-18,2018年“套现王”曝光：八公司股东减持超10亿元,投资快报
1444,2018-12-17,创投迎“第二春”！红利叠加，重点都在这里,Wind
1445,2018-12-17,看好中国｜健康中国——关注错杀个股标的,巨丰财经
1446,2018-12-17,"医药生物行业周报:政策多发扰动期,建议关注品牌中药的配置价值",光大证券
1447,2018-12-13,医药生物行业周报:带量采购拟中选结果公布仿制药行业将重塑市场格局,上海证券
1448,2018-12-12,58股获高管增持 近10日主力资金净流入13只,证券时报
1449,2018-12-11,看好中国｜健康中国——关注影响面业绩快速增长的标的,巨丰财经
1450,2018-12-10,"医药生物行业周报:带量采购降价超预期,板块进入估值重构和结构分化期",光大证券
1451,2018-12-07,“柚子”受伤、黑天鹅频现，这份基金持股明细请收好,Wind
1452,2018-12-06,贝达药业午后封跌停 成交额2.61亿元封单393手,腾讯网
1453,2018-12-05,医药生物行业周报:带量采购议价谈判在即关注受降价影响较小的细分板块,上海证券
1454,2018-12-03,董秘解码：鼎汉技术第三代智能巡检机器人正式亮相,巨丰财经
1455,2018-11-30,国海证券：上调贝达药业评级至增持,Wind
1456,2018-11-27,午间公告：捷捷微电控股股东终止非公开发行可交换公司债券,Wind
1457,2018-11-26,贝达药业：实际控制人计划三月内增持不低于25万股,中证网
1458,2018-11-26,早间公告：亚光科技拟回购，贝达药业实控人拟增持,Wind
1459,2018-11-19,贝达药业股权转让纠纷案原告撤诉 系公司股东与前雇员矛盾 诉讼纠纷,每日经济新闻
1460,2018-11-13,长江医药 | 贝达药业深度报告：新药研发进入收获期,长江医药小组
1461,2018-11-13,浙江省国家高新技术企业创新能力百强榜单发布 杭州占三成,杭州网
1462,2018-11-06,贝达药业上市两年业绩持续下滑 陷“一药独大”困境？ 盈利能力下降,中国网
1463,2018-11-04,[快讯]贝达药业:中国国际金融股份有限公司公司变更募集资金投资项目的核查意见,中财网
1464,2018-11-04,贝达药业：瑞普基因拟委托公司推广基因检测产品,e公司
1465,2018-11-04,贝达药业：与瑞普基因签订市场推广合作协议,Wind
1466,2018-10-30,国产肿瘤药首进基药目录 药企洗牌加速中,21世纪经济报道
1467,2018-10-29,"医药生物行业:新版基药目录发布,关注受益品种",正点财经
1468,2018-10-29,敲黑板！上市公司产品入选新版国家基本药物目录，谁是最大赢家？,上证报
1469,2018-10-28,贝达药业明星药进基药目录 董事长回应专利纠纷：不应扯上我们 诉讼纠纷,每日经济新闻
1470,2018-10-28,医疗保健：积极配置优质龙头公司 荐8股,中泰证券
1471,2018-10-26,"医药行业政策点评:新版基药目录发布,优化结构、提升质量",西南证券
1472,2018-10-25,贝达药业：凯美纳销量增长加速 增持评级,西南证券
1473,2018-10-25,贝达药业：埃克替尼以量补价效果显现 买入评级,中泰证券
1474,2018-10-25,财通证券：贝达药业买入评级,财通证券
1475,2018-10-17,46股获券商买入评级 华力创通目标涨幅达102.49%,Wind
1476,2018-10-16,贝达药业：三季度利润增长出拐点 买入评级,中泰证券
1477,2018-10-16,[买入评级]贝达药业(300558)：业绩筑底回升 研发逐步进入收获期,中财网
1478,2018-10-15,生物医药行业:第三批抗癌药医保谈判落地 以价换量期待结果,中证网
1479,2018-10-12,贝达药业：以量补价效果继续显现 三季度利润增长出拐点,中泰证券
1480,2018-10-12,巨丰热点：抗肿瘤药物纳入医保目录 部分药业股呈现市场活跃,巨丰财经
1481,2018-10-11,"医药行业周报:抗癌专采持续推进,行业供给格局保稳向优",渤海证券
1482,2018-10-10,贝达药业说明相关媒体报道：相关药物专利权属明确 团队稳定,中证网
1483,2018-10-10,早间公告：贝达药业拟年底向国家药监局提交Ensartinib上市申请,Wind
1484,2018-10-10,贝达药业：计划2018年底向国家药监局提交Ensartinib的上市申请,e公司
