,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
1259,2019-09-10,中国银河增长挺不直腰杆 年内IPO过会1单还科创板弃购,中国经济网
1260,2019-09-07,上市券商8月业绩亮眼，科创板成重要推手，但仍有大股东减持在路上,中证报
1261,2019-09-05,中国银河：母公司8月净利3.91亿元 同比增471%,e公司
1262,2019-09-04,券商股携手冲高，华创阳安领涨,Wind
1263,2019-09-03,券商股尾盘发力，国盛金控直线封板,Wind
1264,2019-09-02,科创板第二例网下弃购现身 私募弃购安博通4324股,新京报
1265,2019-09-02,科创板再现私募基金弃购新股，弃购对象或被中证协“拉黑”6个月,第一财经
1266,2019-09-02,兴全基金踩雷神雾债 近年不断踩雷凸显投研缺失危机,中国经济网
1267,2019-08-29,【财富管理转型持续，自营业务大幅扭亏——中国银河（601881.SH）2019年中报点评】光大非银赵湘怀,湘怀看非银
1268,2019-08-28,中国银河：上半年净利润同比增97.93%,Wind
1269,2019-08-28,中国银河证券上半年净利同比接近翻倍！ 自营业务扭亏为盈成重要推手,每日经济新闻
1270,2019-08-27,中国银河(06881.HK)上半年净利增97.93%至25.95亿元,格隆汇
1271,2019-08-27,中国银河(601881.SH)半年度净利润升97.93%至25.95亿元,格隆汇
1272,2019-08-27,中国银河：上半年净利近26亿元 同比增98%,e公司
1273,2019-08-27,中国银河：上半年净利润25.95亿元，同比增长97.93%,Wind
1274,2019-08-14,中国银河(06881.HK)将于8月27日举行董事会会议以审议中期业绩,格隆汇
1275,2019-08-14,中国银河(06881-HK)控股股东持股至51.17%,财华社
1276,2019-08-14,银河金控完成增持计划持股银河证券增至51.17%,证券时报
1277,2019-08-13,中国银河控股股东银河金控合计增持2593万股 耗资约2.70亿元,挖贝网
1278,2019-08-13,贝莱德减持中国银河(06881)1592万股 每股作价3.78港元 减持股份,智通财经
1279,2019-08-13,中国银河：控股股东银河金控H股增持计划实施完毕,中证网
1280,2019-08-13,中国银河(06881)：“14银河G3”于8月23日兑付本息并摘牌 退市,智通财经
1281,2019-08-12,券商板块再度发力，华创阳安封板，华林证券、中国银河涨幅扩大，红塔证券快速冲高,Wind
1282,2019-08-12,券商板块持续走强，华创阳安冲击涨停,Wind
1283,2019-08-08,中国银河：收到法院出具的《民事判决书》,Wind
1284,2019-08-08,券商7月业绩分化明显 科创板“增收”效应渐显 盈利能力下降,中证报
1285,2019-08-07,中国银河2019年7月母公司营业收入9.8亿元,挖贝网
1286,2019-08-06,8月7日上市公司重要公告集锦：柏楚电子8月8日科创板上市,证券日报
1287,2019-08-06,中国银河：7月母公司净利润4.22亿元 环比增72.78%,中证网
1288,2019-08-06,中国银河(06881-HK)7月净利润约4.22亿人民币,财华社
1289,2019-08-06,中国银河(06881.SH)7月净利润4.22亿元 同比增长43%,格隆汇
1290,2019-08-06,中国银河：母公司7月净利超4亿元 环比增73%,e公司
1291,2019-08-06,中国银河(601881.SH)7月母公司净利润4.22亿元 同比增长43.4%,格隆汇
1292,2019-07-31,融资客青睐16股，上海凯宝买入占比高达57.92%,Wind
1293,2019-07-25,中国银河(06881.HK)向绍兴市中级人民法院申请执行公证债权文书,格隆汇
1294,2019-07-23,公募基金持有A股市值略有上升,经济日报
1295,2019-07-18,中国银河证券陈亮：搭建财富管理业务等三大业务体系 加速转型发展,中证网
1296,2019-07-17,金融：半年报+科创板+美联储降息三预期叠加分析,东莞证券
1297,2019-07-12,中国银河针对祥升投资管理仲裁得值 诉讼纠纷,新浪
1298,2019-07-11,中国银河(06881.HK):仲裁委员会裁决祥升投资向公司支付4561万元 诉讼纠纷,格隆汇
1299,2019-07-11,中国银河：祥升投资被裁决向公司支付4560万元,Wind
1300,2019-07-10,中国银河聘任梁世鹏任合规总监 曾任青海监管局局长,挖贝网
1301,2019-07-10,银河证券弃购新股摆“乌龙” 自营成业务重灾区业绩降八成,长江商报
1302,2019-07-09,券商6月份营业收入：国泰君安22.79亿，南京证券1.64亿,中金在线
1303,2019-07-08,A股头条之上市公司公告精选（7.9）,金融界
1304,2019-07-08,中国银河(601881.SH)6月母公司净利润扭亏为盈至2.44亿元,格隆汇
1305,2019-07-08,中国银河(06881.HK)6月份实现母公司净利润2.44亿元,格隆汇
1306,2019-07-08,中国银河：母公司6月净利润2.44亿元，5月净利为3.67亿元,Wind
1307,2019-07-08,主板股票收费规定适用于科创板本周21只新股打新,中金在线
1308,2019-07-08,中国银河遭中证协列限制名单 现跌2%,新浪
1309,2019-07-08,券商打中4只科创板股 花1.5亿元获配625万股,证券日报
1310,2019-07-05,中国银河回应弃购天准科技：系操作事故 安全事故,Wind
1311,2019-07-05,首次公开发行股票配售对象限制名单公布 仅银河证券,第一财经
1312,2019-07-05,中证协：将中国银河自营账户列入股票配售对象列入限制名单 违约失信,Wind
1313,2019-07-05,科创板竟然有人弃购！白给的“捡钱”机会为何不要？要小心,金融界
1314,2019-07-05,科创板首例！银河证券弃购新股或将被列入“限制名单” 违约失信,搜狐
1315,2019-07-04,报价天准科技后又弃购，中国银河或被列入限制名单6个月 违约失信,Wind
1316,2019-07-01,券商股集体拉升，长城证券涨停,Wind
1317,2019-07-01,融资客青睐15股，昊华能源买入占比高达53.55%,Wind
1318,2019-06-29,银河证券2019上半年基金业绩榜:鹏华中国50赚54%夺冠,新浪
1319,2019-06-24,中国银河：央行核定公司待偿还短期融资券最高余额368亿元,Wind
1320,2019-06-19,中国银河涨停，报12.02元,腾讯网
1321,2019-06-13,券商股拉升，华鑫股份涨超7%,Wind
1322,2019-06-11,中国银河：董事会同意聘任陈亮担任公司总裁,Wind
1323,2019-06-11,中国银河早盘封涨停 成交额8.09亿元封单28.09万手,腾讯网
1324,2019-06-11,券商股拉升，国盛金控涨停,Wind
1325,2019-06-07,券商5月业绩多悬念！前五座次重排，又见单月业绩黑马！至少9家业绩下滑超五成,券商中国
1326,2019-06-06,中国银河：母公司5月份净利3.67亿元,e公司
1327,2019-06-06,中国银河(06881.HK)5月母公司净利润环比增长5.6%至3.67亿元,格隆汇
1328,2019-06-06,2.4亿债券质押回购违约，中国银河起诉俾斯麦资本，中民投也牵涉其中！,每日经济新闻
1329,2019-06-06,债券质押逾期违约，中国银河起诉俾斯麦资本,中金在线
1330,2019-06-05,中国银河：债券质押涉诉案件已获法院受理,e公司
1331,2019-06-05,私募客户交易违约 中国银河起诉要求赔偿2.4亿元,中证网
1332,2019-06-05,中国银河：涉及诉讼 诉讼纠纷,Wind
1333,2019-06-03,中国银河(06881.HK)A股年报推10派0.9元 股权登记日6月6日,格隆汇
1334,2019-05-29,头部券商再现集中换帅银河证券、申万宏源各迎新总裁,中国经营网
1335,2019-05-28,中国银河(06881.HK)预期将于7月26日派H股末期息 每股0.102408港元,格隆汇
1336,2019-05-27,银河证券新掌门：51岁陈亮拟任总裁，曾任申万宏源总经理,澎湃新闻
1337,2019-05-20,中国银河(601881)2016年公司债品种一6月3日兑付摘牌，5月31日债权登记。,中国金融信息网
1338,2019-05-16,关于公布2019年第一次浙江辖区证券经营机构现场检查随机抽查结果的通知,浙江证监局
1339,2019-05-15,内蒙古证监局关于2019年度辖区证券公司分支机构现场检查随机抽取结果公示的通知,内蒙古证监局
1340,2019-05-15,券商股“底气”揭秘：8月业绩大丰收，15家公司净利翻倍，还有刚出炉的利好加持,中证报
1341,2019-05-09,35家上市券商4月净利同比增逾五成,中证网
1342,2019-05-09,15家券商4月营收净利双“跳水”,中证报
1343,2019-05-08,中国银河(06881.HK)4月份母公司净利润增长179.64%至3.47亿元,格隆汇
1344,2019-05-08,中国银河：4月母公司净利润3.47亿元，3月净利6.3亿元,Wind
1345,2019-05-06,中国银河午后封跌停 成交额6.52亿元封单3.32万手,腾讯网
1346,2019-04-29,一季度A股保证金猛增约五成，创15年末以来新高,腾讯网
1347,2019-04-26,17家券商业绩出炉，谁人欢喜谁人忧？丨亿欧观点,极客网
1348,2019-04-26,睿智投资｜中国银河 (6881 HK，持有) - 今年首季盈利高增速但并非高质量,招银国际
1349,2019-04-25,瑞信：升中国银河(06881.HK)目标价至6.2港元 首季业绩强劲,格隆汇
1350,2019-04-24,中国银河：首席财务官因工作调动原因申请辞职 董监高成员变化,Wind
1351,2019-04-24,中国银河：一季度实现净利润15.33亿元，同比增长51%,腾讯网
1352,2019-04-24,中国银河：2019年一季度实现净利润15.33亿元,金融界
1353,2019-04-24,中国银河(601881.SH)一季度净利润升51.11%至15.33亿元,格隆汇
1354,2019-04-24,中国银河：一季度净利15.33亿元，同比增长51.11%,Wind
1355,2019-04-23,【港股异动 | 中国银河跌近4% 遭摩根大通降评级至“减持”】,格隆汇
1356,2019-04-23,摩通：中资券商股再大升空间有限 降中国银河(6881.HK)评级至“减持” 投资评级恶化,格隆汇
1357,2019-04-18,中国银河年内第三起告两融客户违约，索赔6456.76万元,澎湃新闻
1358,2019-04-18,年报透露73只券商重仓股 海通证券押中工业富联,证券日报
1359,2019-04-11,券商股业绩大增股价却大跌还能买吗？,重庆商报
1360,2019-04-10,不负众望：35家券商3月净利总额同比增长62%，华泰居首,澎湃新闻
1361,2019-04-09,A股头条之上市公司公告精选（4.10）,金融界
1362,2019-04-09,A股券商3月成绩单出炉 华泰证券净利环比增超2倍成赚钱王,第一财经
1363,2019-04-09,股市反弹19家券商3月业绩亮眼，华泰赚15.76亿居首,Wind
1364,2019-04-09,周二上市公司晚间重要公告（更新中）,金融界
1365,2019-04-09,中国银河：母公司3月份净利6.26亿元 环比增68%,e公司
1366,2019-04-09,中国银河：3月实现营收13.61亿元 净利6.26亿元,中证网
1367,2019-04-09,中国银河(06881.HK)4月24日举行董事会议 以考虑及批准一季度业绩,格隆汇
1368,2019-04-09,中国银河：母公司3月净利润6.26亿元，环比增长近七成,Wind
1369,2019-04-08,融资客青睐44股，中京电子买入占比高达40.05%,Wind
1370,2019-04-04,中国银河与祥升投资 现起诉责任担保方 诉讼纠纷,资本邦
1371,2019-04-04,中国银河(06881)起诉张雯及长春百盛天啓经贸要求偿还共5072万元 诉讼纠纷,智通财经
1372,2019-04-04,【山证非银刘丽团队】中国银河（601881.SH）2018年年报点评：千万客户造就经纪王者，资管主动占比提高,山西证券研究所
1373,2019-04-03,沪指站上3200点，主力资金扫货券商因一季报已剧透,Wind
1374,2019-04-01,因营业部员工私自推介金融产品 中国银河被监管警示 其他违规处罚,新浪
1375,2019-04-01,券商股午后异动，华鑫股份冲击涨停,Wind
1376,2019-04-01,【安信非银第14期周报】金融业扩大开放，持续看好非银行情,新角度新金融
1377,2019-03-29,海通证券：上调中国银河评级至优于大市,Wind
1378,2019-03-29,"中金公司：将中国银河评级调高为""推荐""",Wind
1379,2019-03-29,瑞信：升中国银河(06881.HK)目标价至5.7港元 今明盈利预测上调2%及5%,格隆汇
1380,2019-03-29,瑞信：升中国银河(06881)目标价至5.7元 评级“跑赢大市”,智通财经
1381,2019-03-29,【异动股】券商概念板块拉升，中国银河(601881-CN)涨停,财华社
1382,2019-03-29,券商板块早盘拉升走强 华创阳安、中国银河涨停,金融界
1383,2019-03-28,"海通证券：将中国银河评级调高为""优于大市""",Wind
1384,2019-03-28,中国银河七宗诉讼涉案本金7亿元 16位高管年薪超百万 诉讼纠纷,中国经济网
1385,2019-03-27,中国银河证券去年净利润同比下滑27%优于行业平均，经纪业务仍是最大亮点！ 盈利能力下降,每日经济新闻
1386,2019-03-27,中国银河(601881.SH)2018年度净利润降27.47%至28.87亿元 拟10派0.9元 盈利能力下降,格隆汇
1387,2019-03-27,中国银河2018年净利润同比下降27.47% 盈利能力下降,中证网
1388,2019-03-27,中国银河：2018年净利28.87亿元 同比降27%,e公司
1389,2019-03-27,中国银河年报：2018年净利润28.8亿元，同比下降27.47% 盈利能力下降,Wind
1390,2019-03-15,中国银河(06881.HK)将于3月27日举行董事会会议 考虑及批准年度业绩及其发布,格隆汇
1391,2019-03-15,中国银河高管更迭 原总裁顾伟国已卸任,中金在线
1392,2019-03-14,中国银河(06881.HK)：顾伟国因到龄退休辞任总裁等职务,格隆汇
1393,2019-03-08,"证券行业月报:业绩如期大幅改善,券商迎戴维斯双击",平安证券
1394,2019-03-07,不负大行情！业绩全面提升，2月份券商净利润同比增长超400%,Wind
1395,2019-03-06,中国银河：母公司2月净利3.73亿元 同比大增,e公司
1396,2019-03-06,中国银河：母公司2月份实现营收8.93亿元，实现净利润3.73亿元,Wind
1397,2019-03-06,中国银河(06881-HK)2019年2月净利润3.73亿元 同比增长6.84倍,财华社
1398,2019-03-03,【兴证金融 傅慧芳】：保险持续受益于大盘上涨，券商长期行情尚未结束——非银周报（190225—190303）,兴证金融
1399,2019-03-01,券商股抢筹还是博傻？AH股3倍价差高悬,Wind
1400,2019-02-27,中国银河(06881.HK)完成发行34亿元次级债券,格隆汇
1401,2019-02-27,大摩：相信中国银河(06881.HK)未来60天股价将下跌,格隆汇
1402,2019-02-26,银河证券：公募基金还可买入约795亿元的股票,中证网
1403,2019-02-26,中国银河(06881.HK)同意向银河创新资本增资 注册资本增至15亿元,格隆汇
1404,2019-02-26,中国银河(06881.HK)同意向银河源汇投资增资 注册资本增至30亿元,格隆汇
1405,2019-02-26,中国银河(06881.HK)同意2019年度安排资本性支出23.0亿元,格隆汇
1406,2019-02-25,深港通十大成交活跃股排名（2月25日）,Wind
1407,2019-02-25,中国银河早盘封涨停 成交额9.37亿元封单2.04万手,腾讯网
1408,2019-02-22,涨停板解密：券商股全面爆发！（2月22日）,Wind
1409,2019-02-22,A股异动丨券商股普涨 中国银河涨超6%,格隆汇
1410,2019-02-14,中国银河：母公司1月净利3.87亿元,Wind
1411,2019-02-13,中国银河龙虎榜数据（2月13日）,Wind
1412,2019-02-13,上海证券交易所2019年02月13日交易信息,上交所
1413,2019-02-13,【异动股】券商信托板块拉升，中国银河(601881-CN)涨停,财华社
1414,2019-02-13,港股异动︱中国银河(06881)A股早盘直线封涨停 H股跟涨4.28%,智通财经
1415,2019-02-13,A股券商板块集体拉升 中国银河(601881.SH)涨停,格隆汇
1416,2019-02-13,中国银河早盘封涨停 成交额2.76亿元封单28.44万手,腾讯网
1417,2019-02-13,券商板块异动，中国银河强势涨停,Wind
1418,2019-01-21,券商股午后持续走低，中国银河跌近3%,Wind
1419,2019-01-17,上交所：东方、方正、华泰和银河4家券商获上市基金主做市商资格,Wind
1420,2019-01-11,"上市券商12月经营数据点评;资本市场改革预期利好券商板块,看好大券商",渤海证券
1421,2019-01-10,中国银河母公司2018年12月营收超14亿元 净利润超6亿元,中证网
1422,2019-01-10,中国银河：母公司2018年12月净利6.32亿元,e公司
1423,2019-01-10,中国银河：2018年12月净利润6.32亿元,Wind
1424,2019-01-04,中国银河午后封涨停 成交额2.22亿元封单4.14万手,腾讯网
1425,2018-12-19,中国银河三宗行为违反反洗钱法 公司责任人遭央行处罚,中国经济网
1426,2018-12-14,中国银河：拟开展股票期权做市业务,e公司
1427,2018-12-12,融资客青睐14股，嘉化能源买入占比高达41.69%,Wind
1428,2018-12-11,业绩改善明显，券商反弹行情料延续,中证报
1429,2018-12-10,港股投资日历：中国铁塔被纳入恒生国企指数,Wind
1430,2018-12-08,34家上市券商11月业绩出炉 环比大增,中证网
1431,2018-12-07,中国银河(06881-HK)11月净利润为4.34亿元 同比增54.88%,财华社
1432,2018-12-05,上海证券市场大宗交易公开信息(2018-12-05),上交所
1433,2018-12-05,中国银河今日大宗交易成交52.63万股，成交价7.2元折价7.34%,Wind资讯
1434,2018-12-05,老牌券商股被剔除出上证50， 短期有影响长期靠业绩 剔除指数,第一财经日报
1435,2018-11-27,券商股集体拉升，东吴证券、中信建投涨幅居前,Wind
1436,2018-11-26,券商股强势反弹，东兴证券等多股直线拉涨,Wind
1437,2018-11-16,关于2018年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果的公告,中证协
1438,2018-11-15,券商股再度拉升，山西证券冲击涨停,Wind
1439,2018-11-15,券商股发动第二波攻势，国盛金控封住涨停,Wind
1440,2018-11-14,又有券商迈入客户数“千万级”俱乐部 经纪业务线上开户活跃线下“圈地”放缓,证券日报
1441,2018-11-13,券商股盘中异动，太平洋等多股直线拉升,Wind
1442,2018-11-06,融资客青睐37股，洪涛股份买入占比高达46.21%,Wind
1443,2018-11-05,券商年内IPO承销费：仅39家有入账国盛等53家颗粒不收,Wind
1444,2018-11-02,券商股再度上攻，长城证券直线封板,Wind
1445,2018-11-01,内地证券交易印花税率维持不变 中国银河现升逾5%,新浪
1446,2018-10-31,中国银河证券股份有限公司2018第三季度报告,证券时报
1447,2018-10-31,中国银河：10月30日融资余额为7.18亿元，较前一日骤增5.39%,Wind资讯
1448,2018-10-30,中国银河：前三季度净利润18.7亿元 同比降45%,e公司
1449,2018-10-30,券商股午后全线爆发，中信建投等多股涨停,Wind
1450,2018-10-30,券商股攻势不减，南京证券强势封板,Wind
1451,2018-10-25,券商股持续拉涨，华安证券强势封板,Wind
1452,2018-10-22,5家券商第一大股东超18亿元总增持正在赶来,证券日报
1453,2018-10-18,4家券商上市一周年:净利润全下滑 银河财通自营炒股巨亏 盈利能力下降,中国网
1454,2018-10-16,券商股集体发力，锦龙股份大涨7%,Wind
1455,2018-10-15,中国银河：母公司9月净利1.67亿元,Wind
1456,2018-10-12,中国银河：证监会对公司试点开展跨境业务无异议,Wind
1457,2018-10-11,A股市场破净股一览（10月11日）,Wind
1458,2018-09-27,中国银河：拟2.39亿元收购银河期货16.68%股权,Wind
1459,2018-09-25,申万宏源证券李梅拟出任中国银河金控董事长,证券时报
1460,2018-09-12,券商年内融资超4500亿元，短融规模同比增长近三倍,Wind
1461,2018-09-10,中国银河(06881)：“17银河F4”将自9月25日起付息,智通财经
1462,2018-09-04,中国银河：对祥升投资股权质押违规提请仲裁 其他违规处罚,中国经济网
1463,2018-09-04,4日早间两市重要公司新闻速递,证券时报网
1464,2018-09-03,中国银河：就ST长生股票质押式回购交易申请仲裁,Wind
1465,2018-09-03,ST长生实控人关联方股权质押交易违规 中国银河提起仲裁 关联方问题,e公司
1466,2018-08-31,中国银河(06881-HK)6个月少赚38%不派息 盈利能力下降,财华社
1467,2018-08-30,中国银河：上半年净利润同比减37.93% 盈利能力下降,Wind
1468,2018-08-30,中国银河：上半年净利逾13亿 下滑近四成,e公司
1469,2018-08-16,券商板块午后迎来回暖，西部证券领涨5%,Wind
1470,2018-08-14,控股股东增持中国银河H股331.1万股，拟进一步增持,国际金融报
1471,2018-08-14,融资客青睐17股，江苏阳光买入占比高达40.53%,Wind
1472,2018-08-13,券商股增持再现！不过这次这家券商大股东买的是“5折价”,每日经济新闻
1473,2018-08-08,资讯连连看：反洗钱的监管风暴升级，保险业巨头频收罚单,南方财富网
1474,2018-08-02,5机构遭央行处罚！平安银行浦发银行交行均未公告 其他违规处罚,财经网
1475,2018-08-01,涉嫌未履行客户身份识别义务中国银河被罚100万元 其他违规处罚,中新网
1476,2018-07-30,中国银河(06881-HK)遭中国人民银行罚款100万元,财华社
1477,2018-07-30,中国银河违反反洗钱法被央行罚款100万,北京商报网
1478,2018-07-30,年内6家券商因“反洗钱”被罚,Wind
1479,2018-07-26,中国银河上半年实现净利13.26亿元，同比下降37.22% |新京报财讯,新京报
1480,2018-07-26,晚间重要公告2018年7月26日星期四,Wind
1481,2018-07-26,中国银河上半年净利13.62亿元 同比下滑近四成,北京商报网
1482,2018-07-26,中国银河：上半年盈利13.26亿 同比下降37%,e公司
1483,2018-07-26,中国银河：上半年净利润同比减37.22%（快报）,Wind
1484,2018-07-24,券商板块发力上攻，中信建投直线涨停,Wind
1485,2018-07-19,中国银河：获准设立21家分支机构,金融界
1486,2018-07-18,晚间重要公告2018年7月18日星期三,Wind
1487,2018-07-16,福建证监局关于2018年辖区证券分支机构现场检查随机抽查结果的通报,福建证监局
1488,2018-07-12,中国银河证券股份有限公司简介,银河证券
1489,2018-07-12,券商股午后二次拉升，中信建投强势封板,Wind
1490,2018-07-10,中国银河6月份转亏9442万人民币,经济通
1491,2018-07-09,中国银河违反反洗钱法遭罚 与身份不明客户进行交易,中国经济网
1492,2018-07-06,违反反洗钱法 中国银河被央行罚款100万,北京商报网
1493,2018-07-05,中国银河(06881)“17银河10”将于7月20日付息,智通财经
1494,2018-06-28,券商板块午前集体大涨，方正证券直线涨停,Wind
1495,2018-06-28,券商股盘中崛起，华泰证券领涨3%,Wind
1496,2018-06-26,中国银河转型中召开年度股东大会，自营努力化解减持新规限制，资管业务仍发力主动管理,每日经济新闻
1497,2018-06-26,仅两小散列席的中国银河股东大会：行业趋势转型落地怎么看,和讯
1498,2018-06-26,中国银河股东大会：看公司战略转型进展,和讯
1499,2018-06-25,券商股午后走强，东兴证券等均有明显拉升表现,Wind
1500,2018-06-22,券商板块触底反弹 两股补涨需求强烈,证券之星
1501,2018-06-20,中国银河：已将乐视网调出担保证券范围,Wind
1502,2018-06-14,券商股午后小幅攀升，东兴证券、财通证券涨3%,Wind
1503,2018-06-12,券商分类评价大考：13个加分项47个扣分项,--
1504,2018-06-11,联建光电跌停背负38亿商誉 中国银河申万菱信亏得惨,中国经济网
1505,2018-06-11,券商股逆势拉涨，财通证券领涨3%,Wind
1506,2018-06-07,中国银河今日大宗交易成交45.50万股，成交价8.23元折价10.74%,Wind资讯
1507,2018-05-31,中国证监会宁波监管局2018年度拟录用参公单位工作人员公示公告,宁波证监局
1508,2018-05-23,关于第六届证券期货科学技术奖励的决定,中国基金业协会
1509,2018-05-14,恒指放量大涨1.4%录得六连阳，舜宇光学科技升7.9%领涨蓝筹,Wind
1510,2018-05-09,券商百亿定增接连登场，资金面重压下国家队却逢低吸筹,--
1511,2018-05-08,中国银河：母公司4月份净利1.24亿元,e公司
1512,2018-05-03,“国家队”频繁进出金融股 大举增持券商股,财界网
1513,2018-05-01,一季度证金公司增持16家券商股，申万宏源增持股数最多,Wind
1514,2018-05-01,上市券商业绩大曝光：净利首尾97倍 太平洋苦海挣扎,投资时报
1515,2018-04-26,中国银河：一季度净利润同比减9.22%,Wind
1516,2018-04-26,中国银河：一季度净利降9% 证金小幅增持,e公司
1517,2018-04-26,中国银河(06881-HK)一季度净利10.14亿元 同比降9.22%,财华社
1518,2018-04-17,券商板块快速拉升，国盛金控涨5%,Wind
1519,2018-04-11,中国银河(06881-HK)已与关连人士银河投资订立七份租赁合同,财华社
1520,2018-04-11,中国银河(06881-HK)3月净利润同比减少12.9%至3.68亿元,财华社
1521,2018-04-10,融资客青睐16股，皖江物流买入占比高达63.59％,Wind
1522,2018-04-03,去年四季度增减参半 “国家队”依然重仓券商板块,每日经济新闻
1523,2018-04-03,年报透露“国家队”动向：加码高新技术公司,--
1524,2018-03-31,证金公司偏爱二线蓝筹 汇金最爱“IT男”,投资快报
1525,2018-03-30,证金公司去年四季度出没14家券商：增持中信海通等9家券商,澎湃新闻
1526,2018-03-30,30日可能影响股价重要财经消息汇总,证券时报网
1527,2018-03-30,国家队调仓动向曝光：证金公司偏爱二线蓝筹,证券时报网
1528,2018-03-29,证金加仓券商龙头股，已成13家十大股东,--
1529,2018-03-29,多只券商股去年业绩下滑 却引证金公司密集加仓布局,e公司
1530,2018-03-29,中国银河转型首年业绩“折戟” 投行业务同比“腰斩”,和讯
1531,2018-03-29,专家诊股：可对中国银河逐步建仓 教育股将受资金追捧,金融界
1532,2018-03-29,中国银河去年净利下滑两成,证券时报
1533,2018-03-29,中国银河(06881-HK)去年少赚23%末期息12分,金融界
1534,2018-03-28,中国银河2017年净利39.8亿 同比下滑两成,证券时报
1535,2018-03-28,公告精选：多家券商、银行去年四季度获证金增持；科大讯飞净利同比下降10%，拟10转5派1元,每经网
1536,2018-03-28,中国银河：2017年净利润同比减22.76%，拟10派1.2元,Wind
1537,2018-03-28,中国银河：去年净利同比降逾2成 证金公司新晋前十股东,e公司
1538,2018-03-26,中国银河：3月23日融资余额为10.57亿元，较前一日骤降9.72%,Wind资讯
1539,2018-03-21,质押式回购起波澜：中国银河1.45亿元仲裁六大悬念待解,每经网
1540,2018-03-21,中国银河：涉及仲裁对经营、财务及偿债能力无重大影响,Wind
1541,2018-03-19,【异动股】中国银河(06881-HK)股价创1个月新高,财华社
1542,2018-03-13,新疆证监局2018年度监管对象现场检查随机抽查结果公示公告,新疆证监局
1543,2018-03-08,为补充营运资金 中国银河(06881-HK)拟发行25亿元公司债券,财华社
1544,2018-02-10,中国银河：第三届董事会第三十六次会议决议公告,顶尖财经网
1545,2018-02-07,第六届证券期货科学技术奖拟授奖项目公示公告,中国基金业协会
1546,2018-02-07,券商1月份业绩：中国银河母公司净利同比增56%,顶尖财经网
1547,2018-01-30,中国银河收购马来西亚券商 券商渴求出海,时代周报
1548,2018-01-25,融资客青睐65股，华意压缩买入占比高达55.42％,Wind
1549,2018-01-25,中国银河：1月24日融资余额为14.86亿元，较前一日骤增9.71%,Wind资讯
1550,2018-01-24,智能渗透券商的背后：行业经纪业务重新洗牌,每日经济新闻
1551,2018-01-23,中国银河(06881)2月5日兑付“14银河G1”本息,智通财经
1552,2018-01-23,港股迎来大时代！海通国际(00665)及国泰君安国际(01788)能否补涨？,智通财经
1553,2018-01-19,下周2993亿市值限售股解禁，环比增加466%,Wind
1554,2018-01-19,券商股午后再度发力，多股拉升明显,Wind
1555,2018-01-18,中国银河正式收购联昌证券国际公司50%股权,中证报
1556,2018-01-17,券商股再度发力，国信证券、财通证券涨停,Wind
1557,2018-01-17,券商股再接再厉，国信证券、财通证券涨停,Wind
1558,2018-01-10,券商去年12月业绩：中国银河母公司净利7565万元,e公司
1559,2018-01-02,第六届证券期货科学技术奖初审结果公示公告,中国基金业协会
