,2021-12-31,二线厂商齐战「宁王」，动力电池格局生变,全天候科技
307,2021-11-16,【行情】宁德时代概念股走弱，科士达跌超7%，长安汽车、邵阳液压、弘信电子跟跌,金十数据
308,2021-11-16,长安、宁德时代和华为三强联手造车，阿维塔的竞争力会有多强呢？,Ofweek
309,2021-11-16,华为、长安、宁德时代三巨头一起下场，联手造了一辆什么车？,Ofweek
310,2021-11-16,东方财富：维持长安汽车(000625.SZ)“增持”评级 阿维塔引战落地首发在即,智通财经
311,2021-11-16,东方财富证券维持长安汽车增持评级：自主发力，阿维塔引战落地首发在即,每日经济新闻
312,2021-11-16,东方财富证券：给予长安汽车增持评级,证券之星
313,2021-11-16,阿维塔首款车型亮相，长安、华为、宁德时代联合开发，搭载华为HI全栈智能汽车解决方案,中证报
314,2021-11-16,长安高端电动品牌来了，首款车型阿维塔 11 亮相,ZAKER
315,2021-11-15,长安汽车、华为、宁德时代联手打造首款智能电动汽车亮相,科技日报
316,2021-11-15,阿维塔首款车型亮相：明年三季度量产交付 未来五年推四款新车,每日经济新闻
317,2021-11-15,长安、华为、宁德加持，跨界造车新玩家阿维塔携首款车型入场,奥一网
318,2021-11-15,长安、宁德时代、华为组成国家队造车！长安汽车为最大股东,快科技
319,2021-11-15,底价2.06亿元 长安汽车挂牌转让科力远技术9.24%股权,上游新闻
320,2021-11-15,侃财丨阿凡达终于出周边了,证券时报
321,2021-11-15,长安汽车安全跃升之路：智能安全,Ofweek
322,2021-11-15,每经19点|全社会终端用户的煤炭库存正稳步回升；辽宁大连：有望在首个潜伏期14天内控制住疫情；长安奔奔要涨价？长安汽车回应,每日经济新闻
323,2021-11-15,阿维塔品牌全球正式首发，将自建工厂，首款车型明年三季度量产,第一电动网
324,2021-11-15,奔奔要涨价？长安汽车独家回应，即将发布两款新能源车型,中证报
325,2021-11-15,长安汽车旗下阿维塔首款车型AVATR 11亮相,e公司
326,2021-11-15,长安汽车收跌7.25%，现报20.09元,乐居财经
327,2021-11-15,港A两地汽车股集体下跌 江淮汽车和长安汽车跌超7%领跌,格隆汇
328,2021-11-15,汽车行业第46周周报：10月汽车产销降幅收窄 自主品牌份额提升,新浪
329,2021-11-15,新能源e周报丨新能源车10月销量再创新高 上周产业链高景气依旧 券商最新研判来了,每日经济新闻
330,2021-11-15,每日理财观察：本周央行公开市场将有5000亿元逆回购到期,Wind
331,2021-11-15,阿维塔将于11月15日发布品牌LOGO及首款车型,网通社
332,2021-11-15,A股早报2021年11月15日星期一,Wind
333,2021-11-15,突发！万亿宁王又出手：狂买这家公司！8万股民嗨了,Wind
334,2021-11-15,陆家嘴财经早餐2021年11月15日星期一,Wind
335,2021-11-15,高端国货新选择，三巨头联手打造，11 月 15 日亮相！,ZAKER
336,2021-11-14,长安汽车回应“奔奔E-Star国民版涨价”：未涨价 下周发布国民版新款车型,中证网
337,2021-11-14,长安汽车回应“奔奔E-Star国民版涨价”：未涨价,Wind
338,2021-11-13,银十未至！长城等车企销量跌，新能源销量持续增长渗透率超16%,新京报
339,2021-11-13,新“背锅侠”：车企业绩表现差全赖缺芯？,Wind
340,2021-11-12,汽车行业月报：复苏进行时 未来尤可期,渤海证券
341,2021-11-12,寻找中国新能源汽车产业高地⑦ ｜南京：黄宏生和创维汽车能成为新招牌吗？,21经济网
342,2021-11-12,华为、宁德时代助推，阿维塔发布在即，长安汽车高端化起步,华夏时报
343,2021-11-12,A股资金流向：权重股回调，题材炒作继续升温,Wind
344,2021-11-12,汽车与零部件行业深度报告：行业最差时期过去 优质整车和零部件盈利和估值将共振,新浪
345,2021-11-12,长安欧尚：以“质”破局，以“值”为先，以“智”取胜,贝壳财经
346,2021-11-12,长安汽车新能源领域疑“掉队” CS75销量回暖难掩颓势,中国网
347,2021-11-12,11月11日机构推荐29只个股,e公司
348,2021-11-12,"跃跃御市:10月自主销冠存争议,""潜力股""全年冲击70万辆",中国经济网
349,2021-11-11,一年五次押注整车，危机之下，宁德时代赌了把大的,钛媒体
350,2021-11-11,川渝地区上市公司跟踪,新浪
351,2021-11-11,10月车市下行 比亚迪新能源车型暴增,网通社
352,2021-11-11,11月10日机构推荐28只个股,e公司
353,2021-11-11,10月铁锂装机环比下降11.6%，电池格局有新变化？,中国能源网china5e
354,2021-11-10,阿维塔科技完成首轮24.2亿元战略融资,中国财富网
355,2021-11-10,27股今日获机构买入评级 6股上涨空间超20%,证券时报网
356,2021-11-10,长安汽车：阿维塔科技首款车型搭载了华为HI（Huawei Inside）全栈智能汽车解决方案和宁德时代最新的电动化技术,每日经济新闻
357,2021-11-10,长安汽车：2021年11月15日20点，阿维塔全球品牌将线上发布,每日经济新闻
358,2021-11-10,长安汽车：本次交易采取公开挂牌方式，挂牌地点为重庆联合产权交易所,每日经济新闻
359,2021-11-10,33股获买入评级 最新:昌红科技,中财网
360,2021-11-10,长安汽车职工监事变更为石胜伟 董监高成员变化,乐居财经
361,2021-11-10,午间公告2021年11月10日星期三,Wind
362,2021-11-10,长安汽车：选举石胜伟为公司第八届监事会职工监事,每日经济新闻
363,2021-11-10,长安汽车：第八届监事会职工监事变更 董监高成员变化,Wind
364,2021-11-10,国海证券维持长安汽车增持评级：10月自主品牌发力，阿维塔即将首发,每日经济新闻
365,2021-11-10,国海证券：给予长安汽车增持评级,证券之星
366,2021-11-10,11月9日48只个股获券商关注，TCL科技目标涨幅达162.92%,每经网
367,2021-11-10,国产车 10 月销量出炉：卖更多的车，赚更少的钱,ZAKER
368,2021-11-10,长安汽车深度研究 | 中信建投汽车,中信建投证券研究
369,2021-11-10,桑塔纳停产传言背后，多少车企难掩“困窘” 经营问题,ZAKER
370,2021-11-10,为用户造产品，以科技铸品牌： 长安汽车自主板块1-10月销量140万辆,21世纪经济报道
371,2021-11-09,阿维塔即将发布，长安汽车高端之路能否成功？,财经网
372,2021-11-09,长安汽车 | 10月：缺芯缓解产销加速 阿维塔引战完成【华西汽车 崔琰团队】,汽车琰究
373,2021-11-09,64股获买入评级 最新:长城汽车,中财网
374,2021-11-09,长安民生物流：建议修改公司章程,Wind
375,2021-11-09,拉上华为、宁德时代，长安汽车做了一个“局”,乐居财经
376,2021-11-09,汽车行业专题研究：芯片供给改善 关注车市年底冲量,新浪
377,2021-11-09,长安汽车10月整体销量突破20万辆 环比增长7.5%,上游新闻
378,2021-11-09,华西证券维持长安汽车买入评级：缺芯缓解产销加速，阿维塔引战完成,每日经济新闻
379,2021-11-09,阿维塔欲推SUV产品 持股比例稀释或成长安“新隐患”,财经网
380,2021-11-09,超20万辆 长安汽车公布10月销量数据,汽车之家
381,2021-11-09,东吴证券维持长安汽车买入评级：10月整体批发环比+7.45%，自主表现较好,每日经济新闻
382,2021-11-09,重磅！宁德时代入股新势力造车！,中自网
383,2021-11-09,万亿宁王又出手了！这次是哪吒,Wind
384,2021-11-09,东方证券维持长安汽车买入评级：整体销量继续环比改善，UNI-V及E11上市将打开新的增量空间,每日经济新闻
385,2021-11-09,东方证券：给予长安汽车买入评级，目标价位26.45元,证券之星
386,2021-11-09,长安汽车(000625)：10月销量亮眼 自主提升显着,新浪
387,2021-11-09,长安汽车子公司引资逾24亿 宁德时代获24%股权将A轮融资,长江商报
388,2021-11-09,Wind风控日报2021年11月9日星期二,Wind
389,2021-11-09,盘前必读丨央行推出碳减排支持工具，宁德时代携手哪吒汽车,第一财经
390,2021-11-09,上市公司正负面新闻2021年11月9日星期二,Wind
391,2021-11-09,三天牵手两家车企 宁德时代深拓“朋友圈”,上证报
392,2021-11-09,重庆：“东方底特律”转型谋变 加快布局新能源车全产业链,21世纪经济报道
393,2021-11-08,长安新能源进入IPO前关键期：欲自建渠道摆脱同店销售，B轮融资或“绑定”宁德时代？,每日经济新闻
394,2021-11-08,华为、“宁王”、长安汽车联手“搞大事”！,Wind
395,2021-11-08,华为、“宁王”、长安汽车联手“搞大事”！“蔚小理”迎来新对手,中证报
396,2021-11-08,晚间重要公告2021年11月8日星期一,Wind
397,2021-11-08,新能源汽车行业周报：10月比亚迪新能源销量高增 上汽环比两位数增长,渤海证券
398,2021-11-08,【晚间公告抢先看】祖名股份上调部分植物蛋白饮品出厂价、ST中天股票累计涨幅较大 停牌核查,金融界
399,2021-11-08,A股成交量，五分之一来自锂电板块,金融界
400,2021-11-08,长安汽车1-10月销售193.45万辆，同比增加22.16%,乐居财经
401,2021-11-08,绑定华为和宁德时代，长安能否靠“阿维塔”成功转型高端化？,Ofweek
402,2021-11-08,长安汽车(000625.SZ)：10月销量20.23万辆 同比下降4.87% 盈利能力下降,格隆汇
403,2021-11-08,长安汽车：10月总销量约20万辆，同比减少4.87% 盈利能力下降,每日经济新闻
404,2021-11-08,长安汽车：10月合计销量20.23万辆 同比降4.87% 盈利能力下降,财联社
405,2021-11-08,长安汽车：10月汽车销量同比下降4.87%,Wind
406,2021-11-08,华为、宁德时代、长安联手！造车新势力再添一员：动作比小米还快,ZAKER
407,2021-11-08,新能源车市场又双叒叕迎新选手，这次是长安、宁德时代旗下的阿维塔,ZAKER
408,2021-11-08,中信建投：维持长安汽车(000625.SZ)“买入”评级 增资落地 高端化加速推进,智通财经
409,2021-11-08,每经15点|内蒙古一服装店货品筛查阳性；A股三大指数收涨；华为、宁德时代、长安汽车合作品牌阿维塔将于15日发布,每日经济新闻
410,2021-11-08,华为、宁德时代、长安汽车合作，阿维塔品牌将于 11 月 15 日发布,IT之家
411,2021-11-08,定位中型 SUV 阿维塔品牌首款车型将于 11 月 15 日首发,ZAKER
412,2021-11-08,阿维塔增资扩股只见宁德时代未见华为,搜狐
413,2021-11-08,每日理财观察: 基金投顾迎强监管,Wind
414,2021-11-08,长安阿维塔增资 只见宁德时代不见华为,第一电动网
415,2021-11-08,宁德的棋，越下越大！,中国能源网china5e
416,2021-11-08,上市车企三季度财报出炉，仅一家实现净利润增长,ZAKER
417,2021-11-08,万亿宁王重磅出手，联手长安、华为放大招！网友嗨了,Wind
418,2021-11-08,燃料电池迎政策利好，多家上市公司布局相关业务,Wind
419,2021-11-08,锂电行业掀新一轮投资扩产潮 宁德时代再投150亿元建两座电池基地,证券日报
420,2021-11-08,万亿宁王重磅出手！联手长安、华为放大招！,Wind
421,2021-11-08,万亿宁王重磅出手！联手长安、华为放大招！网友嗨了：好期待,中国基金报
422,2021-11-07,周末影响A股十大事件来了！,Wind
423,2021-11-07,E周看点丨特斯拉取消“0首付购车”方案，造车新势力10月交付量排位再生变,盖世汽车
424,2021-11-07,“浓眉大眼”的宁德时代投资了一家造车新势力！,环球老虎财经
425,2021-11-07,E周见 | 阿维塔增资/特斯拉开放超充,汽车之家
426,2021-11-06,长安汽车与福特汽车达成7.37亿美元采购协议,上游新闻
427,2021-11-06,缺芯影响集中显现，7成上市车企第三季度利润下滑 盈利能力下降,Wind
428,2021-11-06,“宁王”火力全开，左手150亿布局新能源，右手7.7亿入股阿维塔,资本邦
429,2021-11-06,万亿“宁王”又有大动作！150亿抢滩动力电池和储能市场，还将7.7亿入股长安阿维塔，强化全产业链布局,证券时报
430,2021-11-06,长安汽车“朋友圈”扩容 子公司获得宁德时代等增资,上证报
431,2021-11-06,乘用车板块营收同比逆增长　零部件板块利润短期承压,财富动力网
432,2021-11-06,上市公司正负面新闻2021年11月6日星期六,Wind
433,2021-11-06,万亿“宁王”又出手：豪掷150亿 要通吃产业链各端？,券商中国
434,2021-11-06,长安汽车子公司增资扩股“阵容”敲定 宁德时代持股占比23.99%,证券日报
435,2021-11-06,万亿“宁王”又出手，豪掷150亿，要通吃产业链各端？,Wind
436,2021-11-06,长安汽车子公司引资逾24亿元,中证报
437,2021-11-05,汽车行业2021年三季报业绩综述：渡过芯片和原材料最大压力时刻 后续有望企稳回升,新浪
438,2021-11-05,车企Q3财报出炉 芯荒之下陷入增产不增利怪圈,腾讯网
439,2021-11-05,造车！宁德时代斥7.7亿元，将成“阿凡达”第二大股东，华为助力公司新车,中证报
440,2021-11-05,【晚间公告抢先看】宁德时代拟70亿元投建新能源动力及储能电池项目、万科A拟分拆万物云到港交所上市,金融界
441,2021-11-05,11月6日上市公司重要公告集锦：宁德时代拟150亿元投建新能源动力及储能电池等项目,证券日报之声
442,2021-11-05,首轮战投引入宁德时代，蔚来再降股比，长安“阿维塔”急补高端课,北京商报
443,2021-11-05,晚间公告热点追踪：万科A拟分拆万物云到香港联交所上市,新浪
