,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
305,2021-09-16,医药生物行业研究周报：当前阶段医药行情的主要矛盾及化解,新浪
306,2021-09-16,长春高新今日大宗交易成交1.70万股，成交价238.5元溢价0.0%,Wind
307,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
308,2021-09-16,“家电茅”跌42%，又见投资者爆仓！白马股怎么啦 股票质押异常,Wind
309,2021-09-15,长春高新：金妥昔单抗与其他相同靶点的抗体相比具有完全不同的分子，在实际药理药效方面也有差异，属于创新药,每日经济新闻
310,2021-09-14,医药生物行业双周报：医药行业长坡厚雪 仍为投资主线,新浪
311,2021-09-13,医药生物行业中报透视CXO：板块增长强劲 边际变化持续向好,新浪
312,2021-09-13,医疗行业中期年度报告：半年报业绩成长扎实 市场调整不改乐观预期,国金证券股份有限公司
313,2021-09-10,长春高新(000661.SZ)子公司获药品补充申请批件并成为药品上市许可持有人,智通财经
314,2021-09-10,长春高新(000661.SZ)：第一大股东质押45.189万股,格隆汇
315,2021-09-10,长春高新：华康药业成为强力枇杷露的药品上市许可持有人,财联社
316,2021-09-10,长春高新(000661.SZ)股东超达投资质押45.19万股,智通财经
317,2021-09-10,长春高新：重组人促卵泡激素-CTP融合蛋白注射液产品研发工作持续推进中,每日经济新闻
318,2021-09-10,医药生物行业：风物长宜放眼量,新浪
319,2021-09-08,A股共发生159宗大宗交易成交47.31亿元（9月8日）,Wind
320,2021-09-08,北向资金结束连续12日净买入，中国平安、歌尔股份净卖出均超6亿元,Wind
321,2021-09-08,长春高新今日大宗交易成交6万股，成交价250.81元溢价0.0%,Wind
322,2021-09-08,医药生物行业2021年中报总结：创新投入力度持续增强 CXO、消费医疗和生物制品增长更快,广发证券
323,2021-09-07,社保扩大“持股池”：新进97只个股，精准减仓长春高新（附个股）,红周刊
324,2021-09-07,北向资金追平年内最长净买入纪录累计加仓超550亿，美的集团净买入超11亿元,Wind
325,2021-09-06,最新高回撤绩优股名单来了，仅18只,Wind
326,2021-09-06,医药板块爆发，广誉远、凯莱英等涨停，长春高新大涨逾8%,证券时报网
327,2021-09-05,天风证券维持长春高新买入评级：生长激素持续高增长，新适应症提高产品天花板,每日经济新闻
328,2021-09-05,惨烈爆仓！21股腰斩，最牛赛道怎么突然崩了？,Wind
329,2021-09-05,陆家嘴财经早餐2021年9月5日星期日,Wind
330,2021-09-04,从盈利150万到负债30万，股民自述爆仓经历！,Wind
331,2021-09-03,北向资金连续10日扫货累计加仓近460亿，药明康德、隆基股份净买入均超8亿元,Wind
332,2021-09-03,长春高新：公司有地产业务板块，影响存货周转率,Wind
333,2021-09-03,A股早报2021年9月3日星期五,Wind
334,2021-09-03,每日理财观察：北京证券交易所来了,Wind
335,2021-09-03,长春高新：重组人生长激素目前无集采政策落地,36氪
336,2021-09-03,北向资金动向盘点：一顿净买猛如虎，市值还是2.5万亿,Wind
337,2021-09-03,仅3个半月，千亿白马股腰斩！发生了什么？,Wind
338,2021-09-03,沪指三连阳剑指3600点，结构分化行情持续演绎,Wind
339,2021-09-02,长春高新大跌，机构北向资金合卖4.9亿,证券之星
340,2021-09-02,龙虎榜：长春高新大跌8%创一年半新低 2机构卖出2.8亿元,第一财经
341,2021-09-02,龙虎榜|长春高新跌近8% 两机构合计卖出2.84亿元,财联社
342,2021-09-02,医药、半导体重挫，东北药茅遭腰斩，顶流基金社保踩雷,Wind
343,2021-09-02,长春高新龙虎榜数据（9月2日）,Wind
344,2021-09-02,A股三大指数涨跌不一，长春高新跌7.91%,36氪
345,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
346,2021-09-02,生物疫苗走弱 长春高新大跌7% 市值跌破千亿！,证券之星
347,2021-09-02,长春高新：公司目前生产经营正常,每日经济新闻
348,2021-09-02,2000亿牛股崩了，芯片疫苗股重挫，更有4天跌40%,Wind
349,2021-09-02,疫苗股走势疲软，沃森生物跌超6%,Wind
350,2021-09-01,长春高新：公司生长激素产品目前主要在国内销售,每日经济新闻
351,2021-09-01,长春高新控股子公司获药品补充申请批件并成药品上市许可持有人,新浪
352,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
353,2021-09-01,长春高新(000661.SZ)子公司华康药业成为小儿健胃宁口服液等药品上市许可持有人,智通财经
354,2021-09-01,长春高新：子公司6个药品获得药品补充申请批件,财联社
355,2021-09-01,医药与健康护理行业月报：智飞生物新冠疫苗III期数据优异 对变异株仍然有效,新浪
356,2021-08-31,北向资金连续7日净买入8月累计加仓270亿，中国平安逆势遭抛售超20亿,Wind
357,2021-08-30,公司的药品是否也在国家集采的范围之内？长春高新：暂无相关政策落地,每日经济新闻
358,2021-08-30,东北茅腰斩，股民加杠杆赔光100万本金，还倒欠银行,Wind
359,2021-08-30,长春高新：公司促卵泡素产品可以应用在辅助生殖领域,Wind
360,2021-08-30,偏爱金融股，“长线资金”布局路线图浮现,Wind
361,2021-08-29,周末影响A股十大事件来了！,Wind
362,2021-08-27,“女人茅台”获90家机构调研！3大板块是券商心头好,Wind
363,2021-08-27,持仓风格生变，顶流基金经理盯上“小而美”,Wind
364,2021-08-26,三大白马股业绩“爆雷”，48万股民懵了！,Wind
365,2021-08-26,北向资金连续4日净买入，中国铝业获大幅加仓近12亿元,Wind
366,2021-08-26,逾90家公司进入险资新进持股名单 生长激素龙头长春高新获关注度高,中证报
367,2021-08-26,8大百亿私募二季度买这些股！还能“抄作业”吗？,Wind
368,2021-08-26,险资“新宠”曝光，成长性行业榜上有名,Wind
369,2021-08-25,险资“新宠”名单曝光！这些股票被持有超2000万股,Wind
370,2021-08-25,长春高新：部分董事、高管25日合计增持3.1万股,每日经济新闻
371,2021-08-25,长春高新(000661.SZ)多位董高累计增持15.07万股,智通财经
372,2021-08-24,晚间要闻2021年8月24日星期二,Wind
373,2021-08-24,明星基金隐形重仓股曝光！部分标的被深套,Wind
374,2021-08-24,北向资金买兴增强加仓超53亿元，隆基股份获大幅净买入超13亿元,Wind
375,2021-08-23,长春高新：公司产品线中目前有儿童营养品相关产品,每日经济新闻
376,2021-08-23,机构买入评级大幅扩围，64股看涨逾70%,Wind
377,2021-08-23,医药生物行业：药明康德、迈瑞医疗等市值底部已现 无需恐慌,新浪
378,2021-08-23,8月备受基金公司关注的三个行业：医药医疗、电气设备、工业机械,制药网
379,2021-08-23,基金公司密集调研医药股,中国基金报
380,2021-08-20,长春高新现1笔大宗交易 共成交297.97万元,新浪
381,2021-08-20,产经报道｜“生长激素”：催生了市场，催长了风险,财经网
382,2021-08-19,国盛证券维持长春高新买入评级：业绩符合预期，金赛增长强劲，关注潜在估值修复行情,每日经济新闻
383,2021-08-19,这些股被盯上了！刘彦春、胡昕炜、张清华等知名基金经理最新调研来了！,中国基金报
384,2021-08-19,【山证医药】长春高新（000661.SZ）半年报点评：业绩延续高速增长态势，生长激素持续放量,山西证券研究所
385,2021-08-18,长春高新上半年净利增46.85%，明星基金经理葛兰二季度增持42万股,阿尔法工场
386,2021-08-18,“增高针”滥用现象被点名 长春高新：没滥用，没有监管调查,新浪
387,2021-08-18,长春高新今日大宗交易成交1.60万股，成交价283.9元溢价0.0%,Wind
388,2021-08-18,空欢喜一场！这只基金今日上市涨停开盘，结果大部分基民都没赚到！,每日经济新闻
389,2021-08-17,长春高新半年报业绩双位数增长，依然获多家机构看好？,财华社
390,2021-08-17,131股获买入评级 最新:江山欧派,中财网
391,2021-08-17,长春高新跌4.57% 西部证券东莞证券年内高点唱多,中国经济网
392,2021-08-17,长春高新(000661.SZ)第一大股东超达投资解押及再质押2037.81万股,智通财经
393,2021-08-17,长春高新：股东超达投资累计质押3758万股，占其持有公司股份49.39%,每日经济新闻
394,2021-08-17,长春高新(000661)：业绩持续高增速 政策担忧不改行业高景气,新浪
395,2021-08-17,长春高新(000661)：生长激素持续放量 疫苗板块静待新品,新浪
396,2021-08-17,“退市潮”来袭，2021年以来多药企破产、被解散,制药网
397,2021-08-17,东方财富证券：维持长春高新(000661.SZ)“买入”评级 生长激素维持高增 长期市场空间大,智通财经
398,2021-08-17,首创证券维持长春高新买入评级：金赛药业持续高增长，多款疫苗产品上市,每日经济新闻
399,2021-08-17,"东方财富证券维持长春高新买入评级：高毛利率提振业绩,生长激素维持高增长",每日经济新闻
400,2021-08-17,三大报精华摘要：券商持股动向曝光 全国碳市场上线满月,中国财富网
401,2021-08-17,长春高新的“阿喀琉斯之踵”：集采模式下市值缩水超800亿元,证券日报
402,2021-08-16,超100家基金公司分别调研海康威视、迈为股份、长春高新,资本邦
403,2021-08-16,长春高新：将围绕基因工程药物、生物疫苗等五大板块布局,e公司
404,2021-08-16,长春高新：预计短期内生长激素产品不会进入国家集采,e公司
405,2021-08-16,长春高新：相关报道对公司实际生产经营不会产生重大影响,e公司
406,2021-08-16,长春高新：生长激素不存在滥用问题,e公司
407,2021-08-16,太平洋维持长春高新买入评级：生长激素高景气，盈利能力稳定提升,每日经济新闻
408,2021-08-16,长春高新：生长激素具有良好的安全性,e公司
409,2021-08-16,长春高新：生长激素与与大家印象中的副作用较大的“激素类药物”等并不是一个概念,e公司
410,2021-08-16,光大证券：维持长春高新(000661.SZ)“买入”评级 百克生物登陆科创板 利于疫苗业务长远发展,智通财经
411,2021-08-16,长春高新董秘回应媒体关于“生长激素”报道,Wind
412,2021-08-16,国金证券维持长春高新买入评级，业绩超预期，盈利能力持续优化,每日经济新闻
413,2021-08-16,如何看待和理解媒体关于“生长激素”报道？长春高新董秘回应,e公司
414,2021-08-16,医药生物行业周报：医疗服务三问三答 何时会出现板块性机会？,新浪
415,2021-08-16,【e公司微访谈】长春高新：生长激素产品安全性良好 预计短期内不会进入国家集采,e公司
416,2021-08-16,国金证券：维持长春高新(000661.SZ)“买入”评级 生长激素增长强劲 疫苗业务或持续增长,智通财经
417,2021-08-16,中泰证券：维持长春高新(000661.SZ)“买入”评级 业绩符合预期 生长激素高增,智通财经
418,2021-08-16,长春高新接受98家机构调研！短期主力资金净流入，市场资金早已察觉,每日经济新闻
419,2021-08-16,中航证券给予长春高新买入评级，2021半年报点评，近期获8份券商研报关注，目标均价涨幅63.42%,每日经济新闻
420,2021-08-16,明日机构最看好的六大黑马,证券之星
421,2021-08-16,东莞证券维持长春高新推荐评级：2021H1 业绩符合预期，后续发展动力足,每日经济新闻
422,2021-08-16,聚焦半年报｜长春高新盈利19亿，9成来自生长激素，近期陷增高针风波,网易
423,2021-08-16,国信证券：维持长春高新(000661.SZ)“买入”评级 业绩略超预期 生长激素高增长,智通财经
424,2021-08-16,长春高新(000661)2021年半年报点评：业绩略超预期 生长激素高增长,新浪
425,2021-08-16,兴业证券：予长春高新(000661.SZ)“增持”评级 中报业绩符合预期 金赛延续高增长,智通财经
426,2021-08-16,每日“药”闻|两款新冠疫苗加强针获FDA紧急使用授权；长春新高、凯莱英公布半年报,读懂财经
427,2021-08-16,医药生物行业：关注CXO新秀 重点推荐皓元医药、诺泰生物等,新浪
428,2021-08-16,长春高新：将努力通过提升用户体量等方式确保公司业绩,Wind
429,2021-08-16,西南证券维持长春高新买入评级：业绩高速增长，生长激素持续放量,每日经济新闻
