,2021-12-31,A股资金流向：市场完美红盘收官，指数波澜不惊,Wind
309,2021-12-15,76只港股获南向资金大比例持有（附名单）,钢企网
310,2021-12-14,芯片界的“印钞机”，独揽苹果5nm订单，11个月吸金3289亿,搜狐
311,2021-12-14,两市共发生240宗大宗交易 机构抢筹这些个股,第一财经
312,2021-12-14,12月14日港股通净买入16.99亿港元,证券时报网
313,2021-12-14,港股通12月14日成交活跃股名单,证券时报网
314,2021-12-14,科创板股今日大宗交易成交明细,证券时报网
315,2021-12-14,"中芯国际现1笔大宗交易 共成交1,170.00万元",新浪
316,2021-12-14,【聪明钱】青岛啤酒股份(00168)全日获市场资金净流入4.65亿元,和讯
317,2021-12-14,一流科技入选2021“海淀明日之星”榜单,凤凰网
318,2021-12-14,上海新阳：公司三季度净利润减少主要是持有的中芯国际股份价格波动导致的浮盈减少 盈利能力下降,每日经济新闻
319,2021-12-14,华特气体上演20cm涨停！这一领域“卡脖子”，国产化率仅12%,和讯
320,2021-12-14,A股主力资金流向：净流出额创一个半月新高，新能源、周期股集体遭抛售,Wind
321,2021-12-14,又一批科创板个股新纳入沪股通 北向资金首日买入情况如何？,财联社
322,2021-12-14,【异动股】中芯国际(00981.HK)跌3.12%,财华社
323,2021-12-14,三大运营商将“会师”A股！中国移动12月22日申购，募资超中国电信,金融界
324,2021-12-14,中国移动拟发行不超过8.46亿股，或成近十年来A股最大IPO,资本邦
325,2021-12-14,中国移动IPO申请获核准 5G网络建设成募投重头戏,财联社
326,2021-12-14,江苏省科创板总市值突破万亿、上市企业达70家,证券之星
327,2021-12-14,大众公用(600635.SH/01635.HK)：多重政策利好助力，公用创投迈入新阶段,格隆汇
328,2021-12-14,【银河电子傅楚雄/王恺】行业周报丨硅片出货创历史新高，未来仍面临供需缺口,中国银河证券研究
329,2021-12-14,万亿巨无霸来袭!央视给元宇宙降温,中财网
330,2021-12-14,个基研究之恒生互联网ETF(513330)：指数底部经反复确认有望触底回升,金融界
331,2021-12-13,首家三地上市企业要来了！百济神州上市在即！首发募资额系科创板第二,北京商报
332,2021-12-13,【华西电子孙远峰团队-行业点评】智能驾驶升级，VR/AR、Mini LED背光加速渗透,远峰电子
333,2021-12-13,93年就投资了中芯国际的他号称“亚洲投资教父”“半世慈善家”,新浪
334,2021-12-13,今天的创业板50成分股，更新啦,魔都资产管理人
335,2021-12-13,中芯国际深圳买地建12英寸晶圆厂：2010万元拿下34703.84平米 均价不到580,快科技
336,2021-12-13,4只科创板股尾盘主力资金净流入超1000万元,证券时报网
337,2021-12-13,9只科创板个股主力资金净流入超3000万元,证券时报网
338,2021-12-13,黄金坑已现！港股创新低后，该布局了吗？,小白读财经
339,2021-12-13,通信电子行业周观点：消费电子趋势渐起 通信行业关注中天科技和海兰信,光大证券
340,2021-12-13,A股主力资金流向：电力股获资金抢筹，新能源持续回暖,Wind
341,2021-12-13,又有瓜吃了！小魔女，分手了,和讯
342,2021-12-13,总规模突破万亿之后，这只ETF又有大动作,和讯
343,2021-12-13,中国芯的困境：设计、封测达到5nm，但是制造困在了14nm无法前进,Ofweek
344,2021-12-13,中华半导体芯片指数纳入中芯国际 芯片ETF投资价值进一步凸显,金融界
345,2021-12-13,格芯(GFS.US)大股东Mubadala：未来10年，半导体行业有望呈指数级增长,智通财经
346,2021-12-13,阿布扎比主权基金：全球半导体行业规模将有望呈指数级增长,财联社
347,2021-12-13,A股融资融券日报：两融余额增加0.16亿元（12月10日）,Wind
348,2021-12-13,公司调研|重金投入“光刻”技术 上海新阳何时“刻”出光鲜业绩？,财联社
349,2021-12-13,中芯国际创始人张汝京去徐州做氮化镓了？本人回应：未参与,快科技
350,2021-12-13,至纯科技“出资1.5亿投资私募基金”披露失误，公司副总裁竟是该私募管理人董事！,环球老虎财经
351,2021-12-12,“茅”涨“宁”跌，本周喝酒行情又起！明年经济工作定调下，跨年行情布局策略看这里丨板块拾金,第一财经
352,2021-12-12,电子行业周报：景气度分化 重点看好半导体(设备/汽车/特种)+汽车电子+新硬件龙头,新浪
353,2021-12-12,下周13只新股可申购，EDA“小龙头”服务四大晶圆厂,Wind
354,2021-12-12,高通全球CEO安蒙：如何打好手里这副微妙的牌？,新浪
355,2021-12-11,袁国宝：天津，一座跌出GDP前十的城市,新浪
356,2021-12-11,紫光重组接盘方落定，两“白衣骑士”有关联，曾联手收购大赚百亿,AI财经社
357,2021-12-11,破发潮退去，下周13只新股开启申购，涉及EDA、激光器、MIM等科技领域,财联社
358,2021-12-11,入局不到两年，这家CVC一单就赚26倍，还投了个“隐形独角兽”,投中网
359,2021-12-10,缺芯！缺芯！缺芯！如何应对这一世纪难题？,证券日报网
360,2021-12-10,科创板新股再现破发 “绿鞋机制”有望被广泛应用,大众证券报
361,2021-12-10,麒麟9006C芯片后，华为又一旗舰芯片现身！,搜狐
362,2021-12-10,2021中国证券公司金牛奖揭晓 海通证券获“金牛证券公司”奖,中证网
363,2021-12-10,后摩尔时代：三代半导体的崛起,财华社
364,2021-12-10,IPO专题：新股精要-国内EDA前沿企业概伦电子,新浪
365,2021-12-10,青岛啤酒股份近一个月首次上榜港股通成交活跃榜,证券时报网
366,2021-12-10,12月10日涨停板个股涨停原因揭秘,搜狐
367,2021-12-10,益学堂：权重熄火，题材股回暖，市场风格将会再变？（收评）,搜狐
368,2021-12-10,数据复盘｜主力资金撤离医药生物、非银金融等行业 北向资金抢筹贵州茅台、东方财富等,证券时报网
369,2021-12-10,"中芯国际现2笔大宗交易 共成交3,972.42万元",新浪
370,2021-12-10,数据|科创板主力资金净流出208股 铁建重工流出率最高,财联社
371,2021-12-10,今日这些个股异动 主力加仓有色金属 抛售医药等,第一财经
372,2021-12-10,A股资金流向：热门题材炒作升温，新能源集体回暖,Wind
373,2021-12-10,巨丰资金流向：两市呈现窄幅调整 242亿主力资金出逃！,搜狐
374,2021-12-10,12月10日复盘：缩量小幅震荡市场热点切换频繁 主力资金出击13股,新浪
375,2021-12-10,工信部：切实推动新材料产业创新发展取得新进展和新成效,Wind
376,2021-12-10,1311亿资金争夺20股：主力资金重点出击13股(名单),新浪
377,2021-12-10,东芯股份今日登陆科创板 业界看好公司发展前景,上证报
378,2021-12-10,12月10日两市主力增持前50只个股,证券之星
379,2021-12-10,科创板收评：光伏板块集体大涨 科创50指数收涨0.08%,财联社
380,2021-12-10,12月10日午后主力巨资抢筹四大板块(附股),金融界
381,2021-12-10,12月10日午后两市净流入前20股(名单),金融界
382,2021-12-10,主力尾盘持续加仓电力股 抛售券商板块,第一财经
383,2021-12-10,华特气体(688268)事件点评：设立西南总部 扩大业务版图强化区位优势,新浪
384,2021-12-10,上市大涨58.42% 存储芯片厂商东芯股份今日正式登陆科创板,C114通信网
385,2021-12-10,干货！2021年中国电子特种气体行业龙头企业对比：金宏气体PK华特气体 谁是中国“电子特气之王”？,证券之星
386,2021-12-10,12月10日午盘两市净流入前20股(名单),金融界
387,2021-12-10,走进北京长城：网信产业的自主创新机遇 | 总编会客厅,钛媒体
388,2021-12-10,把握市场需求推动工艺节点的持续演进 概伦电子启动科创板上市,证券日报网
389,2021-12-10,12月10日早盘主力巨资抢筹四大板块(附股),金融界
390,2021-12-10,12月10日早盘两市净流入前20股(名单),金融界
391,2021-12-10,光伏板块逆势走强，双创龙头ETF（588330）连涨三天！,资本邦
392,2021-12-10,晶圆代工：产能仍将吃紧 市场规模或再创新高,中国电子报
393,2021-12-10,A股融资融券日报：两融余额增加7.33亿元（12月9日）,Wind
394,2021-12-10,2只科创板新股今日上市 开盘最大涨幅为65.67%,证券时报网
395,2021-12-10,中国平安连续两日出现溢价大宗交易，跨年蓝筹行情开始了？,第一财经
396,2021-12-10,注册制新股纵览：概伦电子：全球知名的EDA企业,新浪
397,2021-12-10,芯片ETF成分股调整的“大地震”,微信
398,2021-12-10,【数读IPO】背靠南方电网，市盈率79倍企业今日申购，另有“暂无营收”医药股上市,财联社
399,2021-12-09,3只科创板个股主力资金净流入超亿元,证券时报网
400,2021-12-09,11只科创板股尾盘现大额资金净流入,证券时报网
401,2021-12-09,科创板股今日大宗交易成交明细,证券时报网
402,2021-12-09,"中芯国际现1笔大宗交易 共成交5,923.50万元",新浪
403,2021-12-09,A股资金流向：金融、消费持续回暖，外资助推风格切换,Wind
404,2021-12-09,鄂股聚焦｜封测设备赛道国产化提速 精测电子膜厚产品开始批量化生产,21经济网
405,2021-12-09,中科院自研RISC-V芯片：28nm，性能可以媲美10nm的华为麒麟970？,Ofweek
406,2021-12-09,英伟达、英特尔切入智能汽车产业，智能驾驶芯片背后的资本身影,Ofweek
407,2021-12-09,缺芯何时解，各方怎么说，半导体凛冬已过？,Ofweek
408,2021-12-09,传晶瑞电材购入KrF光刻机，国产光刻胶迎来重大突破,Ofweek
409,2021-12-09,辞任中芯国际独立董事后，杨光磊加盟英特尔 董监高成员变化,第一家电网
410,2021-12-09,2022晶圆代工业：可以预见的内卷,维库电子市场
411,2021-12-09,半导体行业研究周报-第三代半导体：新能源汽车变革加速 长景气供需共振,新浪
412,2021-12-09,盛美上海(688082)：差异化技术打造国产清洗设备龙头,新浪
413,2021-12-09,精测电子：公司出机中芯国际两台设备仍处在正常调试验证中,C114通信网
414,2021-12-09,A股融资融券日报：两融余额增加42.4亿元（12月8日）,Wind
415,2021-12-09,张忠谋“炮轰”基辛格：还有5年就要退休，难带英特尔重返辉煌,IT时代网
416,2021-12-09,新能源巨头：锂电池供给极度紧张！官方数据释放重磅信号,Wind
417,2021-12-09,2500亿新能源巨头爆料：锂电池供给极度紧张！官方最新数据表明，新能源车渗透率超20%，芯片不再是产能软肋,券商中国
418,2021-12-09,“绿鞋”护航8只新股走稳 穿“鞋”新股有望增多,证券日报
419,2021-12-08,Intel 拆出500亿美元的Mobileye，百度 Apollo们会效仿吗？,36氪
420,2021-12-08,抄底港股为时尚早？基金年内最多跌四成，在美中概股赴港带来机会几何？,华夏时报
421,2021-12-08,【华西电子孙远峰-每日观点&资讯】（2021-12-09）,远峰电子
422,2021-12-08,泊寓跨界李宁，打造国潮运动主题租赁社区，开业当天即满租,奥一网
423,2021-12-08,面临着被摘牌的危机，美国人才知道FF是造车骗局？,Ofweek
424,2021-12-08,精测电子（300567.SZ）：半导体检测设备关键零部件交付周期延长 上海精测膜厚产品已取得国内一线客户的批量重复订单,智通财经
425,2021-12-08,沪深300、中证500指数12月10日迎来重磅调整！如何把握机会？,资本邦
426,2021-12-08,【聪明钱】中国电力(02380)全日获市场资金净流入3.37亿元,和讯
427,2021-12-08,A股资金流向：市场缩量普涨，价值“茅”走出持续行情,Wind
428,2021-12-08,CINNO Research：2021年全球晶圆代工市场规模或达1057亿美元，同比增28%,智通财经
429,2021-12-08,云服务上线15年 亚马逊自研芯片完整布局,中国经营报
430,2021-12-08,电子行业2022年投资策略：半导体创新与国产化并重 汽车、VR／AR空间广阔,新浪
431,2021-12-08,概伦电子：拟发行约4338万股，客户包括台积电、三星、中芯国际等,Ofweek
432,2021-12-08,兴发集团：控股子公司具备3万吨/年电子级磷酸产能，主要向芯片厂商销售,每日经济新闻
433,2021-12-08,兴发集团：控股子公司湖北兴福电子材料具备3万吨/年电子级磷酸产能,财联社
434,2021-12-08,新经济扫描 | 传B站计划开拓直播带货；腾讯推出游戏发行新品牌,富途证券
435,2021-12-08,EDA领军企业概伦电子今日启动招股 拟发行4338万股A股,证券时报网
436,2021-12-08,全球晶圆代工厂产值再创新高，IDC降低2022年全球智能手机出货量预期,新浪
437,2021-12-08,【电子】电子行业2022年度策略—产业向新常态回归，聚焦高成长赛道,中银证券研究
438,2021-12-08,东方证券：半导体创新与国产化并重，供应链重塑带来新机遇,财联社
439,2021-12-08,【干货】电池管理系统行业产业链全景梳理及区域热力地图,证券之星
440,2021-12-08,A股融资融券日报：两融余额减少43.44亿元（12月7日）,Wind
441,2021-12-08,大基金二期频出手，这类芯片价格创六年新高，高增长概念股名单出炉,Wind
442,2021-12-08,东吴证券：给予盛美上海增持评级,证券之星
443,2021-12-08,天风Morning Call·晨会集萃·20211208,天风研究
444,2021-12-08,芯片涨价态势持续 北上资金增持概念股,证券时报
