,2021-12-31,福耀玻璃董事长曹德旺呼吁企业家们把钱拿出来分享,阿尔法工场
289,2021-08-09,【券商聚焦】招商证券升福耀玻璃(03606)目标价4% 看好长赛道垄断优势及科创属性,和讯
290,2021-08-09,太平洋证券：予福耀玻璃(600660.SH)“买入”评级 业绩环比稳步提升 未来有望受益天幕玻璃普及,智通财经
291,2021-08-09,招商证券：维持福耀玻璃(03606)“买入”评级 目标价升4%至78港元,智通财经
292,2021-08-09,警惕！新能源主题基金，重仓股估值处于历史高位,Wind
293,2021-08-09,70股获券商买入评级，保利地产目标涨幅达100%,Wind
294,2021-08-08,福耀玻璃(600660)：汽玻龙头H1业绩稳健 科技玻璃拓展成长空间,新浪
295,2021-08-07,福耀玻璃 | 2021H1：业绩环比增长 汽玻二次成长【华西汽车 崔琰团队】,汽车琰究
296,2021-08-06,福耀玻璃半年报点评：业绩符合预期，市场份额稳中有升【国信汽车】,微信
297,2021-08-06,业绩增长反跌停，福耀玻璃未来路好走吗 盈利能力下降,格隆汇
298,2021-08-06,福耀玻璃(600660)2021年中报点评：成本得到有效控制 H1净利同比高增长,新浪
299,2021-08-06,福耀玻璃上半年业绩暴涨，光伏项目却陷入停滞,Ofweek
300,2021-08-06,华西证券维持福耀玻璃买入评级：业绩环比增长汽玻二次成长,每日经济新闻
301,2021-08-06,福耀玻璃(600660)2021年中报点评：业绩符合预期 长期看好汽车玻璃创新产品,新浪
302,2021-08-06,申万宏源：维持福耀玻璃(600660.SH)“买入”评级 汽车玻璃ASP长期有望量价齐升,智通财经
303,2021-08-06,招商证券：维持福耀玻璃(600660.SH)“强烈推荐-A”评级 海外工厂产量、净利率齐升,智通财经
304,2021-08-06,花旗：福耀玻璃(3606.HK)上半年业绩强劲 升目标价至71港元,格隆汇
305,2021-08-06,46股获买入评级 最新:安井食品,中财网
306,2021-08-06,福耀玻璃(600660)：汽玻ASP持续提升 美国福耀改善亮眼,新浪
307,2021-08-06,福耀玻璃(03606)绩后跌超5% 瑞信认为估值偏高 下调评级至“跑输大市” 投资评级恶化,智通财经
308,2021-08-06,【券商聚焦】大摩维持福耀玻璃(03606)“与大市同步”评级 指次季盈利低于市场预期 盈利能力下降,和讯
309,2021-08-06,港股异动丨福耀玻璃(3606.HK)跌4.5% 绩后遭大行唱空 认为估值过高,格隆汇
310,2021-08-06,福耀玻璃(600660)：Q2利润同比+81% 毛利率同比改善,新浪
311,2021-08-06,福耀玻璃(600660)：二季度业绩环比改善 长期新兴成长可期,新浪
312,2021-08-06,福耀玻璃(600660)：中报业绩超预期 浇灌时间的玫瑰,新浪
313,2021-08-06,福耀玻璃(600660)：高附加值产品持续提升,新浪
314,2021-08-06,平安证券维持福耀玻璃推荐评级：高附加值产品占比持续提升,每日经济新闻
315,2021-08-06,【2021中报点评/福耀玻璃】Q2利润同比+81%，毛利率同比改善,东吴汽车黄细里团队
316,2021-08-06,【异动股】福耀玻璃 (03606.HK)跌3.18%,财华社
317,2021-08-06,国泰君安：维持福耀玻璃(600660.SH)“增持”评级 目标价64.13元,智通财经
318,2021-08-06,瑞信：下调福耀玻璃(03606)至“跑输大市”评级 目标价45港元 投资评级恶化,智通财经
319,2021-08-06,东莞证券维持福耀玻璃推荐评级：成本得到有效控制，H1净利同比高增长,每日经济新闻
320,2021-08-06,大和：维持福耀玻璃(03606)“买入”评级 目标价升37.3%至70港元,智通财经
321,2021-08-06,半年报解读|福耀玻璃H1净利增逾8成 汽车市场下半年仍面临增长压力,财联社
322,2021-08-06,开源证券：维持福耀玻璃(600660.SH)“买入”评级 玻璃业务稳步增高 饰条业务贡献增量,智通财经
323,2021-08-06,天风证券：维持福耀玻璃(600660.SH)“买入”评级 产品量价齐升 业绩符合预期,智通财经
324,2021-08-06,A股早报2021年8月6日星期五,Wind
325,2021-08-06,瑞信：将福耀玻璃A股评级下调至落后大盘,Wind
326,2021-08-06,福耀玻璃(600660)：业绩超预期 美国工厂盈利创历史新高,新浪
327,2021-08-06,【天风汽车】福耀玻璃：业绩符合预期，高增长仍在延续,微信
328,2021-08-06,福耀玻璃 - 环比稳步提升，持续看好公司二次成长曲线【太平洋汽车白宇团队】中报点评,白宇汽车行研
329,2021-08-06,福耀玻璃上半年营收破百亿 净利增逾八成,证券时报
330,2021-08-05,智通港股公告精选︱(8.5)中芯国际二季度纯利同比增长近4倍至6.88亿美元 山东黄金附属斥逾71亿元收购多个矿业公司股权,智通财经
331,2021-08-05,晚间重要公告2021年8月5日星期四,Wind
332,2021-08-05,汽车行业：21H1天幕渗透率继续提升 推荐福耀玻璃,新浪
333,2021-08-05,福耀玻璃上半年净利同比大增83.54% 汇金退出前十大股东,每日经济新闻
334,2021-08-05,受益于汽车市场复苏 福耀玻璃上半年实现净利润17.7亿元,e公司
335,2021-08-05,福耀玻璃：中期盈利17.69亿人民币，同比增长83.57%,Wind
336,2021-08-05,晚间公告｜8月5日这些公告有看头,第一财经
337,2021-08-05,【3606】福耀玻璃上半年录盈利17.7亿元人民币大升84% | 头条金融网,头条日报
338,2021-08-05,【港股通】福耀玻璃(03606)上半年扣非后净利大涨109.79%至16.6亿元 营收同比增长42%,和讯
339,2021-08-05,福耀玻璃(03606.HK)上半年净利升83.57%至17.69亿元,格隆汇
340,2021-08-05,福耀玻璃(03606)中期归母净利同比增长83.54%至17.69亿元,智通财经
341,2021-08-05,福耀玻璃(03606)拟注销福耀国际,智通财经
342,2021-08-05,福耀玻璃(03606)：FYSAM饰件吸收合并FYSAM德国,智通财经
343,2021-08-05,福耀玻璃(03606.HK)：拟以FYSAM饰件为主体吸收合并FYSAM德国,格隆汇
344,2021-08-05,福耀玻璃(600660.SH)拟以FYSAM饰件为主体吸收合并FYSAM德国,智通财经
345,2021-08-05,福耀玻璃：2021年半年度净利润约17.69亿元，同比增加83.54%,每日经济新闻
346,2021-08-05,福耀玻璃(600660.SH)上半年净利升83.54%至17.69亿元,格隆汇
347,2021-08-05,福耀玻璃：上半年净利17.69亿元 同比增长83.54%,格隆汇
348,2021-08-05,福耀玻璃半年报：净利润同比增长83.54%,e公司
349,2021-08-05,福耀玻璃：上半年净利17.69亿元 同比增长84%,财联社
350,2021-08-05,福耀玻璃：注销全资子公司福耀国际,Wind
351,2021-08-05,福耀玻璃中报：上半年净利润17.69亿元，同比增长83.54%,Wind
352,2021-08-04,【异动股】福耀玻璃 (03606.HK)涨3.3%,财华社
353,2021-08-03,智通港股研报精读(08.03) | 看好家电板块龙头股、汽车玻璃龙头股和重卡龙头股,智通财经
354,2021-08-03,汽车行业周报：宁德时代钠离子电池发布 特斯拉二季报持续盈利,新浪
355,2021-08-03,【异动股】福耀玻璃 (03606.HK)涨3.06%,财华社
356,2021-08-02,汽车行业周报：业绩超预期后再降价+特斯拉产业链东风再起,新浪
357,2021-08-02,兴业证券：7月金股组合亏损2.87% 8月荐股名单出炉 亏损,新浪
358,2021-08-02,汽车及零部件行业周报：新能源支持预期加码 智能网联汽车路测规范发布,新浪
359,2021-08-02,【异动股】福耀玻璃 (03606.HK)涨3.04%,财华社
360,2021-07-30,21H1乘用车市场回顾：需求持续修复 结构特征明显,广发证券
361,2021-07-29,国信证券金股推荐：2021年8月各行业金股推荐汇总,新浪
362,2021-07-28,【异动股】福耀玻璃 (03606.HK)涨3.31%,财华社
363,2021-07-28,特斯拉系列之二十：Q2利润端超预期 智能驾驶技术革新加速变现,新浪
364,2021-07-28,汽车行业周报：新能源车引领轻量化赛道,新浪
365,2021-07-27,汽车行业-21年6月新能源乘用车渗透率再创新高：新能源汽车数据点评系列十一,广发证券
366,2021-07-27,【异动股】福耀玻璃(03606.HK)跌3.02%,财华社
367,2021-07-26,福耀玻璃将采购鸿星尔克夏季工服 负责人：敬佩鸿星尔克精神,快科技
368,2021-07-23,【异动股】福耀玻璃(03606.HK)跌4.4%,财华社
369,2021-07-23,汽车行业：迎接智能化拐点时刻,新浪
370,2021-07-23,福耀玻璃：公司具备背板玻璃的生产技术,财联社
371,2021-07-23,福耀玻璃：计划将于2021年8月6日披露半年报,每日经济新闻
372,2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
373,2021-07-22,新格局下乘用车行业系列报告之八：新机遇、新路径下的中国品牌向上,广发证券
374,2021-07-22,【异动股】福耀玻璃(03606.HK)涨3.28%,财华社
375,2021-07-22,暴赚8700亿！二季度公募基金23万亿创新高,Wind
376,2021-07-22,主要汽车公司中报前瞻：预计下半年优质整车和零部件均将迎来补库行情,新浪
377,2021-07-22,公募二季度重仓白酒医药新能源，明显增持新材料板块,Wind
378,2021-07-21,2021年6月汽车销量总结：6月批售整体承压 新能源乘用车加速渗透,新浪
379,2021-07-21,智通港股研报精读(07.21) | 看好新能源汽车龙头公司、汽车玻璃龙头股和有色金属龙头股,智通财经
380,2021-07-21,汽车行业周报：上海“十四五”万亿汽车产业目标 特斯拉光储充一体化充电站首秀,新浪
381,2021-07-21,7月月报：21H1重卡累计销量较19H1 增长59% 新能源车维持高景气,广发证券
382,2021-07-21,【异动股】福耀玻璃(03606.HK)涨3.14%,财华社
383,2021-07-20,又一基金名将认错与反思：迎来史上业绩最差季度，朱少醒、梁浩、袁芳、陈皓、归凯等各自亮出最新持仓,财联社
384,2021-07-20,【3606】福耀玻璃已发行4亿人币超短期融资券|头条金融网,头条日报
385,2021-07-20,福耀玻璃(03606.HK)拟8月5日举行董事局会议 审核中期业绩,格隆汇
386,2021-07-20,福耀玻璃：将于2021年8月5日（星期四）举行董事局会议,Wind
387,2021-07-20,福耀玻璃(600660.SH)完成发行4亿元超短期融资券,智通财经
388,2021-07-20,傅鹏博、赵枫、冯明远等顶流基金经理最新重仓股曝光,Wind
389,2021-07-20,汽车行业2021年6月汽车数据解读及投资展望：新能源汽车销量再创历史新高,新浪
390,2021-07-19,“数据会说话”之2021年6月数据解读：6月社零数据略好于预期 必需品消费改善但通胀高增仍持续抑制可选商品消费,新浪
391,2021-07-19,汽车行业周报：行业复苏逻辑不变 短期挖掘中报超预期,新浪
392,2021-07-19,【异动股】福耀玻璃(03606.HK)跌3.93%,财华社
393,2021-07-19,民生汽车周报：积分压力下 看好2021新能源车销量增长,新浪
394,2021-07-19,汽车行业周报：台积电21Q2汽车MCU收入继续环比向上 小鹏P5公布预售价格,新浪
395,2021-07-18,汽车行业：21年数据点评系列十五：乘用车终端需求稳步复苏 自主份额持续提升,广发证券
396,2021-07-18,智能电动汽车7月策略：传统车企明显加速 看好自主崛起,新浪
397,2021-07-18,汽车行业周报：7月前两周累计批发同比-18% 看好自主崛起,新浪
398,2021-07-18,曹德旺貌似比双汇集团万隆幸运 接班人问题虽然曲折但很满意,运营商财经网
399,2021-07-16,【异动股】福耀玻璃(03606.HK)涨4.33%,财华社
400,2021-07-16,【行情】港股光伏板块走强，洛阳玻璃股份涨超8%，福耀玻璃、新特能源涨超4%，信义玻璃涨2.75%，福莱特玻璃涨1.71%,金十数据
401,2021-07-16,数据解放生产力——琰究汽车数据系列（2021年6月）【华西汽车 崔琰团队】,汽车琰究
402,2021-07-15,汽车行业周报：新势力销量创新高 电动智能变革加速,新浪
403,2021-07-15,大幅净卖出后124亿外资重新杀回A股，金融、白酒等大蓝筹获抢筹,Wind
404,2021-07-15,福耀玻璃(600660.SH)完成发行2亿元2021年度第三期超短期融资券,智通财经
405,2021-07-15,新能源车深度报告：电动化加速 拥抱大时代,新浪
406,2021-07-14,海达股份携手福耀铝件 建立长期战略合作关系,上证报
407,2021-07-14,宁德时代：信仰筑起“刚性泡沫”？,腾讯网
408,2021-07-14,海达股份：与福耀玻璃子公司签署合作框架协议,e公司
409,2021-07-14,恒指高开低走收跌0.63%，医药、手游股逆市走强,Wind
410,2021-07-14,【异动股】福耀玻璃(03606.HK)跌3.71%,财华社
411,2021-07-14,【行情】港股特斯拉概念股齐挫，赣锋锂业、比亚迪股份跌7%，敏实集团跌5.63%，耐世特跌5.56%，福耀玻璃跌5%，雅迪控股跌4.35%，力劲科技跌3.41%,金十数据
412,2021-07-13,汽车行业周报：6月新能源汽车产销创新高 全年有望超240万辆,新浪
413,2021-07-12,汽车行业周报：6月新能源超预期 自主品牌缺芯缓解,新浪
414,2021-07-12,汽车行业周报：6月新能源汽车销量表现亮眼,新浪
415,2021-07-12,汽车行业：全球新能源政策加码 上调销量预期,新浪
416,2021-07-12,汽车行业月度销量点评：6月销量符合预期 最差时间已经过去,新浪
417,2021-07-12,汽车及零部件行业：特斯拉推出新产品 新能源汽车高景气度有望延续,新浪
418,2021-07-11,低估的通胀传导；植发行业深度丨一周重点研究报告,开源证券研究所
419,2021-07-09,智通港股研报精读(07.09) | 关注汽车、有色金属和玻璃板块龙头公司,智通财经
420,2021-07-09,开源晨会0709丨中报业绩超预期，财富管理是长期投资主线；青鸟消防、上海贝岭、福耀玻璃等,开源证券研究所
421,2021-07-08,开源证券首予福耀玻璃买入评级，公司首次覆盖报告：饰条业务拐点将至，汽玻龙头再度起航,每日经济新闻
422,2021-07-08,【兴证海外汽车】2021中期策略：短期关注芯片短缺改善，长期布局结构性机会,张忆东策略世界
423,2021-07-08,兴证海外汽车2021中期策略：短期关注芯片短缺改善（附股）,张忆东策略世界
424,2021-07-08,【异动股】福耀玻璃(03606.HK)跌4.53%,财华社
425,2021-07-08,港股投资日历：朗诗绿色生活、康诺亚-B今日上市,Wind
426,2021-07-07,【异动股】福耀玻璃(03606.HK)涨5.71%,财华社
427,2021-07-07,【行情】港股特斯拉概念股普涨，雅迪控股涨6.86%，福耀玻璃现涨5.61%，赣锋锂业涨3.46%，比亚迪股份现涨2.06%，敏实集团涨1.71%，恒大汽车涨1.64%,金十数据
428,2021-07-07,财联社7月7日讯，港股光伏太阳能股短线拉升，福莱特玻璃涨超5%，福耀玻璃涨超3%。,财联社
429,2021-07-07,【行情】港股光伏太阳能股短线拉升，福莱特玻璃涨超4%，福耀玻璃涨超3%，新特能源涨超2%,金十数据
