,2021-12-30,大化工专题策划二|能控纠偏煤化龙头有望长期走强 煤氢联动成行业新看点,财联社
275,2021-08-11,11只氢能股涨停：谁会是万亿市值“氢茅”？全柴动力称大规模商业化还早,时代财经
276,2021-08-11,煤基产业链全面开花 宝丰能源上半年净利大增78.46%,搜狐
277,2021-08-11,134股获买入评级 最新:东方雨虹,中财网
278,2021-08-11,今年以来美锦能源股价已经翻倍，多位明星基金经理重仓,Wind
279,2021-08-11,安信证券维持宝丰能源买入评级：碳治理先行，扩产及新材料开发并进,每日经济新闻
280,2021-08-11,宝丰能源上半年净利同比增78.46%，参与认购“中国化学”,第一财经
281,2021-08-11,宝丰能源(600989)：2021H1归母净利润37.33亿元同比增长78.46% 多种产品价格大幅上升,新浪
282,2021-08-11,兴业证券：维持宝丰能源(600989.SH)“买入”评级 主营产品价格上涨 业绩创新高,智通财经
283,2021-08-11,继宝丰能源之后 考克利尔竞立又为法国液化空气定制5台制氢设备,北极星电力
284,2021-08-11,中国化学(601117)：混改加快创新驱动 产业链挖潜可期,新浪
285,2021-08-11,氢能源概念持续拉升，工信部将制定氢能发展战略丨牛熊眼,第一财经
286,2021-08-11,申港证券维持宝丰能源买入评级，宝丰能源2021年中报点评：业绩表现亮 眼，成长依旧可期,每日经济新闻
287,2021-08-11,宝丰能源(600989)：降本增效业绩创新高 深化碳中和绿色成长,新浪
288,2021-08-11,开源证券：维持宝丰能源(600989.SH)“买入”评级 主营产品收入大增 业绩同比大增,智通财经
289,2021-08-11,群益证券给予宝丰能源买进评级：Q2业绩再创新高，氢能产业助力绿色发展,每日经济新闻
290,2021-08-11,开源证券维持宝丰能源买入评级，近期获12份券商研报关注，目标均价涨幅17.2%,每日经济新闻
291,2021-08-11,开源晨会0811丨货币政策的“稳字当头”；中望软件、爱婴室、宝丰能源等,开源证券研究所
292,2021-08-10,德邦证券维持宝丰能源买入评级：2021H1业绩显着增厚，梯次投产夯实其成长性,每日经济新闻
293,2021-08-10,西南证券首予宝丰能源买入评级：Q2业绩超预期，中期成长确定性强，目标价21.56元,每日经济新闻
294,2021-08-10,【开源煤炭&石化-张绪成】宝丰能源中报点评：业绩同比大增，碳中和背景下优势凸显,能源观察站
295,2021-08-10,宝丰能源拟参与认购中国化学股份 加大科研投入,资本邦
296,2021-08-10,我国将制定氢能发展战略，氢气内燃机有望纳入其中获得支持,Wind
297,2021-08-10,宝丰能源(600989)：21H1盈利创新高 项目扩张助力成长,新浪
298,2021-08-10,华安证券维持宝丰能源买入评级：煤化工巨头积极备战碳中和，行稳致远,每日经济新闻
299,2021-08-10,宝丰能源(600989)：盈利增长 夯实成本优势 持续推进项目进程,国金证券股份有限公司
300,2021-08-10,天风证券维持宝丰能源买入评级：21年H1业绩大增78%，入股中国化学深化碳治理,每日经济新闻
301,2021-08-10,国金证券：维持宝丰能源(600989.SH)“买入”评级 多产品价格提升 带动盈利大幅上行,智通财经
302,2021-08-10,申万宏源：维持宝丰能源(600989.SH)“买入”评级 焦炭量增价稳 成本控制效果显着,智通财经
303,2021-08-10,民生证券维持宝丰能源推荐评级：营收高增长，毛利大幅提升,每日经济新闻
304,2021-08-10,宝丰能源(600989)2021年中报点评：上半年焦炭利润大增 宁东四期扩产规划出炉,新浪
305,2021-08-10,能源化工行业周观点：油价短期波动 两碱等化工品价格继续上行,新浪
306,2021-08-10,宁夏区域股市周报：宁夏建材涨9.70%涨幅第一 宝丰能源市值增长71.13亿,每日经济新闻
307,2021-08-10,【方正化工】宝丰能源2021年中报点评：内蒙项目环评送审，茂金属聚乙烯试产成功,靠谱化工股
308,2021-08-10,国金证券给予宝丰能源买入评级，盈利增长，夯实成本优势，持续推进项目进程,每日经济新闻
309,2021-08-10,A股早报2021年8月10日星期二,Wind
310,2021-08-10,宝丰能源(600989)2021年半年度业绩点评：营收高增长 毛利大幅提升,新浪
311,2021-08-09,宝丰能源公布半年报 上半年净利增加78.46%,新浪
312,2021-08-09,宝丰能源拟参与中国化学定增 认购金额不超过10亿元,北京商报
313,2021-08-09,宝丰能源拟不超10亿元认购中国化学定增,上证报
314,2021-08-09,晚间重要公告2021年8月9日星期一,Wind
315,2021-08-09,宝丰能源(600989.SH)拟参与认购中国化学非公开发行股份不超过10亿元,智通财经
316,2021-08-09,宝丰能源(600989.SH)上半年扣非净利升87.25%至38.70亿元,格隆汇
317,2021-08-09,宝丰能源：拟不超10亿元参与中国化学非公开发行股份认购,财联社
318,2021-08-09,宝丰能源：上半年净利润37.33亿元 同比增78%,e公司
319,2021-08-09,宝丰能源：上半年净利润同比增长78.46%,Wind
320,2021-08-09,"宝丰能源现2笔大宗交易 共成交4,757.78万元",新浪
321,2021-08-09,石油化工行业周报：油价高位震荡 长丝需求回升,新浪
322,2021-08-08,制氢设备供不应求，猪价迎来久违反弹丨明日主题前瞻,第一财经
323,2021-08-07,煤炭行业：煤价/估值/宏观三因素推动煤炭行情持续,新浪
324,2021-08-05,58股获券商买入评级，明新旭腾目标涨幅达85.74%,Wind
325,2021-08-05,隆基、协鑫、阳光纷纷入局，行业规模超10万亿 光伏巨头的另一个战场,世纪新能源
326,2021-08-04,宝丰能源(600989)：煤制烯烃龙头的碳中和路径选择与经济匡算,新浪
327,2021-08-03,宁夏区域股市周报：宝丰能源市值缩水50.6亿 青龙管业跌23.81%跌幅第一 连续下跌,每日经济新闻
328,2021-08-03,银河证券每日晨报,新浪
329,2021-08-02,宝丰能源(600989.SH)：截至7月末累计耗资3亿元回购1954.35万股,格隆汇
330,2021-08-02,宝丰能源：累计回购约1954万股，占比0.27%,每日经济新闻
331,2021-08-02,宝丰能源(600989.SH)斥资3亿元回购0.27%股份,智通财经
332,2021-08-02,宝丰能源：公司的氢能项目目前已部分投产，至今年年底全部投产后，将形成年产2.4亿标方氢气的产能,每日经济新闻
333,2021-08-02,宝丰能源：本公司内蒙古400万吨/年烯烃项目属于国家四个现代煤化工产业示范区中的重点示范项目,每日经济新闻
334,2021-08-02,煤炭石化行业周报：减碳纠偏助力优质项目投放 化纤持续走强,新浪
335,2021-07-30,年产能将达700万吨！宝丰能源打造大规模焦化产业链,国家煤化工网
336,2021-07-28,57股获券商买入评级，三一重工目标涨幅达97.37%,Wind
337,2021-07-27,国金证券首予宝丰能源买入评级：煤化工双轮驱动，产能扩充发展步入快车道，目标价20.01元,每日经济新闻
338,2021-07-27,宁夏区域股市周报：青龙管业涨17.31%涨幅第一 宝丰能源市值增长123.2亿,每日经济新闻
339,2021-07-27,宝丰能源(600989)：煤化工双轮驱动 产能扩充发展步入快车道,国金证券股份有限公司
340,2021-07-26,能源化工行业周观点：油价恢复上行 两碱、磷化工等维持强势,新浪
341,2021-07-26,宝丰能源：红色动力凝聚发展合力,发布易
342,2021-07-25,【华安化工|周报】万华化学再次跻身《财富》中国500强,化工阿尔法
343,2021-07-23,煤炭行业：增持开启 方兴未艾,新浪
344,2021-07-21,7月涨幅最大行业花落谁家？板块中个股业绩、债务2张图看清！,Wind
345,2021-07-21,宝丰能源：公司正在建设的25万吨/年EVA项目，选用巴塞尔高压管式EVA技术，该技术可以生产VA含量30%以内的EVA产品，广泛用于热熔胶、电线电缆、发泡鞋材、功能性棚膜、高端包装膜等领域，其中VA含量20-30%的EVA可用于热熔胶，也就是光伏EVA,每日经济新闻
346,2021-07-21,宝丰能源：公司计划建设30台氢气产能为1000立方米/小时的电解制氢装置,Wind
347,2021-07-21,宝丰能源：油价上涨对公司而言是利好,e公司
348,2021-07-21,宝丰能源：公司原计划建设20台氢气产能为1000立方米/小时的电解制氢装置，每台年产氢气800万立方米，合计年产氢气1.6亿立方米，每年可减少煤炭资源消耗25.4万吨、减少二氧化碳排放约44.5万吨,每日经济新闻
349,2021-07-21,消化行业利空因素 宝丰能源交出超预期中期业绩预告,新浪
350,2021-07-21,宝丰能源上半年净利同比增长超七成,北极星电力
351,2021-07-21,华菱线缆：公司在光伏领域主要与西安隆基、宝丰能源等企业进行合作,每日经济新闻
352,2021-07-21,化工行业周报：纯碱价格持续上行 看好纯碱高景气延续,新浪
353,2021-07-20,宝丰能源中期业绩预计同比增72.08%-81.64% 高端化战略业绩增长可期,中国网
354,2021-07-20,德邦证券维持宝丰能源买入评级：Q2业绩创下新高，成本精准管控筑高长期盈利能力,每日经济新闻
355,2021-07-20,宝丰能源上半年盈利预增72%至82% 先进产能项目顺利推进,上证报
356,2021-07-20,"中报净利料大涨近20亿!宝丰能源涉足光伏材料,数十亿收入增量可期",搜狐
357,2021-07-19,化工点评报告：OPEC+达成协议 油价或将继续上涨,新浪
358,2021-07-19,宁夏区域股市周报：宝丰能源市值增长82.87亿 新日恒力涨11.37%涨幅第一,每日经济新闻
359,2021-07-19,宝丰能源(600989)：受益于产能扩张和产品涨价 公司盈利高增,新浪
360,2021-07-19,中信建投：维持宝丰能源(600989.SH)“买入”评级 景气下行业绩仍提升 彰显核心竞争力,智通财经
361,2021-07-19,东方证券：维持宝丰能源(600989.SH)“买入”评级 目标价16.9元,智通财经
362,2021-07-19,方正证券：给予宝丰能源(600989.SH)“强烈推荐”评级 Q2 业绩环比提升 产品结构高端化发展,智通财经
363,2021-07-19,中信证券：维持宝丰能源(600989.SH)“买入”评级 目标价27元 二季度业绩超预期,智通财经
364,2021-07-19,A股异动|宝丰能源(600989.SH)涨5%料上半年纯利同比增长72.08%-81.64%,格隆汇
365,2021-07-19,宝丰能源(600989)：二季度业绩超预期 产能扩张有序推进,新浪
366,2021-07-19,能源化工行业国际油价点评：OPEC+达成产量决议 有望支撑短期油价,新浪
367,2021-07-19,基础化工行业周报：宝丰能源2021年中报业绩预告点评,新浪
368,2021-07-19,【方正化工】宝丰能源事件点评：Q2业绩环比提升，产品结构高端化发展,靠谱化工股
369,2021-07-19,宝丰能源(600989)：高煤价下创业绩新高 内蒙烯烃项目或逐步落地,新浪
370,2021-07-19,煤炭石化行业周报：油价波动率上升 化纤需求持续回升,新浪
371,2021-07-19,宝丰能源：上半年净利润预计同比增长72%-82%,中国经济网
372,2021-07-19,4股获买入评级 最新:宝丰能源,中财网
373,2021-07-19,中信证券：OPEC+决议好于预期，有望推动油价上行,Wind
374,2021-07-17,石油化工行业跟踪报告：6月美国商业原油库存环比减少5.2%,新浪
375,2021-07-17,上市公司正负面新闻2021年7月17日星期六,Wind
376,2021-07-16,晚间重要公告2021年7月16日星期五,Wind
377,2021-07-16,宝丰能源：上半年净利润同比预增72.08%-81.64%,中证网
378,2021-07-16,前瞻！宝丰能源：预计2021年上半年净利润为36亿元~38亿元,每日经济新闻
379,2021-07-16,宝丰能源(600989.SH)预计上半年扣非净利37.45亿元-39.45亿元同比增加81.18%-90.86%,格隆汇
380,2021-07-16,宝丰能源：上半年净利同比预增72%-82%,财联社
381,2021-07-16,宝丰能源：预计上半年净利润同比增长72.08%到81.64%,Wind
382,2021-07-16,宝丰能源50万吨煤制烯烃项目90%模型审查,国家煤化工网
383,2021-07-15,基础化工周报：布油价格持平 三氯氢硅、氯化钾、草甘膦、纯碱等产品价格上涨,新浪
384,2021-07-15,105股获券商买入评级 东鹏控股目标涨幅达79.92%,Wind
385,2021-07-14,宝丰能源(600989)重大事项点评：积极布局绿氢项目 碳中和方案已成熟,新浪
386,2021-07-14,宝丰能源(600989)：茂金属聚乙烯投产成功 瞄准高端进口替代,新浪
387,2021-07-13,宝丰能源：如果煤价下跌对公司而言是利好，可以降低公司生产成本,每日经济新闻
388,2021-07-13,宝丰能源：红四煤矿申请验收并办理《安全生产许可证》已进入尾声,Wind
389,2021-07-13,宝丰能源：宝丰能源双环管HDPE装置茂金属聚乙烯产品试生产成功，产品质量指标达到合格品范围，成为国内首家双环管HDPE工艺生产茂金属产品的企业,每日经济新闻
390,2021-07-12,宁夏区域股市周报：东方钽业涨25.90%涨幅第一 英力特挤进板块市值9强,每日经济新闻
391,2021-07-12,能源化工行业周观点：油价振荡后上行 光伏新能源材料关注度高,新浪
392,2021-07-12,上市公司正负面新闻2021年7月12日星期一,Wind
393,2021-07-12,宁夏区域股市周报：板块总市值跌137亿 中银绒业跌14.62%跌幅第一,每日经济新闻
394,2021-07-11,博实股份(002698.SZ)与宝丰能源签订包装码垛机组设备买卖合同,智通财经
395,2021-07-11,博实股份：与宝丰能源签订5230万元合同,Wind
396,2021-07-11,博实股份：与宝丰能源签订5230万元合同,e公司
