,2021-12-30,亿联网络：目前国内IP通信对模拟通信的替代尚未得到推广,每日经济新闻
1145,2018-09-25,13股获券商买入评级 常宝股份目标涨幅达61.59%,Wind
1146,2018-09-20,清仓式减持来袭，呈现哪些特征，如何规避风险？,Wind
1147,2018-09-18,国信通信程成团队|2018年重点报告合集,国信通信
1148,2018-09-11,28股获券商买入评级，东诚药业目标涨幅达49.40%,Wind
1149,2018-09-10,"亿联网络:股权激励适时推出,长期发展地基稳固",正点财经
1150,2018-09-10,亿联网络：推出股权激励，看好长期发展,华泰证券
1151,2018-09-05,"通信行业:频谱划分或于本月确定,5G建设蓄势待发",东北证券
1152,2018-08-27,通信行业：5G第三阶段试验第二批规范发布 掘金三主线,金融界
1153,2018-08-22,[增持评级]亿联网络(300628)：UC终端再上层楼 视频通讯崭露头角,中财网
1154,2018-08-20,"亿联网络:SIP话机龙头,横向纵向寻突破",国元证券
1155,2018-08-14,【财通通信】亿联网络(300628)：中报业绩符合预期，VCS产品加速增长,财通证券研究
1156,2018-08-13,【海通通信】亿联网络（300628.SZ）半年报点评：上半年业绩符合预期，VCS业务高速成长,劲爆通信
1157,2018-08-13,【民生通信|公司点评】亿联网络(300628)：VCS持续突破，业务快速增长,MS通信
1158,2018-08-13,[强烈推荐评级]亿联网络(300628)中报点评：保持产品竞争优势 VCS业务成为新的业绩增长点,中财网
1159,2018-08-13,【通信丨马军】亿联网络(300628)：中报接近业绩预告中位数，VCS 增长超预期,方正证券研究
1160,2018-08-13,"亿联网络2018半年报点评:sip份额跃居全球第一,vcs产品市场双突破",光大证券
1161,2018-08-12,【招商通信】亿联网络：SIP话机升至全球第一，VCS产品持续突破，全球UC领导者,招商通信
1162,2018-08-10,天风证券：亿联网络维持买入评级,顶尖财经网
1163,2018-08-10,亿联网络：SIP持续增长，VCS态势良好,华泰证券
1164,2018-08-10,[推荐评级]亿联网络(300628)半年报点评：半年报业绩符合预期 SIP和VCS产品快速增长,中财网
1165,2018-08-10,亿联网络（300628）财报点评：中报符合预期，业务结构持续优化,国信研究
1166,2018-08-10,[买入评级]亿联网络(300628)中报点评：业绩符合预期 VCS增长迅速,中财网
1167,2018-08-09,亿联网络上半年净利同比增长34.43%,中证网
1168,2018-08-09,亿联网络：上半年净利润同比增34.43%,Wind
1169,2018-08-09,亿联网络：上半年净利4.1亿 同比增34%,e公司
1170,2018-08-09,"通信行业:诺基亚获35亿美元订单,5G投资逐步兑现",东北证券
1171,2018-07-16,[公司]亿联网络：未来研发费用占比维持稳中有升,全景网
1172,2018-07-12,亿联网络大涨5.14%，报66.50元,腾讯网
1173,2018-07-11,亿联网络：上半年净利预增31%-38%,e公司
1174,2018-07-11,亿联网络半年度业绩预增 净利润增长31%-38%,腾讯网
1175,2018-07-11,亿联网络大跌7.01%，报62.37元,腾讯网
1176,2018-07-11,亿联网络大跌6.25%，报62.88元,腾讯网
1177,2018-07-11,亿联网络大跌6.07%，报63.00元,腾讯网
1178,2018-07-10,"通信行业2018年第28周周报:BIS暂部分解除中兴禁售令,中移动加速5G布局进程",光大证券
1179,2018-07-09,"通信行业:中兴获得临时许可证,关注中报业绩高增长个股",东北证券
1180,2018-07-04,亿联网络大跌5.11%，报63.72元,腾讯网
1181,2018-07-04,[增持评级]亿联网络(300628)：云+端视讯：立足终端 伴云腾飞,中财网
1182,2018-06-26,[推荐评级]通信行业周报：通信已成跌幅最大行业 推荐低估值优质个股,中财网
1183,2018-06-26,[审慎增持评级]亿联网络(300628)：崛起于IP语音 成就于VCS视频,中财网
1184,2018-06-26,券商首次关注6股并给予买入评级（6月26日）,Wind
1185,2018-06-26,40股获券商买入评级 汉得信息目标涨幅达72.39%,Wind
1186,2018-06-20,亿联网络财务全体检:高ROE、高分红、高成长、有潜力,正点财经
1187,2018-06-14,[买入评级]亿联网络(300628)财务全体检：高ROE、高分红、高成长、有潜力,中财网
1188,2018-06-10,【兴证通信2018年中期策略1】通信行业运营回顾及前瞻,微信
1189,2018-05-29,[增持评级]亿联网络(300628)：2018Q1业绩延续优秀 SIP&VCS业务有望加速发展,中财网
1190,2018-05-26,亿联网络：全球统一通信终端龙头,大众证券报
1191,2018-05-25,3只股即将高送转 今日最后抢权机会,证券时报网
1192,2018-05-25,监管层重视股东回报 稳定分红公司关注度日益提高,大众证券报
1193,2018-05-23,43家公司年报高送转 五连增+机构看好锁定7只个股,证券日报
1194,2018-05-22,亿联网络CP960会议电话 多方电话会议一键建立,飞象网
1195,2018-05-21,亿联网络：轻资产运营形成性价比优势,华泰证券
1196,2018-05-15,宁德时代弯道超车树榜样 福建领军二线阵营待破局,21世纪经济报道
1197,2018-05-14,[推荐评级]通信行业周报：STRATEGY ANALYTICS发布的物联网模块厂商市场份额 SIMCOM稳居第一,中财网
1198,2018-05-14,[推荐评级]通信行业信息周报：持续关注高景气细分子行业;富士康工业互联网获IPO核准 工业互联网浪潮或再起,中财网
1199,2018-05-14,[优于大势评级]通信行业深度报告：行业稳定增长 关注细分领域成长机会,中财网
1200,2018-05-14,亿联网络荣登首届中国自主品牌博览会：向世界展示云端融合视讯,飞象网
1201,2018-05-10,[推荐评级]通信行业2017年年报及2018年一季报总结：业绩稳步向上 光通信、云计算、物联网增长显著,中财网
1202,2018-05-10,[超配评级]通信行业周报：小米申报IPO 物联网投资机会愈演愈烈,中财网
1203,2018-05-07,[增持评级]通信设备制造Ⅱ/通信运营Ⅱ行业2017年年报&2018年一季报综述：一季度盈利改善 关注军工通信,中财网
1204,2018-05-07,[强于大市评级]通信行业专题研究：受光通信、IDC/CDN、主设备和物联网拉动 行业保持快速增长 未来期待5G,中财网
1205,2018-05-07,[推荐评级]通信行业周报：国家信息光电子创新中心挂牌 打造光通信的中国“芯”,中财网
1206,2018-05-06,不仅首季业绩持续高增长，这些股中期业绩仍可期,证券时报
1207,2018-05-04,小型会议室升级首选：亿联云视讯打造智能会议空间！,飞象网
1208,2018-05-01,六大亮点凸显深市多层次资本市场 助力经济高质量发展,深交所
1209,2018-04-28,亿联网络：与微软合作做云视讯平台解决方案，2019年产生收入,Wind
1210,2018-04-27,[路演]亿联网络:美国制裁中兴对公司业务无明显影响,全景网
1211,2018-04-26,次新股龙头首迎考： “独角兽”高业绩难追高估值,21世纪经济报道
1212,2018-04-24,亿联网络：年报净利增37% 拟10转10派16元,e公司
1213,2018-04-24,亿联网络：2017年净利润同比增36.65%，拟10转10派16元,Wind
1214,2018-04-24,亿联网络：一季度净利润同比增39.05%,Wind
1215,2018-04-23,商务部政策研究室主任沈丹阳一行莅临亿联网络考察调研,飞象网
1216,2018-04-17,[看好评级]通信行业周报：移动获FDD牌照 联通逐步关闭2G,中财网
1217,2018-04-17,[强于大市评级]聚焦-产品竞争力系列：亿联网络 全球UC终端龙头 立足音频放眼视频,中财网
1218,2018-04-17,大盘重挫后市怎么办 三优势下10只龙头股续涨概率高,中财网
1219,2018-04-17,80只创业板股股价创年内新高 10只龙头股续涨概率高,证券日报
1220,2018-04-16,[推荐评级]通信行业本周观点：CDN行业峰会各巨头表态 需求旺盛 价格战趋缓,中财网
1221,2018-04-13,行云端，新视界 | 亿联云视讯重磅亮相北京InfoComm,飞象网
1222,2018-04-12,[推荐评级]通信行业一季度业绩预告点评：通信传统业务承压 云计算等领域快速增长,中财网
1223,2018-04-12,"亿联网络:云通信行业研究之AVAYA,融合通信前途亮眼",国信证券
1224,2018-04-11,[增持评级]亿联网络(300628)一季度业绩预告点评：一季度业绩预增 汇率影响好于预期,中财网
1225,2018-04-10,[增持评级]亿联网络(300628)一季报业绩预告点评：盈利持续提升 新业务起始接力 持续增长可期,中财网
1226,2018-04-10,[买入评级]亿联网络(300628)：公司发布18Q1业绩预告 同比持续增长 势头强劲,中财网
1227,2018-04-09,亿联网络：预计一季度净利润同比增长31%-42%,Wind
1228,2018-04-09,亿联网络预计一季度净利润1.85亿元-2亿元,中证网
1229,2018-04-08,[增持评级]通信行业周报：阿里战略进军物联网 电信业增值税率将下调,中财网
1230,2018-04-04,[推荐评级]通信行业周报：华为6000亿营收再创新高 云、连接、人工智能是华为的三个关键词,中财网
1231,2018-04-03,[强于大市评级]通信行业研究周报：阿里进军物联网 减税利好基建投资 持续看好光通5G成长,中财网
1232,2018-04-02,[推荐评级]通信行业信息周报：运营商CAPEX下滑预期落地 关注流量增长及物联网加速下投资机遇,中财网
1233,2018-03-29,注意！这家公司 是土著独角兽？ | 创蓝筹系列,搜狐
1234,2018-03-29,亿联网络：亿联云视讯震撼来临 邀您体验云+端极致视讯,飞象网
1235,2018-03-29,亿联网络视讯终端携云升级 视频会议全场景覆盖！,飞象网
1236,2018-03-27,亿联网络：美国营收占比大约为30%,e公司
1237,2018-03-26,[买入评级]通信行业周报：中移动2018年资本开支出炉 贸易摩擦压制行业短期风险偏好,中财网
1238,2018-03-26,亿联网络：如果加收关税，不会改变竞争力格局,Wind
1239,2018-03-26,亿联网络：与微软在T5产品上合作,Wind
1240,2018-03-26,通信行业快评：中美贸易争端或涉及通信领域，但预计影响有限,国信研究
1241,2018-03-23,跌停板解密：利空袭击A股，多行业现跌停潮！（3月23日）,Wind
1242,2018-03-22,未来已来！亿联网络与微软联手发布新一代Teams智能协同方案,飞象网
1243,2018-03-22,视讯翻山海，山海皆可平 | 俄罗斯经销商为亿联视讯中国智造喝彩,飞象网
1244,2018-03-20,信息科技：5G非独立组网标准冻结在即 荐12股,和讯
1245,2018-03-20,早安！方正最新观点20180320,方正证券研究
1246,2018-03-19,【国君通信宋嘉吉团队】联通资本开支回暖，通信建设有望提速,吉时通信
1247,2018-03-19,[推荐评级]通信行业信息周报：联通混改初见成效 OFC看中国光通信产业升级势在必行,中财网
1248,2018-03-18,【华创通信周报】运营商陆续公布年报，喜忧参半，2018年资本开支预期稳中有降,通信海峰
1249,2018-03-18,【方正通信】周观点：工业互联网方兴未艾，物联网、5G蓄势待发,TMT行业公众平台
1250,2018-03-18,天风通信:联通资本开支触底回升 持续看好光通5G成长,新浪
1251,2018-03-16,[互动神回复]聚焦湖南市场是错误!酒鬼酒:干革命一定要有根据地,全景网
1252,2018-03-15,早安！方正最新观点20180315,方正证券研究
1253,2018-03-14,券商评级:上证指数弱势震荡 9股将待时而动,证券之星
1254,2018-03-13,[推荐评级]通信行业周报：CDN两年的激烈价格战是否触底了?,中财网
1255,2018-03-12,信息科技：提速降费刺激流量爆发 荐5股,东北证券
1256,2018-03-12,[超配评级]通信行业快评：汇率波动对通信行业上市公司的影响,中财网
1257,2018-03-12,亿联网络：云服务方面与阿里有一定程度合作,证券时报网
1258,2018-03-12,[推荐评级]通信行业信息周报：OFC2018关注400G光模块 政府工作报告看通信机遇再起,中财网
1259,2018-03-12,亿联网络：云服务方面与阿里有一定程度合作,e公司
1260,2018-03-12,晨会聚焦1803012：重点关注新能源车、中洲控股、领益智造、亿联网络、恒力股份、中国联通,国信研究
1261,2018-03-12,亿联网络（300628）：B端消费升级&云技术驱动助UC龙头高增长,国信研究
1262,2018-03-12,本周关注：CDN行业价格战是否触底？,通信海峰
1263,2018-03-11,【中信建投 通信】两会报告指示年内移动网络流量资费再降30%，中国联通正式启动esim一号双终端业务,建投通信研究
1264,2018-03-11,听·天风一周一会 | 电子·食品饮料·通信,天风研究
1265,2018-03-07,【通信】亿联网络：全球UC终端独角兽，立足音频放眼视频,天风研究
1266,2018-03-06,科技股成风口！独角兽、四新、创投……没有最牛只有更牛,--
1267,2018-03-06,[互动]亿联网络：目前产品推广工作较为理想,全景网
1268,2018-03-06,[互动]亿联网络：美国减税政策对公司产品销售有积极影响,全景网
1269,2018-03-05,[看好评级]通信行业周报：2018MWC举行 掀起5G热潮,中财网
1270,2018-03-05,【国君通信宋嘉吉团队】工业互联网风起，再看制造业中的TMT,吉时通信
1271,2018-03-05,[推荐评级]通信行业周报：工业互联网加速 持续关注低估值真成长,中财网
1272,2018-03-05,[增持评级]电信运营行业周报：工业互联网风起 再看制造业中的TMT,中财网
1273,2018-03-05,【通信】 MWC大会5G成核心焦点，18年重点布局光通5G,天风研究
1274,2018-03-04,【华创通信周报】世界移动大会，5G是重中之重,通信海峰
1275,2018-03-02,【方正通信】紫光股份深度解析电话会议纪要（20180301）,TMT行业公众平台
1276,2018-03-01,【方正通信】通信行业近期重点公司推荐之二电话会议记录（20180228）,TMT行业公众平台
1277,2018-02-28,亿联网络：会当凌“云端”看云视讯如何重写市场新格局,飞象网
1278,2018-02-28,亿联网络：2017年净利润同比增36.52%（快报）,Wind
1279,2018-02-28,【方正通信】亿联网络：业绩接近预告区间顶部，发力高端SIP话机、VCS业务推动市占率不断提升,TMT行业公众平台
1280,2018-02-27,次新股亿联网络：业绩略超预期,南方财富网
1281,2018-02-27,次新股板块全面上涨 六股腾飞在即现良机,证券日报
1282,2018-02-26,[推荐评级]通信行业周报：专项工作组成立 工业互联网加速导入,中财网
1283,2018-02-26,[强于大市评级]通信行业研究周报：中国引领5G前传试点 技术快速成熟 18年聚焦主线光通5G,中财网
1284,2018-02-26,【方正通信】雪中送炭强于锦上添花10：方正证券强推股之世纪鼎利解析,TMT行业公众平台
1285,2018-02-26,【华创通信周报】移动电话普及率首次破百，移动互联网流量增速同比增长162%,通信海峰
1286,2018-02-25,【国君通信宋嘉吉团队】2018开局表现强劲，三大运营商各有所长,吉时通信
1287,2018-02-25,【方正通信】周观点：专项工作组成立，工业互联网加速导入,TMT行业公众平台
1288,2018-02-25,【华创通信周报】光纤光缆电信招标持续量价齐升,通信海峰
1289,2018-02-14,最熊次新股诞生！4万人懵了 14万的“红包”没了,21世纪经济报道
1290,2018-02-13,国际品牌中国智造！亿联“黑科技”视频会议产品惊艳亮相荷兰ISE展会,飞象网
1291,2018-02-13,【海通通信团队】海通通信一周谈 ：2017年行业盈利稳健增长，光通信、政企网络设备、云计算三足鼎立,朱劲松－TMT观察
1292,2018-02-13,"14万的""红包""没了 这个稳赚不赔的买卖今天遭暴击！",每日经济新闻
1293,2018-02-12,【中信建投 通信】韩国冬奥会迎5G首秀，中国电信公布2018光缆集采结果,建投通信研究
1294,2018-02-11,【华创通信周报】光纤光缆电信招标持续量价齐升,通信海峰
1295,2018-02-07,2月7日有111家公司获重要股东增减持 欧亚集团已被连续增持172次,Wind
1296,2018-02-07,2017年以来新股“弃购”近4千万股 券商捡漏或多赚10亿,21世纪经济报道
1297,2018-02-07,[买入评级]亿联网络(300628)：VCS业务拓展、短期汇兑损益导致费用上升 关注SIP业务海外放量,中财网
1298,2018-02-07,早安！方正最新观点20180207,方正证券研究
1299,2018-02-07,【中小盘丨王永辉】次新导航（第9期）：证监会核发新股4家，倍加洁集团(A17006.SH)建议关注,方正证券研究
1300,2018-02-06,养元饮品弃购金额超1712万元 真差钱19名投资者无缘“最贵新股”,21世纪经济报道
1301,2018-02-06,[增持评级]电信运营行业周报：恐慌下跌之后 坚定5G信念,中财网
1302,2018-02-06,【方正通信】雪中送炭强于锦上添花4：方正证券强推股之中国联通解析,TMT行业公众平台
1303,2018-02-05,【方正通信】周观点：铁塔降费进行时，运营商收益提升,TMT行业公众平台
1304,2018-02-04,【华创通信周报】5G发展，中国领先优势显著；面对落后，美国政府意欲5G国有化,通信海峰
1305,2018-02-02,[强烈推荐评级]亿联网络(300628)：发力VCS、拥抱云通信 UC终端龙头的价值再认知,中财网
1306,2018-02-02,82股获券商买入评级，北辰实业目标涨幅达93.37%,Wind
1307,2018-02-01,[强烈推荐评级]亿联网络(300628)：SIP电话有望保持高增长 汇兑损益影响当期业绩,中财网
1308,2018-01-31,年内最高价新股今日发行 最猛杀跌应已过去,中财网
1309,2018-01-31,高价新股养元饮品今日申购 中一签上市首日赚3.46万,深圳商报
1310,2018-01-31,道达投资手记：年内最高价新股将发行 高价股却先“崩”了,每日经济新闻
1311,2018-01-30,年内最高价新股即将发行 今天高价股却先“崩”了——道达投资手记,每经网
1312,2018-01-29,IPO新政第二高发行价股将申购，养元饮品申购价格或超70元,Wind
1313,2018-01-28,大肉签新股来啦！中一签首日盈利即超3万，3个涨停赚5万……除了新股，可转债申购也值得关注,证券时报网
1314,2018-01-25,【方正通信】雪中送炭强于锦上添花，左侧坚定引领市场布局成长股,TMT行业公众平台
1315,2018-01-24,420只股短线走稳 站上五日均线,证券时报网
1316,2018-01-23,券商评级:沪指再度涨超1% 9股有飞涨潜力,证券之星
1317,2018-01-23,38股获券商买入评级，合盛硅业目标涨幅达88.74%,Wind
1318,2018-01-22,亿联网络：稳步增长趋势依旧 买入评级,东北证券
1319,2018-01-22,方正证券：上调亿联网络评级至强烈推荐,Wind
1320,2018-01-22,【方正通信】亿联网络：稳健发展SIP市场，把握未来VCS新趋势,TMT行业公众平台
1321,2018-01-22,信息科技：两部委力推北斗交运应用落地 荐9股,中信建投
1322,2018-01-22,30股获券商买入评级 当代明诚目标涨幅达63.61%,Wind
1323,2018-01-21,【国君通信宋嘉吉团队】5G第三阶段试验规范发布，产业加速成熟,吉时通信
1324,2018-01-21,【华创通信周观点】CDN行业竞争格局趋缓，价格战逐步探底，推荐关注网宿科技,通信海峰
1325,2018-01-19,亿联网络：全年收入保持较快增长,广发证券
1326,2018-01-18,【华创通信】亿联网络：2017年业绩预告：传统sip电话稳步增长，VCS翻倍增长,通信海峰
1327,2018-01-17,亿联网络2017年度业绩预增32%-38%,中证报
1328,2018-01-17,亿联网络：预计2017年净利润同比增长32%-38%,Wind
1329,2018-01-17,亿联网络：2017年净利预计5.7亿–5.95亿,e公司
1330,2018-01-17,【中小盘丨王永辉 】次新导航（第6期）：证监会核发新股3家，明阳电路建议关注,方正证券研究
1331,2018-01-15,电信运营行业周报：区块链：风虽已起仍需理性,中财网
1332,2018-01-09,电信运营行业周报：海外区块链火爆关注国内新技术布局,中财网
1333,2018-01-08,信息科技：2018CES将开幕 荐10股,中信建投
1334,2018-01-08,亿联网络(300628)：试水产业投资迈出业务线拓展步伐,中财网
1335,2018-01-05,通信行业点评：2017通信行业大事记2018布局光通5G万物互联,中财网
1336,2018-01-05,【天风Morning Call】晨会集萃20180105,天风研究
1337,2018-01-04,四因素助力5G“踩油门”五股迎腾飞契机,证券日报
1338,2018-01-04,早安！方正最新观点20180104,方正证券研究
1339,2018-01-03,海通通信一周谈：5G相关硬件子行业的投资弹性,中财网
1340,2018-01-03,"通信行业:中国联通开通e~SIM,中国电信计划今年启动中等规模5G外场试验",中国网
1341,2018-01-02,信息科技：中国电信计划今年启动中等规模5G外场试验 荐10股,中信建投
1342,2018-01-02,"通信行业:18年通信迎来新篇章,重点布局光通5G万物互联",中国网
1343,2018-01-02,2017全年企业上市总费用195亿募集资金总额为2105亿,金融界
1344,2018-01-01,2018，5G与中联通混改渐入落地期【国君通信宋嘉吉团队】,吉时通信
