,2021-12-31,年内最后一次油价调整，汽、柴油价格每吨分别提高140元和135元,Wind
336,2021-12-03,中密控股：公司并未参与中石化“轻质原油裂解制乙烯技术开发及工业应用”项目,每日经济新闻
337,2021-12-03,上海电力与上海赛科签署综合能源服务合作意向书,上证报
338,2021-12-03,裕龙岛炼化一期项目工艺技术确定,国家煤化工网
339,2021-12-03,系列营销活动效果好,石化新闻网
340,2021-12-03,苏伊士、盛虹集团及中石化广州工程携手合作创新 荣获法中委员会2021年“创新首创奖”,钢企网
341,2021-12-03,汽车行业周报：11月多地发布氢能产业政策 关注北京冬奥会示范应用筹备进展,新浪
342,2021-12-03,沙特阿美与中国市场共赢,经济日报
343,2021-12-02,全力保供采暖季，中石化日产天然气突破1亿方大关,北京日报
344,2021-12-02,中国石化：日产天然气超1亿立方米,中证网
345,2021-12-02,北向资金今日净买入30.21亿元，宁德时代连续6日净买入累计加仓超24亿,Wind
346,2021-12-02,中国石化日产天然气超1亿方,第一财经
347,2021-12-02,中石油857｜与中石化386签署战略合作框架协议 | 头条金融网,头条日报
348,2021-12-02,中石油与中石化签约：深化新能源等领域合作,中国石油
349,2021-12-02,冰轮环境：公司有氢气压缩机和氢气液化机组产品,Wind
350,2021-12-02,中石化广东石油建成大湾区首座综合能源服务站,北极星电力
351,2021-12-02,重磅！中国石油、中国石化签约合作！两大央企氢能布局一览！,中国能源网china5e
352,2021-12-02,中国石化在重庆首座光伏发电站建成,中国石化
353,2021-12-02,每经11点丨官宣！中国石油与中国石化签署战略合作框架协议；上海复旦大学附属金山医院暂停门急诊服务；北向资金净流入超10亿元,每日经济新闻
354,2021-12-02,中石化386｜获控股股东增持 | 头条金融网,头条日报
355,2021-12-02,光大系高管接连被查！牵出50亿并购迷案,Wind
356,2021-12-02,光大证券：维持中国石化(600028.SH)“买入”评级 斥资收购PBT树脂等资产 增强业务协同效应,智通财经
357,2021-12-02,恒指转涨，金融、能源、消费股引领反弹,Wind
358,2021-12-02,A股融资融券日报：两融余额增加5.37亿元（12月1日）,Wind
359,2021-12-02,中石油与中石化签署战略合作框架协议,财联社
360,2021-12-02,【能源保供看央企】中国石化每天向华北增供天然气1000万方－国务院国有资产监督管理委员会,中国石化
361,2021-12-02,中金：智能电网浪潮已至，掘金“专精特新”小巨人,Wind
362,2021-12-01,政策加码补贴凶猛：资本强力加持下万亿氢能赛道能否“穿越”产业掣肘？,21世纪经济报道
363,2021-12-01,晚间重要公告2021年12月1日星期三,Wind
364,2021-12-01,中石化龙口LNG项目开工 一期接转能力每年650万吨,上证报
365,2021-12-01,中国石化控股股东方面拟累计增持公司不超2%H股股份,上证报
366,2021-12-01,最新！中国石化发布重要公告,每日经济新闻
367,2021-12-01,中国石化(600028.SH)：获控股股东及其一致行动人增持3500万股H股,格隆汇
368,2021-12-01,中国石化(600028.SH)盛骏公司增持3500万股H股公司股份,智通财经
369,2021-12-01,中国石化：控股股东增持3500万股H股股份,Wind
370,2021-12-01,IPO专题：策略研究：新股精要-国内高性能抗氧化剂领先生产商风光股份,新浪
371,2021-12-01,北向资金12月首个交易日加仓A股30亿，紫光国微净买入超6亿元,Wind
372,2021-12-01,超级巨头宣布重磅利好，万亿赛道涨停潮，能否持续？,Wind
373,2021-12-01,中国石油化工股份(00386.HK)：标的资产所有权已转移至买方,格隆汇
374,2021-12-01,中国石化：标的资产对应的所有权、义务、责任和风险已转移至买方,Wind
375,2021-12-01,光大证券：给予中国石化买入评级,证券之星
376,2021-12-01,当连锁药店开始卖彩票,Ofweek
377,2021-12-01,是否为中国石化湖北石油武汉群力综合能源站、东西湖区革新综合能源站供应氢气？和远气体：以上两个综合能源站刚建成，目前双方就氢气供应均有接洽，还未供应氢气,每日经济新闻
378,2021-12-01,中国石化首个万吨级光伏制氢项目开建,阿尔法工场
379,2021-12-01,中石化徐州石油超额完成全年光伏站建设任务,北极星电力
380,2021-12-01,中石化赣州石油提前完成全年光伏发电项目建设任务,北极星电力
381,2021-12-01,中国石油化工：董事长、总裁变动 董监高成员变化,Wind
382,2021-12-01,携手蔚来布局换电，为何加油站们趋之若鹜？,搜狐
383,2021-12-01,中国石化在深圳推出“爱跑98”品牌新款汽油,新快报
384,2021-12-01,中国石化建成大湾区首座综合能源服务站,新快报
385,2021-12-01,全球最大光伏绿氢生产项目开建,北京日报
386,2021-11-30,我国开建首个万吨级光伏绿氢示范项目,科技日报
387,2021-11-30,中国石化自主研发技术首获国际最佳石油化工技术奖！,液化天然气网
388,2021-11-30,生意社：11月沥青行情“低位整理”,生意社
389,2021-11-30,涉及热电！中国石化购买资产公司多项资产及股权,北极星电力
390,2021-11-30,全球最大光伏绿氢生产项目落户新疆库车,中证网
391,2021-11-30,投资30亿 中石化建设全球规模最大万吨级光伏绿氢项目,快科技
392,2021-11-30,重庆市首座光伏发电加油站正式投用,石化新闻网
393,2021-11-30,全球最大光伏绿氢项目开工！,中国电力报
394,2021-11-30,我国首个万吨级光伏制氢项目开建，预计 2023 年 6 月建成投产,IT之家
395,2021-11-30,总投资近30亿元！我国首个万吨级光伏绿氢示范项目开建,中国能源网china5e
396,2021-11-30,中国石化与中国船舶签署战略合作框架协议,Wind
397,2021-11-30,中国石化：拟超70亿元购买关联方相关资产及负债,资本邦
398,2021-11-30,全球最大光伏绿氢生产项目在新疆开建，投产后年产绿氢2万吨,澎湃新闻
399,2021-11-30,中国石化在新疆开建我国首个万吨级光伏绿氢示范项目,e公司
400,2021-11-30,中国石化湖北地区首座加氢站正式建成,石化新闻网
401,2021-11-30,我国首个万吨级光伏制氢项目开建,Wind
402,2021-11-30,cippe2022采购对接会明年3月在京举办,中国能源网china5e
403,2021-11-30,中国石化与中国船舶签署战略合作框架协议,电力新闻网
404,2021-11-30,海上风电材料动态跟踪报告之二：海风大潮将至 国产风电材料企业将获明显利好,光大证券
405,2021-11-30,汽车新零售瞄准换购市场，大搜车与“两桶油”擦出新火花,新京报
406,2021-11-30,每日理财观察：证券期货行政执法当事人承诺制度实施办法公布,Wind
407,2021-11-30,中国石化胜利油田攻克核心技术 页岩油“破壳”而出－国务院国有资产监督管理委员会,中国石化
408,2021-11-30,【中证盘前】新力金融提示重组暂停、中止或取消风险,中证报
409,2021-11-30,能源绿色转型获政策加持，万亿资金争相涌入,Wind
410,2021-11-29,中国石化拟购买关联方资产,大众证券报
411,2021-11-29,中国石化拟合计70.49亿元收购关联方热电、水务等资产及负债,上证报
412,2021-11-29,晚间重要公告2021年11月29日星期一,Wind
413,2021-11-29,政策再热捧，换电模式也成不了新能源车风口,新浪
414,2021-11-29,中国石化沈阳分公司融入中心抓实党建,凤凰网
415,2021-11-29,中国石化沈阳分公司加强党的政治建设,凤凰网
416,2021-11-29,顺灏股份：公司旗下草本非烟低温加热不燃烧制品FreeM目前已在北京线下便利店以及中石油中石化部分便利店销售,每日经济新闻
417,2021-11-29,中国石化(600028.SH)：拟以合计约70.49亿元收购相关资产及负债,格隆汇
418,2021-11-29,中国石化：拟超70亿购买关联方热电、水务、PBT树脂等相关资产及股权,财联社
419,2021-11-29,中国石化：拟以超70亿元价格购买关联方的热电、水务、PBT树脂等资产,Wind
420,2021-11-29,中国石化：董事会选举马永生为董事长，喻宝才出任公司总裁,Wind
421,2021-11-29,中国石化：正在加快构建以能源资源为基础、以洁净油品和现代化工为两翼，以新能源新材料新经济为重要增长极的产业格局,每日经济新闻
422,2021-11-29,中国石化：在2020年报告期内，共捐赠款项为人民币3.01亿元,每日经济新闻
423,2021-11-29,中国石化每日向华北增供天然气1000万方,电力新闻网
424,2021-11-29,新能源“新宠” 氢能源爆发在黎明前夜,极客网
425,2021-11-29,氢能首次在湖北武汉实现商业化利用,工人日报
426,2021-11-29,新能源早报| 氢能首次在武汉实现商业化利用 小米汽车落户北京经开区,鲸平台
427,2021-11-29,曹站长的新“家”油站,石化新闻网
428,2021-11-29,氢能源强势崛起，万亿赛道呼之欲出,Wind
429,2021-11-28,今年供暖季天津LNG接收站预计接卸LNG总量360万吨 同比增长11%,新浪
430,2021-11-28,每经11点 | 刘国梁说在美最大挑战不是对手是新冠；两市下周将有50只股票面临解禁；FF拉响退市警告！未准时提交三季报,每日经济新闻
431,2021-11-28,中石化：安徽省首批LNG综合能源服务站正式投营,e公司
432,2021-11-27,恒合股份(832145)：乘政策东风 打造石油石化VOCS治理领军企业,华安证券
433,2021-11-26,宁德石油三举措提高直分销业绩,钢企网
434,2021-11-26,上海期货交易所指定交割仓库库存周报,上期所
435,2021-11-26,我国石化技术首获国际最佳石油化工技术奖,液化天然气网
436,2021-11-26,中国石化燕山石化高温蒸煮膜用聚丙烯应用获进展,电力新闻网
437,2021-11-26,中石化汉中分公司：建成三座分布式光伏发电站点,国际电力网
438,2021-11-26,助力乡村振兴 中国石化三年消费帮扶超15亿元,中新网
439,2021-11-26,公用环保行业周报：10月用电需求继续强劲南网发布十四五规划,新浪
440,2021-11-26,鲁阳节能(002088)：受益碳中和 耐火保温齐发力,新浪
441,2021-11-26,以能效约束推动低碳转型，重点工业领域节能“有章可循”,Wind
442,2021-11-26,控制甲烷排放行动，五大计划出台，煤炭、油气等领域成治理重点,Wind
443,2021-11-26,BIPV势头渐起 各方竞相上场“逐鹿”,上证报
444,2021-11-25,这一业务有望成为光伏产业新增长点！互动易上，投资者提问不断,上证报
445,2021-11-25,油价走高，A股石油公司3大指标会改善？,Wind
446,2021-11-25,中国石化华北油气分公司日供天然气超1400万方,国际燃气网
447,2021-11-25,中国石化商旅平台服务员工超100万人次,石化新闻网
448,2021-11-25,天津LNG接收站气化外输量达3300万方，有效保障华北用气需求,北京日报
449,2021-11-25,项目建设要强化技术创新和质量保障,石化新闻网
450,2021-11-25,【天然气保供?一线行】全力以赴 供暖更有“底气”,石化新闻网
451,2021-11-25,晶科能源丨加强与中石化合作纵深，18座分布式绿电加油站落成,索比光伏网
452,2021-11-24,石油化工新材料行业北上资金周报,新浪
453,2021-11-24,中国石化：稳定硫磺供应 保障化肥企业生产,中证网
454,2021-11-24,中国石化向化肥企业累计供应硫磺产品同比增加20%以上,财联社
455,2021-11-24,“双碳目标”和COP26下，中石化、中石油等布局绿色转型,第一财经
456,2021-11-24,3.57亿美元！中国石化签署墨西哥三维地震采集处理项目,微信
457,2021-11-23,北向资金连续3日加仓累计扫货近150亿，宁德时代11月累计净买入超百亿,Wind
458,2021-11-23,中国石化6800万平方米地热供暖 保障80万北方居民温暖过冬,新华网
459,2021-11-23,石化油服最新公告：全资子公司中标3.57亿美元项目,证券之星
460,2021-11-23,中石化厦门：“党建+”强化安全工作,钢企网
461,2021-11-23,中石化厦门：精心组织，全力以赴落实油品保供,钢企网
462,2021-11-23,中石化厦门多措并举开展反腐倡廉教育月活动,凤凰网
463,2021-11-23,中石化湖北化肥分公司光伏发电逾80MWh,国际电力网
464,2021-11-23,山东“氢能高速”先行示范区首个加氢站落地,大众日报
465,2021-11-23,科威特华侨华人协会主席讲述在科35年 满是大国企大民企的不易,中国经济网
